index,checkpoint,threshold,num_linear_layers,test_loss,test_acc
1000,step_001000.pt,0.1,3,2.5709214981079103,0.2125
2000,step_002000.pt,0.1,5,6.264839121246338,0.1641
2000,step_002000.pt,0.2,1,2.507883185958862,0.2669
3000,step_003000.pt,0.1,4,8.540357530212402,0.1222
3000,step_003000.pt,0.2,1,1.9857813276290894,0.3239
4000,step_004000.pt,0.1,7,61.84195279541016,0.1156
4000,step_004000.pt,0.2,2,2.446460251235962,0.267
5000,step_005000.pt,0.1,7,61.222622412109374,0.1129
5000,step_005000.pt,0.2,2,2.7435393644332886,0.259
6000,step_006000.pt,0.1,10,218.72825302734375,0.1008
6000,step_006000.pt,0.2,5,11.818258908081054,0.1091
7000,step_007000.pt,0.1,12,394.2733322753906,0.1605
7000,step_007000.pt,0.2,4,5.811577914428711,0.1467
7000,step_007000.pt,0.3,1,1.1862686897277832,0.5779
8000,step_008000.pt,0.1,13,220.008098828125,0.1818
8000,step_008000.pt,0.2,6,9.43342417755127,0.1498
8000,step_008000.pt,0.3,2,2.380795322036743,0.3105
9000,step_009000.pt,0.1,14,330.0577841064453,0.153
9000,step_009000.pt,0.2,6,11.990395722961425,0.1513
9000,step_009000.pt,0.3,3,2.6433645957946776,0.2713
10000,step_010000.pt,0.1,14,263.9475810058594,0.1573
10000,step_010000.pt,0.2,7,16.377390365600586,0.1164
10000,step_010000.pt,0.3,2,2.300803960418701,0.3291
10000,step_010000.pt,0.4,1,1.0858692337989808,0.6139
11000,step_011000.pt,0.1,14,230.14762216796876,0.1508
11000,step_011000.pt,0.2,7,12.940801165771484,0.1755
11000,step_011000.pt,0.3,2,2.7945363632202147,0.2775
11000,step_011000.pt,0.4,1,1.1213661006927491,0.6072
12000,step_012000.pt,0.1,14,219.83340922851562,0.1431
12000,step_012000.pt,0.2,7,20.212102819824217,0.1538
12000,step_012000.pt,0.3,3,3.620362324142456,0.2069
12000,step_012000.pt,0.4,1,1.0105267685890198,0.646
13000,step_013000.pt,0.1,14,203.92651650390624,0.1348
13000,step_013000.pt,0.2,8,25.044188995361328,0.1365
13000,step_013000.pt,0.3,4,6.560960765075683,0.1286
13000,step_013000.pt,0.4,1,1.0630983106613159,0.6298
14000,step_014000.pt,0.1,14,151.23045080566405,0.1464
14000,step_014000.pt,0.2,8,32.93007573852539,0.1474
14000,step_014000.pt,0.3,4,4.983821565246582,0.1411
14000,step_014000.pt,0.4,1,0.9644940439224243,0.661
15000,step_015000.pt,0.1,14,113.06727866210937,0.1476
15000,step_015000.pt,0.2,9,35.198281030273435,0.1289
15000,step_015000.pt,0.3,6,12.341596241760254,0.1311
15000,step_015000.pt,0.4,1,0.9357967458724975,0.6735
16000,step_016000.pt,0.1,14,98.75145852050781,0.1542
16000,step_016000.pt,0.2,10,41.87321862792969,0.1321
16000,step_016000.pt,0.3,6,8.96339948425293,0.1736
16000,step_016000.pt,0.4,2,2.747414111328125,0.349
16000,step_016000.pt,0.5,1,0.9403371280670166,0.6736
17000,step_017000.pt,0.1,14,70.82928078613281,0.1652
17000,step_017000.pt,0.2,10,39.76996245727539,0.1087
17000,step_017000.pt,0.3,6,9.744990351867676,0.156
17000,step_017000.pt,0.4,1,0.8700584383010864,0.6953
17000,step_017000.pt,0.5,1,0.8700584383010864,0.6953
18000,step_018000.pt,0.1,14,65.70831014404297,0.1479
18000,step_018000.pt,0.2,11,28.243397314453127,0.1547
18000,step_018000.pt,0.3,6,7.48199552154541,0.1845
18000,step_018000.pt,0.4,1,0.9040010265350342,0.6865
19000,step_019000.pt,0.1,14,110.90136616210937,0.1407
19000,step_019000.pt,0.2,11,30.175576751708984,0.1621
19000,step_019000.pt,0.3,6,7.397873077392578,0.1936
19000,step_019000.pt,0.4,1,0.8250168758392334,0.7139
19000,step_019000.pt,0.5,1,0.8250168758392334,0.7139
20000,step_020000.pt,0.1,14,90.69894970703125,0.1352
20000,step_020000.pt,0.2,12,37.62042608032227,0.1584
20000,step_020000.pt,0.3,6,6.305160095977783,0.231
20000,step_020000.pt,0.4,3,3.4547739986419677,0.2763
20000,step_020000.pt,0.5,1,0.8286647920608521,0.7122
21000,step_021000.pt,0.1,14,58.793413745117185,0.1482
21000,step_021000.pt,0.2,11,29.701001947021485,0.1001
21000,step_021000.pt,0.3,6,5.976573595428467,0.2466
21000,step_021000.pt,0.4,2,2.423395472717285,0.4156
21000,step_021000.pt,0.5,1,0.821548064994812,0.7179
22000,step_022000.pt,0.1,14,72.97991072998047,0.1453
22000,step_022000.pt,0.2,12,42.67849638671875,0.1347
22000,step_022000.pt,0.3,6,6.030271674346924,0.1994
22000,step_022000.pt,0.4,2,1.2029744028091431,0.6046
22000,step_022000.pt,0.5,1,0.7912252241134644,0.7286
23000,step_023000.pt,0.1,14,81.01084777832031,0.1407
23000,step_023000.pt,0.2,11,37.515715197753906,0.1021
23000,step_023000.pt,0.3,7,8.720123695373536,0.1499
23000,step_023000.pt,0.4,2,1.4671608348846437,0.5403
23000,step_023000.pt,0.5,1,0.8350753562927246,0.7132
24000,step_024000.pt,0.1,14,95.43333548583985,0.1367
24000,step_024000.pt,0.2,11,37.22834387817383,0.1109
24000,step_024000.pt,0.3,8,12.06678879699707,0.11
24000,step_024000.pt,0.4,2,1.2231828413009644,0.5977
24000,step_024000.pt,0.5,1,0.7719379550933838,0.7354
25000,step_025000.pt,0.1,14,69.18486532592773,0.1481
25000,step_025000.pt,0.2,11,24.198812005615235,0.1246
25000,step_025000.pt,0.3,8,6.91962745513916,0.2216
25000,step_025000.pt,0.4,3,2.8952992881774904,0.3483
25000,step_025000.pt,0.5,1,0.8116413245201111,0.721
26000,step_026000.pt,0.1,14,64.64076436767579,0.1179
26000,step_026000.pt,0.2,11,23.27879296875,0.1302
26000,step_026000.pt,0.3,9,12.462938876342774,0.1047
26000,step_026000.pt,0.4,3,2.56130039024353,0.3846
26000,step_026000.pt,0.5,1,0.7619330135345459,0.7383
27000,step_027000.pt,0.1,14,52.2134957824707,0.1485
27000,step_027000.pt,0.2,11,21.992969201660156,0.1281
27000,step_027000.pt,0.3,9,10.122281694030761,0.1245
27000,step_027000.pt,0.4,3,3.3671358707427976,0.3164
27000,step_027000.pt,0.5,1,0.8520616781234741,0.7134
28000,step_028000.pt,0.1,14,58.46881071777344,0.1552
28000,step_028000.pt,0.2,11,17.186052737426756,0.1329
28000,step_028000.pt,0.3,9,9.441915795898437,0.12
28000,step_028000.pt,0.4,3,2.266292311477661,0.4227
28000,step_028000.pt,0.5,1,0.7264363101959228,0.7478
29000,step_029000.pt,0.1,14,62.047819494628904,0.125
29000,step_029000.pt,0.2,11,24.30441732788086,0.1052
29000,step_029000.pt,0.3,8,7.672567205810547,0.1671
29000,step_029000.pt,0.4,3,2.7137147594451902,0.3812
29000,step_029000.pt,0.5,1,0.7586811249732971,0.7387
30000,step_030000.pt,0.1,14,58.53734399414063,0.1214
30000,step_030000.pt,0.2,11,17.608358114624025,0.1612
30000,step_030000.pt,0.3,9,9.243159968566895,0.123
30000,step_030000.pt,0.4,3,2.8928165798187258,0.3638
30000,step_030000.pt,0.5,1,0.7574897775650025,0.7419
31000,step_031000.pt,0.1,14,59.975191290283206,0.1403
31000,step_031000.pt,0.2,11,21.02382473754883,0.1479
31000,step_031000.pt,0.3,9,10.610452656555175,0.101
31000,step_031000.pt,0.4,4,2.4460913688659667,0.3714
31000,step_031000.pt,0.5,1,0.7281366381645202,0.751
32000,step_032000.pt,0.1,14,53.19052044677734,0.1563
32000,step_032000.pt,0.2,11,19.27562823791504,0.1127
32000,step_032000.pt,0.3,9,10.52643115234375,0.1207
32000,step_032000.pt,0.4,4,2.3690065288543702,0.3952
32000,step_032000.pt,0.5,1,0.7399909541130066,0.7448
33000,step_033000.pt,0.1,14,59.556064221191406,0.1317
33000,step_033000.pt,0.2,11,16.117043280029296,0.1425
33000,step_033000.pt,0.3,9,9.07027592315674,0.1097
33000,step_033000.pt,0.4,4,3.0269577144622803,0.405
33000,step_033000.pt,0.5,1,0.7090198551177979,0.7548
34000,step_034000.pt,0.1,14,41.610575634765624,0.1406
34000,step_034000.pt,0.2,11,14.556262103271484,0.1484
34000,step_034000.pt,0.3,9,7.351313217163086,0.1253
34000,step_034000.pt,0.4,5,3.251499478149414,0.2267
34000,step_034000.pt,0.5,1,0.699122967338562,0.7563
35000,step_035000.pt,0.1,14,49.56879105224609,0.1409
35000,step_035000.pt,0.2,10,10.37487737121582,0.1376
35000,step_035000.pt,0.3,9,10.687140725708009,0.1009
35000,step_035000.pt,0.4,4,2.6229670181274414,0.3714
35000,step_035000.pt,0.5,1,0.6956336312294006,0.7631
36000,step_036000.pt,0.1,14,52.201653576660156,0.1366
36000,step_036000.pt,0.2,11,13.100622763061523,0.1451
36000,step_036000.pt,0.3,9,7.947501940917968,0.1199
36000,step_036000.pt,0.4,4,2.423879607772827,0.3511
36000,step_036000.pt,0.5,1,0.7368334728240967,0.7465
37000,step_037000.pt,0.1,14,41.942991955566406,0.1413
37000,step_037000.pt,0.2,11,21.4712150970459,0.1024
37000,step_037000.pt,0.3,9,9.097641184997558,0.1046
37000,step_037000.pt,0.4,5,4.036799163818359,0.1915
37000,step_037000.pt,0.5,2,0.9740109804153443,0.6725
38000,step_038000.pt,0.1,14,39.9729498046875,0.1366
38000,step_038000.pt,0.2,10,9.5935578414917,0.1602
38000,step_038000.pt,0.3,9,9.666423136901855,0.1149
