arch,width,seed,noise,params
resnet18,1,1,0.15,11178954
epoch,train_loss,train_acc,test_loss,test_acc,p_layer0,p_layer1,p_layer2,p_layer3,p_layer4,p_layer5,p_layer6,p_layer7,p_layer8,p_layer9,p_layer10,p_layer11,p_layer12,p_layer13,p_layer14,p_layer15,p_layer16
1,2.306281986541748,0.1236,2.2742688400268554,0.1657,-0.033970315009355545,-0.08733359724283218,-0.01898863911628723,-0.06814900040626526,0.001228910405188799,-0.0635872408747673,0.009510695934295654,-0.008247679099440575,-0.006318012718111277,-0.012258168309926987,0.0031265486031770706,0.011481155641376972,0.007004739250987768,0.0052480390295386314,-0.004974594805389643,-0.002204158576205373,0.0030213738791644573
2,2.2690457426452637,0.15372,2.2331190544128416,0.1919,-0.03506897762417793,-0.07471434772014618,-0.017840588465332985,-0.05676734820008278,0.004080592188984156,-0.05353929102420807,0.00820553582161665,-0.008252996020019054,-0.004834110848605633,-0.012294765561819077,0.002055515069514513,0.011057909578084946,0.007792944088578224,0.004813636653125286,-0.004242757800966501,-0.0033524110913276672,0.0040086861699819565
3,2.2421760978698733,0.17514,2.199711170578003,0.213,-0.035293903201818466,-0.0727173313498497,-0.01769082061946392,-0.05489574745297432,0.004206151235848665,-0.0513482503592968,0.007795558776706457,-0.009321074932813644,-0.004786473698914051,-0.012878104113042355,0.0014158065896481276,0.009433683007955551,0.006039499305188656,0.0029176599346101284,-0.0029747895896434784,-0.005291314795613289,0.004466915503144264
4,2.2212981121063233,0.18692,2.1729477672576905,0.2211,-0.03381071239709854,-0.08379597216844559,-0.02001858316361904,-0.06502285599708557,0.0010326746851205826,-0.06062939018011093,0.007916245609521866,-0.00976571999490261,-0.005471755750477314,-0.012853656895458698,0.0023100043181329966,0.011392851360142231,0.006907071452587843,0.005346040707081556,-0.005131103564053774,-0.0019107108237221837,0.0009779882384464145
5,2.19967989151001,0.19828,2.1449097721099855,0.2341,-0.032997965812683105,-0.07461012899875641,-0.018664423376321793,-0.05738282948732376,0.0037449668161571026,-0.053633566945791245,0.008109367452561855,-0.008396773599088192,-0.005013270769268274,-0.011872267350554466,0.0016518223565071821,0.010774125345051289,0.006895922590047121,0.004074324853718281,-0.0017428757855668664,-0.003750286065042019,0.001166313886642456
6,2.181637429962158,0.21086,2.120203090286255,0.2419,-0.034213319420814514,-0.08233225345611572,-0.01967155560851097,-0.06407583504915237,0.004476446658372879,-0.06045931950211525,0.007838907651603222,-0.009293888695538044,-0.0045827776193618774,-0.012682721950113773,0.0019779859576374292,0.011384841986000538,0.007151298690587282,0.004725271370261908,-0.0032316776923835278,-0.001111252699047327,0.0011718152090907097
7,2.165353335723877,0.2176,2.0976626712799074,0.2488,-0.03175844997167587,-0.08139947801828384,-0.018395014107227325,-0.06331360340118408,0.002162585500627756,-0.05906609445810318,0.006950450595468283,-0.009216520935297012,-0.005403396673500538,-0.012335188686847687,0.0021258590277284384,0.011137181892991066,0.00813329964876175,0.00471833860501647,-0.0030341069214046,-0.004806319251656532,0.0003522708429954946
8,2.1486700229644775,0.2267,2.075600978088379,0.257,-0.03471073508262634,-0.08191253989934921,-0.019013147801160812,-0.06341006606817245,0.0035436132457107306,-0.05924277380108833,0.006995849311351776,-0.00984174944460392,-0.004280436784029007,-0.012626132927834988,0.0006554024294018745,0.012129440903663635,0.008710945956408978,0.005069219972938299,-0.0019689160399138927,-0.004021904896944761,4.819207242690027e-05
9,2.1352965783691404,0.23206,2.052689518356323,0.266,-0.033288273960351944,-0.07584591209888458,-0.018051574006676674,-0.05817069858312607,0.003163267858326435,-0.054263677448034286,0.006876130122691393,-0.009248631075024605,-0.004138456657528877,-0.012365174479782581,0.0014552203938364983,0.011061729863286018,0.00763197336345911,0.004869758151471615,-0.003713219426572323,-0.002891394542530179,0.00037478108424693346
10,2.1202924928283693,0.24068,2.0341347034454347,0.2736,-0.03471481427550316,-0.0820007398724556,-0.01936885342001915,-0.0633164495229721,0.0032785427756607533,-0.05965550243854523,0.0064504751935601234,-0.009265691973268986,-0.004625551402568817,-0.011913200840353966,0.0013747060438618064,0.011574137024581432,0.008513080887496471,0.005316063761711121,-0.0040847971104085445,-0.0023696967400610447,-0.00023921685351524502
11,2.10700725440979,0.2484,2.014270919418335,0.2829,-0.03397463634610176,-0.08332411199808121,-0.018397267907857895,-0.06448134034872055,0.0036575894337147474,-0.06069894880056381,0.005469026509672403,-0.008530108258128166,-0.004218359477818012,-0.011329185217618942,0.0016776204574853182,0.013108957558870316,0.008132411167025566,0.005971649195998907,-0.002641130704432726,-0.0039029838517308235,-0.0001095329353120178
12,2.0943507544708253,0.24954,1.9960987701416015,0.2925,-0.03374304622411728,-0.0825616791844368,-0.018692264333367348,-0.06385938823223114,0.0022410722449421883,-0.06038101017475128,0.006001437082886696,-0.00894860364496708,-0.0037703244015574455,-0.011984815821051598,0.0012550223618745804,0.01168216485530138,0.008043614216148853,0.005487286485731602,-0.003661645110696554,-0.004004121758043766,-0.0014984247973188758
13,2.0813987504577636,0.25992,1.9755750492095947,0.3029,-0.033812016248703,-0.08068354427814484,-0.019322913140058517,-0.062256645411252975,0.0022881943732500076,-0.05773163586854935,0.006843435578048229,-0.008259975351393223,-0.004159326199442148,-0.010767823085188866,0.0015659208875149488,0.012921829707920551,0.008195063099265099,0.006543746218085289,-0.002964312443509698,-0.0037707744631916285,-0.00017356673197355121
14,2.0685889192962645,0.26394,1.9580142288208007,0.3064,-0.035972967743873596,-0.0796901285648346,-0.01786418817937374,-0.060999996960163116,0.00360715389251709,-0.05764841288328171,0.005814725533127785,-0.0076912688091397285,-0.0036383853293955326,-0.01080787181854248,0.001895748428069055,0.01252003200352192,0.007035807706415653,0.0061049386858940125,-0.003147285198792815,-0.005653140600770712,0.0009415316162630916
15,2.057568528671265,0.26862,1.9416880472183227,0.3109,-0.03604022413492203,-0.07961993664503098,-0.018726127222180367,-0.06068010628223419,0.003424079157412052,-0.05781634524464607,0.005624113604426384,-0.0089424978941679,-0.003547355532646179,-0.011640509590506554,0.0017579260747879744,0.012949267402291298,0.007921048440039158,0.0061364080756902695,-0.004231458064168692,-0.003952967002987862,-0.0004108643042854965
16,2.0450293226623537,0.27474,1.9243060510635377,0.3166,-0.033733293414115906,-0.07570503652095795,-0.017948750406503677,-0.057560995221138,0.003180872183293104,-0.05432061851024628,0.005180170759558678,-0.008061137981712818,-0.0030450334306806326,-0.010561488568782806,0.001539450022391975,0.01270640641450882,0.007945887744426727,0.005953492596745491,-0.002580951200798154,-0.004423564299941063,0.0009286917047575116
