arch,width,seed,noise,params
basenet18,4,1,0,43838
step,train_loss,train_acc,test_loss,test_acc,p_layer0,p_layer1,p_layer2,p_layer3,p_layer4,p_layer5,p_layer6,p_layer7,p_layer8,p_layer9,p_layer10,p_layer11,p_layer12,p_layer13,p_layer14,p_layer15,p_layer16
1,2.4811949729919434,0.0859375,2.3030908542633055,0.1032,0.23982185125350952,0.09374810755252838,-0.03949589282274246,-0.12329818308353424,-0.03296498581767082,-0.0056413523852825165,0.003870413638651371,-0.003362947842106223,0.0010589405428618193,-0.001560141914524138,0.004128413274884224,0.0019934389274567366,-0.0049789827316999435,-0.013180242851376534,0.002306082285940647,0.001848545391112566,0.007708058692514896
1000,1.6259962320327759,0.4375,1.7739166662216186,0.3342,0.11331553757190704,-0.014048969373106956,-0.07082740217447281,0.08002912998199463,0.09177500009536743,0.012224585749208927,-0.06114732474088669,0.03700597584247589,0.010085145942866802,0.03686923161149025,0.01727982982993126,-0.0453777052462101,-0.043924685567617416,-0.032062068581581116,0.0035055724438279867,0.053755227476358414,0.0797899067401886
2000,1.5812526941299438,0.390625,1.4764996610641479,0.4525,0.22034403681755066,-0.014993336983025074,-0.013475670479238033,-0.010680408217012882,0.020308271050453186,0.0419519804418087,0.016964418813586235,0.06265563517808914,0.07082541286945343,0.043253377079963684,0.029137223958969116,0.022961266338825226,0.05179422348737717,0.028712810948491096,0.01504686288535595,-0.00214499537833035,0.08207589387893677
3000,1.5164151191711426,0.46875,1.397573314666748,0.4862,0.22577384114265442,0.0711325854063034,-0.007808198686689138,0.0040659126825630665,0.004027815070003271,0.08696257323026657,-0.004815700463950634,0.09629939496517181,0.07768674194812775,0.05814111977815628,0.04761122167110443,-0.02590913325548172,0.061667151749134064,0.025317709892988205,-0.001413704827427864,0.015734467655420303,0.11816883087158203
4000,1.1987959146499634,0.5390625,1.3121918606758118,0.5225,0.22604624927043915,0.028725644573569298,0.01611894555389881,0.023937270045280457,0.018815863877534866,0.11899027973413467,0.041442397981882095,0.1085263341665268,0.11289597302675247,0.0747721791267395,0.032542310655117035,0.015825437381863594,0.058166589587926865,0.01911947876214981,0.0186120867729187,0.015642622485756874,0.142916738986969
5000,1.1653145551681519,0.578125,1.2075969915390015,0.5628,0.31080329418182373,0.08509509265422821,0.11082971096038818,0.047873783856630325,0.007369690574705601,0.13812197744846344,0.06999746710062027,0.13818955421447754,0.15921470522880554,0.08663536608219147,0.03686355799436569,0.03938959538936615,0.08414077013731003,0.023304961621761322,0.012510287575423717,0.0040116640739142895,0.15874789655208588
6000,1.1866815090179443,0.59375,1.1315859327316284,0.5956,0.25739550590515137,0.08795130997896194,0.1672477424144745,0.12075010687112808,0.12642334401607513,0.22366750240325928,0.08451278507709503,0.16387754678726196,0.1810934692621231,0.11456523090600967,0.07567570358514786,0.06592822819948196,0.10810939967632294,0.047437041997909546,0.01335858553647995,0.0015105525963008404,0.18297913670539856
7000,0.9797557592391968,0.7265625,1.076646875,0.613,0.32470646500587463,0.09278835356235504,0.2267559915781021,0.16064395010471344,0.18211162090301514,0.2748042941093445,0.08818589895963669,0.17550720274448395,0.1784699708223343,0.12709742784500122,0.11290903389453888,0.025137051939964294,0.09676780551671982,0.05405769497156143,0.0030801359098404646,0.0009885183535516262,0.19500504434108734
8000,1.0375566482543945,0.6640625,1.0709444204330445,0.6146,0.2986595034599304,0.14756827056407928,0.2431270331144333,0.25266289710998535,0.24511177837848663,0.29022136330604553,0.11627930402755737,0.20696024596691132,0.21208225190639496,0.143193781375885,0.11955956369638443,0.0255218967795372,0.14571063220500946,0.06590595096349716,-0.014310261234641075,-0.015072241425514221,0.21383483707904816
9000,1.0331577062606812,0.65625,0.9855541770935059,0.6444,0.33897921442985535,0.1675993800163269,0.28803202509880066,0.2422282099723816,0.25702956318855286,0.2593676447868347,0.12366744875907898,0.1908046454191208,0.24154305458068848,0.13588419556617737,0.09151437878608704,0.062011636793613434,0.1570996642112732,0.04732181131839752,-0.0023370401468127966,-0.013629874214529991,0.22808925807476044
10000,1.0728771686553955,0.609375,0.9285532077789307,0.6648,0.32803866267204285,0.16674655675888062,0.2840515971183777,0.2904713749885559,0.29975050687789917,0.28445205092430115,0.11439766734838486,0.20540522038936615,0.23356716334819794,0.1472437083721161,0.11668175458908081,0.05816580355167389,0.1638442724943161,0.05735354498028755,-0.013426408171653748,-0.02302279882133007,0.2328696846961975
11000,0.9044681191444397,0.671875,0.896378946685791,0.6778,0.3008732497692108,0.19511964917182922,0.32126373052597046,0.29145506024360657,0.3325640559196472,0.2735084891319275,0.15507172048091888,0.19670595228672028,0.26023557782173157,0.14819973707199097,0.11146068572998047,0.0838857963681221,0.15933020412921906,0.05470084398984909,-0.007746212184429169,-0.033442966639995575,0.2632603347301483
12000,0.98822420835495,0.625,0.9094748922348023,0.6727,0.34407883882522583,0.21867619454860687,0.32275792956352234,0.3172459602355957,0.3407297432422638,0.2967340350151062,0.11344064027070999,0.20164473354816437,0.2504785656929016,0.15653066337108612,0.1420094072818756,0.05797683447599411,0.1762111485004425,0.05812593549489975,-0.01896262727677822,-0.043153759092092514,0.25598520040512085
13000,1.07576584815979,0.6484375,0.8914028116226196,0.683,0.3229157328605652,0.30515021085739136,0.3283481001853943,0.3094772696495056,0.35071027278900146,0.2623156011104584,0.12541437149047852,0.20910148322582245,0.2782571315765381,0.15779900550842285,0.11788129806518555,0.08484675735235214,0.16037152707576752,0.05304080992937088,-0.008042152039706707,-0.046727921813726425,0.27692654728889465
14000,0.9473350644111633,0.6484375,0.8517189532279968,0.7012,0.3009060025215149,0.278046190738678,0.32385340332984924,0.3232131004333496,0.38771313428878784,0.24687430262565613,0.12661966681480408,0.1924980729818344,0.2681078314781189,0.15509894490242004,0.12414327263832092,0.0799204632639885,0.17252284288406372,0.05379997566342354,-0.006541120819747448,-0.06654585897922516,0.2892639935016632
