arch,width,seed,noise,params
basenet18,4,1,0.25,43838
step,train_loss,train_acc,test_loss,test_acc,p_layer0,p_layer1,p_layer2,p_layer3,p_layer4,p_layer5,p_layer6,p_layer7,p_layer8,p_layer9,p_layer10,p_layer11,p_layer12,p_layer13,p_layer14,p_layer15,p_layer16
1,2.5099406242370605,0.09375,2.303096836471558,0.1036,0.2378588318824768,0.09726013988256454,-0.029495224356651306,-0.13136865198612213,-0.03562985360622406,-0.005958356894552708,0.004184267483651638,-0.0036226469092071056,0.0011161301517859101,-0.0015480300644412637,0.004105650819838047,0.0022019785828888416,-0.004970950074493885,-0.013174404390156269,0.002299102721735835,0.0018538373988121748,0.007690460421144962
1000,2.065194845199585,0.21875,1.8868646486282348,0.2994,0.13821280002593994,0.06596389412879944,0.011740031652152538,-0.07762258499860764,0.024614185094833374,-0.012714662589132786,0.037856124341487885,-0.00575901148840785,0.040383756160736084,0.02158285304903984,0.019488045945763588,0.01945170946419239,0.009779112413525581,0.018591396510601044,-0.00495899748057127,-0.01257587131112814,-0.03966798633337021
2000,2.0266878604888916,0.2890625,1.740423998260498,0.3676,0.14610670506954193,0.20425549149513245,-0.02658217027783394,-0.06031840667128563,-0.036281783133745193,0.004226193763315678,0.07340344041585922,0.011845000088214874,0.030121607705950737,0.04029164835810661,0.038159482181072235,0.01879901997745037,0.028937362134456635,0.00996281299740076,0.002279166830703616,-0.009005799889564514,-0.0024568322114646435
3000,2.0836868286132812,0.2734375,1.6712801753997804,0.4037,0.18984194099903107,0.2297099381685257,0.0037521743215620518,-0.013178487308323383,-0.005226300563663244,0.00573115237057209,0.05482415482401848,0.011840554885566235,0.04805528372526169,0.03367623686790466,0.04235558584332466,0.039251457899808884,0.04508011043071747,0.02784355729818344,0.007648679427802563,-0.00017519626999273896,-0.005363828968256712
4000,1.8687543869018555,0.3359375,1.626070050048828,0.4295,0.14723145961761475,0.3108855187892914,-0.0214235857129097,0.052735406905412674,-0.026328053325414658,-0.007202481850981712,0.039490457624197006,0.025545496493577957,0.021474719047546387,0.0384521484375,0.03752325847744942,0.03189660236239433,0.04740217328071594,0.03071160614490509,0.010650524869561195,0.004699730314314365,-0.016645733267068863
5000,1.8703501224517822,0.375,1.576919303894043,0.452,0.25850534439086914,0.2834286689758301,-0.03329787403345108,0.062268394976854324,-0.02199462614953518,0.006689504720270634,0.05835764482617378,-0.017627906054258347,0.0917353630065918,0.03539000824093819,0.06531255692243576,0.062182702124118805,0.06137470901012421,0.037767622619867325,-0.0018440937856212258,-0.019124925136566162,-0.006143911741673946
6000,1.8970454931259155,0.328125,1.509876294708252,0.4813,0.24549244344234467,0.3363937735557556,-0.013557294383645058,0.12784287333488464,8.812698069959879e-06,0.013328873552381992,0.05493849888443947,0.022905554622411728,0.07178182154893875,0.043325792998075485,0.06198817491531372,0.06112293526530266,0.06600937247276306,0.044215790927410126,-0.0013271968346089125,-0.00022282471763901412,-0.006645475514233112
7000,1.661003589630127,0.5,1.4953697677612305,0.4906,0.2755603492259979,0.30639147758483887,-0.006186611019074917,0.18119199573993683,0.009177734144032001,0.02338554710149765,0.059959329664707184,0.004266268573701382,0.0937318205833435,0.0451897494494915,0.06791459769010544,0.0793602466583252,0.07770086824893951,0.044121820479631424,0.002329505980014801,-0.007309327367693186,-0.00910523533821106
8000,1.7705707550048828,0.3984375,1.4865056831359864,0.4924,0.23042908310890198,0.26045742630958557,-0.052769966423511505,0.262370228767395,0.026513855904340744,0.03719523921608925,0.04812115430831909,0.05046458914875984,0.07367884367704391,0.03693798929452896,0.08533833175897598,0.08587829768657684,0.08656878769397736,0.03879275918006897,0.010778101161122322,-0.0013633966445922852,-0.019790543243288994
9000,1.7182031869888306,0.40625,1.4538238931655885,0.5112,0.317501425743103,0.2723125219345093,0.0064504072070121765,0.24502326548099518,0.0016156156780198216,0.06362222135066986,0.054569173604249954,0.01671648770570755,0.10776528716087341,0.037212345749139786,0.1042691320180893,0.10039184987545013,0.10289633274078369,0.05743036046624184,-0.004398874938488007,-0.013544525019824505,-0.0047579542733728886
