model,epoch,block_idx,val_loss,val_acc,activation
vit_small_patch16_224,3,12,0.06008247137069702,64.8,-0.6332603481132537
vit_small_patch16_224,3,13,0.06008247137069702,64.8,-0.6326579099986702
vit_small_patch16_224,3,14,0.06008247137069702,64.8,-0.7594731077551842
vit_small_patch16_224,3,15,0.06008247137069702,64.8,-0.7593396981246769
vit_small_patch16_224,3,16,0.06008247137069702,64.8,-2.001957965316251
vit_small_patch16_224,3,17,0.06008247137069702,64.8,-2.001617303583771
vit_small_patch16_224,3,18,0.06008247137069702,64.8,-3.3927589314989746
vit_small_patch16_224,3,19,0.06008247137069702,64.8,-3.392270895652473
vit_small_patch16_224,3,20,0.06008247137069702,64.8,-13.747657977044582
vit_small_patch16_224,3,21,0.06008247137069702,64.8,-13.74436195101589
vit_small_patch16_224,3,22,0.06008247137069702,64.8,-0.8759592343121767
vit_small_patch16_224,3,23,0.06008247137069702,64.8,-0.8726233076304197
vit_small_patch16_224,4,0,0.06295032501220703,65.4,-0.6676799990236759
vit_small_patch16_224,4,1,0.06295032501220703,65.4,-0.6686598025262356
vit_small_patch16_224,4,2,0.06295032501220703,65.4,-0.5536308325827122
vit_small_patch16_224,4,3,0.06295032501220703,65.4,-0.5519030895084143
vit_small_patch16_224,4,4,0.06295032501220703,65.4,-0.6236724141053855
vit_small_patch16_224,4,5,0.06295032501220703,65.4,-0.6234245030209422
vit_small_patch16_224,4,6,0.06295032501220703,65.4,-0.6144353142008185
vit_small_patch16_224,4,7,0.06295032501220703,65.4,-0.6143527538515627
vit_small_patch16_224,4,8,0.06295032501220703,65.4,-0.597381345462054
vit_small_patch16_224,4,9,0.06295032501220703,65.4,-0.5962030186783522
vit_small_patch16_224,4,10,0.06295032501220703,65.4,-0.617244953289628
vit_small_patch16_224,4,11,0.06295032501220703,65.4,-0.6172489796299487
vit_small_patch16_224,4,12,0.06295032501220703,65.4,-0.6539783126208931
vit_small_patch16_224,4,13,0.06295032501220703,65.4,-0.6535793931689113
vit_small_patch16_224,4,14,0.06295032501220703,65.4,-0.7812184174545109
vit_small_patch16_224,4,15,0.06295032501220703,65.4,-0.781122334767133
vit_small_patch16_224,4,16,0.06295032501220703,65.4,-2.069547286722809
vit_small_patch16_224,4,17,0.06295032501220703,65.4,-2.068259121850133
vit_small_patch16_224,4,18,0.06295032501220703,65.4,-3.3620155779644847
vit_small_patch16_224,4,19,0.06295032501220703,65.4,-3.3617747016251087
vit_small_patch16_224,4,20,0.06295032501220703,65.4,-13.850016667507589
vit_small_patch16_224,4,21,0.06295032501220703,65.4,-13.855388682335615
vit_small_patch16_224,4,22,0.06295032501220703,65.4,-0.8935774993151426
vit_small_patch16_224,4,23,0.06295032501220703,65.4,-0.8965357542037964
vit_small_patch16_224,5,0,0.051981717348098755,71.2,-0.6793735586106777
vit_small_patch16_224,5,1,0.051981717348098755,71.2,-0.6790159661322832
vit_small_patch16_224,5,2,0.051981717348098755,71.2,-0.5683353748172522
vit_small_patch16_224,5,3,0.051981717348098755,71.2,-0.5687770852819085
vit_small_patch16_224,5,4,0.051981717348098755,71.2,-0.6457549659535289
vit_small_patch16_224,5,5,0.051981717348098755,71.2,-0.6457344265654683
vit_small_patch16_224,5,6,0.051981717348098755,71.2,-0.636429360602051
vit_small_patch16_224,5,7,0.051981717348098755,71.2,-0.6363689266145229
vit_small_patch16_224,5,8,0.051981717348098755,71.2,-0.6116434826981276
vit_small_patch16_224,5,9,0.051981717348098755,71.2,-0.6120191682130098
vit_small_patch16_224,5,10,0.051981717348098755,71.2,-0.6284494672436267
vit_small_patch16_224,5,11,0.051981717348098755,71.2,-0.6285026737023145
vit_small_patch16_224,5,12,0.051981717348098755,71.2,-0.6587749512400478
vit_small_patch16_224,5,13,0.051981717348098755,71.2,-0.6593494022963569
vit_small_patch16_224,5,14,0.051981717348098755,71.2,-0.783616014290601
vit_small_patch16_224,5,15,0.051981717348098755,71.2,-0.7833757386542857
vit_small_patch16_224,5,16,0.051981717348098755,71.2,-2.0634404439479113
vit_small_patch16_224,5,17,0.051981717348098755,71.2,-2.0640197335742414
vit_small_patch16_224,5,18,0.051981717348098755,71.2,-3.438212413340807
vit_small_patch16_224,5,19,0.051981717348098755,71.2,-3.43826927151531
vit_small_patch16_224,5,20,0.051981717348098755,71.2,-13.80417351052165
vit_small_patch16_224,5,21,0.051981717348098755,71.2,-13.807504452124704
vit_small_patch16_224,5,22,0.051981717348098755,71.2,-0.885486364364624
vit_small_patch16_224,5,23,0.051981717348098755,71.2,-0.8876467272639275
vit_small_patch16_224,6,0,0.0619658887386322,66.4,-0.7114510256797075
vit_small_patch16_224,6,1,0.0619658887386322,66.4,-0.7117969375103712
vit_small_patch16_224,6,2,0.0619658887386322,66.4,-0.5714904079213738
vit_small_patch16_224,6,3,0.0619658887386322,66.4,-0.571637193672359
vit_small_patch16_224,6,4,0.0619658887386322,66.4,-0.6570917339995503
vit_small_patch16_224,6,5,0.0619658887386322,66.4,-0.6578662088140845
vit_small_patch16_224,6,6,0.0619658887386322,66.4,-0.6562906466424465
vit_small_patch16_224,6,7,0.0619658887386322,66.4,-0.6553156049922109
vit_small_patch16_224,6,8,0.0619658887386322,66.4,-0.6258306968957186
vit_small_patch16_224,6,9,0.0619658887386322,66.4,-0.6247246677521616
vit_small_patch16_224,6,10,0.0619658887386322,66.4,-0.6328917809296399
vit_small_patch16_224,6,11,0.0619658887386322,66.4,-0.6326247635297477
vit_small_patch16_224,6,12,0.0619658887386322,66.4,-0.6695358360884711
vit_small_patch16_224,6,13,0.0619658887386322,66.4,-0.6688264219556004
vit_small_patch16_224,6,14,0.0619658887386322,66.4,-0.7901875362731516
vit_small_patch16_224,6,15,0.0619658887386322,66.4,-0.7906478154473007
vit_small_patch16_224,6,16,0.0619658887386322,66.4,-2.0339134274981916
vit_small_patch16_224,6,17,0.0619658887386322,66.4,-2.033592661842704
vit_small_patch16_224,6,18,0.0619658887386322,66.4,-3.3271845718845725
vit_small_patch16_224,6,19,0.0619658887386322,66.4,-3.3252855306491256
vit_small_patch16_224,6,20,0.0619658887386322,66.4,-13.677312649146188
vit_small_patch16_224,6,21,0.0619658887386322,66.4,-13.673689075279981
vit_small_patch16_224,6,22,0.0619658887386322,66.4,-0.8854364082217216
vit_small_patch16_224,6,23,0.0619658887386322,66.4,-0.885492442175746
vit_small_patch16_224,7,0,0.0531255841255188,74.4,-0.716848311945796
vit_small_patch16_224,7,1,0.0531255841255188,74.4,-0.7162390947341919
vit_small_patch16_224,7,2,0.0531255841255188,74.4,-0.5979207558557391
vit_small_patch16_224,7,3,0.0531255841255188,74.4,-0.5978625249117613
vit_small_patch16_224,7,4,0.0531255841255188,74.4,-0.6700358083471656
vit_small_patch16_224,7,5,0.0531255841255188,74.4,-0.6691479384899139
vit_small_patch16_224,7,6,0.0531255841255188,74.4,-0.6548814447596669
vit_small_patch16_224,7,7,0.0531255841255188,74.4,-0.6551909665577114
vit_small_patch16_224,7,8,0.0531255841255188,74.4,-0.6300003344658762
vit_small_patch16_224,7,9,0.0531255841255188,74.4,-0.6300998437218368
vit_small_patch16_224,7,10,0.0531255841255188,74.4,-0.6396595421247184
vit_small_patch16_224,7,11,0.0531255841255188,74.4,-0.6394513417035341
vit_small_patch16_224,7,12,0.0531255841255188,74.4,-0.6817963330540806
vit_small_patch16_224,7,13,0.0531255841255188,74.4,-0.6819584162440151
vit_small_patch16_224,7,14,0.0531255841255188,74.4,-0.8062117802910507
vit_small_patch16_224,7,15,0.0531255841255188,74.4,-0.8058222830295563
vit_small_patch16_224,7,16,0.0531255841255188,74.4,-2.0286874379962683
vit_small_patch16_224,7,17,0.0531255841255188,74.4,-2.0272816265933216
vit_small_patch16_224,7,18,0.0531255841255188,74.4,-3.454862213693559
vit_small_patch16_224,7,19,0.0531255841255188,74.4,-3.4558498468250036
vit_small_patch16_224,7,20,0.0531255841255188,74.4,-13.987003513146192
vit_small_patch16_224,7,21,0.0531255841255188,74.4,-13.988227587658912
vit_small_patch16_224,7,22,0.0531255841255188,74.4,-0.9445875864475965
vit_small_patch16_224,7,23,0.0531255841255188,74.4,-0.9434588141739368
vit_small_patch16_224,8,0,0.059917742013931276,67.2,-0.7231892943382263
vit_small_patch16_224,8,1,0.059917742013931276,67.2,-0.7213200684636831
vit_small_patch16_224,8,2,0.059917742013931276,67.2,-0.6102918218821287
vit_small_patch16_224,8,3,0.059917742013931276,67.2,-0.6092371344566345
vit_small_patch16_224,8,4,0.059917742013931276,67.2,-0.6637257039546967
vit_small_patch16_224,8,5,0.059917742013931276,67.2,-0.6622538506053388
vit_small_patch16_224,8,6,0.059917742013931276,67.2,-0.6557713369838893
vit_small_patch16_224,8,7,0.059917742013931276,67.2,-0.6545199230313301
vit_small_patch16_224,8,8,0.059917742013931276,67.2,-0.6313324081711471
vit_small_patch16_224,8,9,0.059917742013931276,67.2,-0.6309032370336354
vit_small_patch16_224,8,10,0.059917742013931276,67.2,-0.6532386112958193
vit_small_patch16_224,8,11,0.059917742013931276,67.2,-0.6528568197973073
vit_small_patch16_224,8,12,0.059917742013931276,67.2,-0.6779451163019985
vit_small_patch16_224,8,13,0.059917742013931276,67.2,-0.6769811864942312
vit_small_patch16_224,8,14,0.059917742013931276,67.2,-0.7987416088581085
vit_small_patch16_224,8,15,0.059917742013931276,67.2,-0.7976670786738396
vit_small_patch16_224,8,16,0.059917742013931276,67.2,-2.1058925236575305
vit_small_patch16_224,8,17,0.059917742013931276,67.2,-2.1061442773789167
vit_small_patch16_224,8,18,0.059917742013931276,67.2,-3.5056631173938513
vit_small_patch16_224,8,19,0.059917742013931276,67.2,-3.5032303612679243
vit_small_patch16_224,8,20,0.059917742013931276,67.2,-13.897234660107642
vit_small_patch16_224,8,21,0.059917742013931276,67.2,-13.895749478135258
vit_small_patch16_224,8,22,0.059917742013931276,67.2,-0.944068867713213
vit_small_patch16_224,8,23,0.059917742013931276,67.2,-0.9454548116773367
vit_small_patch16_224,9,0,0.05613283514976501,72.0,-0.7463467475026846
vit_small_patch16_224,9,1,0.05613283514976501,72.0,-0.7490865923464298
vit_small_patch16_224,9,2,0.05613283514976501,72.0,-0.634706974029541
vit_small_patch16_224,9,3,0.05613283514976501,72.0,-0.6331859678030014
vit_small_patch16_224,9,4,0.05613283514976501,72.0,-0.6892725764773786
vit_small_patch16_224,9,5,0.05613283514976501,72.0,-0.689413670450449
vit_small_patch16_224,9,6,0.05613283514976501,72.0,-0.6987942531704903
vit_small_patch16_224,9,7,0.05613283514976501,72.0,-0.6994811175391078
vit_small_patch16_224,9,8,0.05613283514976501,72.0,-0.6618809630163014
vit_small_patch16_224,9,9,0.05613283514976501,72.0,-0.6612789779901505
vit_small_patch16_224,9,10,0.05613283514976501,72.0,-0.6693961550481617
vit_small_patch16_224,9,11,0.05613283514976501,72.0,-0.6699058278463781
vit_small_patch16_224,9,12,0.05613283514976501,72.0,-0.6864585634320974
vit_small_patch16_224,9,13,0.05613283514976501,72.0,-0.6864804248325527
vit_small_patch16_224,9,14,0.05613283514976501,72.0,-0.8154777213931084
vit_small_patch16_224,9,15,0.05613283514976501,72.0,-0.8162628142163157
vit_small_patch16_224,9,16,0.05613283514976501,72.0,-2.0577121656388044
vit_small_patch16_224,9,17,0.05613283514976501,72.0,-2.0576858799904585
vit_small_patch16_224,9,18,0.05613283514976501,72.0,-3.506051568314433
vit_small_patch16_224,9,19,0.05613283514976501,72.0,-3.5071660773828626
vit_small_patch16_224,9,20,0.05613283514976501,72.0,-14.141602902207524
vit_small_patch16_224,9,21,0.05613283514976501,72.0,-14.144561493070796
vit_small_patch16_224,9,22,0.05613283514976501,72.0,-0.9729005452245474
vit_small_patch16_224,9,23,0.05613283514976501,72.0,-0.9738744925707579
vit_small_patch16_224,10,0,0.06443146467208863,65.6,-0.7301243878901005
vit_small_patch16_224,10,1,0.06443146467208863,65.6,-0.7305630594491959
vit_small_patch16_224,10,2,0.06443146467208863,65.6,-0.6248175948858261
vit_small_patch16_224,10,3,0.06443146467208863,65.6,-0.6261171950027347
vit_small_patch16_224,10,4,0.06443146467208863,65.6,-0.6949214972555637
vit_small_patch16_224,10,5,0.06443146467208863,65.6,-0.6945809684693813
vit_small_patch16_224,10,6,0.06443146467208863,65.6,-0.6917919991537929
vit_small_patch16_224,10,7,0.06443146467208863,65.6,-0.6914057093672454
vit_small_patch16_224,10,8,0.06443146467208863,65.6,-0.6720376163721085
vit_small_patch16_224,10,9,0.06443146467208863,65.6,-0.6711253263056278
vit_small_patch16_224,10,10,0.06443146467208863,65.6,-0.6630192860029638
vit_small_patch16_224,10,11,0.06443146467208863,65.6,-0.662639306858182
vit_small_patch16_224,10,12,0.06443146467208863,65.6,-0.6967015485279262
vit_small_patch16_224,10,13,0.06443146467208863,65.6,-0.6965884049423039
vit_small_patch16_224,10,14,0.06443146467208863,65.6,-0.8244499294087291
vit_small_patch16_224,10,15,0.06443146467208863,65.6,-0.824940244667232
vit_small_patch16_224,10,16,0.06443146467208863,65.6,-2.0841069500893354
vit_small_patch16_224,10,17,0.06443146467208863,65.6,-2.084578706882894
vit_small_patch16_224,10,18,0.06443146467208863,65.6,-3.5043470161035657
vit_small_patch16_224,10,19,0.06443146467208863,65.6,-3.5052780779078603
vit_small_patch16_224,10,20,0.06443146467208863,65.6,-13.988795005949214
vit_small_patch16_224,10,21,0.06443146467208863,65.6,-13.987750293686986
vit_small_patch16_224,10,22,0.06443146467208863,65.6,-0.974659426137805
vit_small_patch16_224,10,23,0.06443146467208863,65.6,-0.973971551284194
vit_small_patch16_224,11,0,0.05154342651367187,73.8,-0.7361596375703812
vit_small_patch16_224,11,1,0.05154342651367187,73.8,-0.7362546660006046
vit_small_patch16_224,11,2,0.05154342651367187,73.8,-0.6504228366538882
vit_small_patch16_224,11,3,0.05154342651367187,73.8,-0.6495850458741188
vit_small_patch16_224,11,4,0.05154342651367187,73.8,-0.7035828791558743
vit_small_patch16_224,11,5,0.05154342651367187,73.8,-0.70307207852602
vit_small_patch16_224,11,6,0.05154342651367187,73.8,-0.6796517330221832
vit_small_patch16_224,11,7,0.05154342651367187,73.8,-0.6782430801540613
vit_small_patch16_224,11,8,0.05154342651367187,73.8,-0.6677586175501347
vit_small_patch16_224,11,9,0.05154342651367187,73.8,-0.666941627394408
vit_small_patch16_224,11,10,0.05154342651367187,73.8,-0.6778116691857576
vit_small_patch16_224,11,11,0.05154342651367187,73.8,-0.6783019923605025
vit_small_patch16_224,11,12,0.05154342651367187,73.8,-0.7080960352905095
vit_small_patch16_224,11,13,0.05154342651367187,73.8,-0.7087865557987243
vit_small_patch16_224,11,14,0.05154342651367187,73.8,-0.8466748399659991
vit_small_patch16_224,11,15,0.05154342651367187,73.8,-0.8463579867966473
vit_small_patch16_224,11,16,0.05154342651367187,73.8,-2.0999295255169272
vit_small_patch16_224,11,17,0.05154342651367187,73.8,-2.0993654592894018
vit_small_patch16_224,11,18,0.05154342651367187,73.8,-3.580066648311913
vit_small_patch16_224,11,19,0.05154342651367187,73.8,-3.578895634971559
vit_small_patch16_224,11,20,0.05154342651367187,73.8,-14.401626827195287
vit_small_patch16_224,11,21,0.05154342651367187,73.8,-14.40383717356599
vit_small_patch16_224,11,22,0.05154342651367187,73.8,-1.0090841706842184
vit_small_patch16_224,11,23,0.05154342651367187,73.8,-1.0086622200906277
vit_small_patch16_224,12,0,0.06355705857276917,67.6,-0.7589918710291386
vit_small_patch16_224,12,1,0.06355705857276917,67.6,-0.7603470385074615
vit_small_patch16_224,12,2,0.06355705857276917,67.6,-0.638925589621067
vit_small_patch16_224,12,3,0.06355705857276917,67.6,-0.6405783304944634
vit_small_patch16_224,12,4,0.06355705857276917,67.6,-0.7197092846035957
vit_small_patch16_224,12,5,0.06355705857276917,67.6,-0.7200985848903656
vit_small_patch16_224,12,6,0.06355705857276917,67.6,-0.7151934895664454
vit_small_patch16_224,12,7,0.06355705857276917,67.6,-0.7152669429779053
vit_small_patch16_224,12,8,0.06355705857276917,67.6,-0.6773297036997974
vit_small_patch16_224,12,9,0.06355705857276917,67.6,-0.6771362917497754
vit_small_patch16_224,12,10,0.06355705857276917,67.6,-0.6731690787710249
vit_small_patch16_224,12,11,0.06355705857276917,67.6,-0.6734029937069863
vit_small_patch16_224,12,12,0.06355705857276917,67.6,-0.6912489023525268
vit_small_patch16_224,12,13,0.06355705857276917,67.6,-0.6911534992977977
vit_small_patch16_224,12,14,0.06355705857276917,67.6,-0.8366174553520977
vit_small_patch16_224,12,15,0.06355705857276917,67.6,-0.836721804458648
vit_small_patch16_224,12,16,0.06355705857276917,67.6,-2.055153356399387
vit_small_patch16_224,12,17,0.06355705857276917,67.6,-2.055829842109233
vit_small_patch16_224,12,18,0.06355705857276917,67.6,-3.439960545860231
vit_small_patch16_224,12,19,0.06355705857276917,67.6,-3.43943165615201
vit_small_patch16_224,12,20,0.06355705857276917,67.6,-13.81091496287263
vit_small_patch16_224,12,21,0.06355705857276917,67.6,-13.810015516006388
vit_small_patch16_224,12,22,0.06355705857276917,67.6,-1.0072950683534145
vit_small_patch16_224,12,23,0.06355705857276917,67.6,-1.0090549979358912
vit_small_patch16_224,13,0,0.05191835165023804,71.8,-0.7635692656040192
vit_small_patch16_224,13,1,0.05191835165023804,71.8,-0.7618781663477421
vit_small_patch16_224,13,2,0.05191835165023804,71.8,-0.6465932140126824
vit_small_patch16_224,13,3,0.05191835165023804,71.8,-0.6443418879061937
vit_small_patch16_224,13,4,0.05191835165023804,71.8,-0.7110278904438019
vit_small_patch16_224,13,5,0.05191835165023804,71.8,-0.7111475821584463
vit_small_patch16_224,13,6,0.05191835165023804,71.8,-0.7147794365882874
vit_small_patch16_224,13,7,0.05191835165023804,71.8,-0.7144201779738069
vit_small_patch16_224,13,8,0.05191835165023804,71.8,-0.6837906138971448
vit_small_patch16_224,13,9,0.05191835165023804,71.8,-0.6843439834192395
vit_small_patch16_224,13,10,0.05191835165023804,71.8,-0.6872065949719399
vit_small_patch16_224,13,11,0.05191835165023804,71.8,-0.6870891745202243
vit_small_patch16_224,13,12,0.05191835165023804,71.8,-0.7090324489399791
vit_small_patch16_224,13,13,0.05191835165023804,71.8,-0.7092743748798966
vit_small_patch16_224,13,14,0.05191835165023804,71.8,-0.841585245449096
vit_small_patch16_224,13,15,0.05191835165023804,71.8,-0.8423503832891583
vit_small_patch16_224,13,16,0.05191835165023804,71.8,-2.1009937119670212
vit_small_patch16_224,13,17,0.05191835165023804,71.8,-2.1013857927173376
vit_small_patch16_224,13,18,0.05191835165023804,71.8,-3.430546510964632
vit_small_patch16_224,13,19,0.05191835165023804,71.8,-3.4290143763646483
vit_small_patch16_224,13,20,0.05191835165023804,71.8,-13.734646634780802
vit_small_patch16_224,13,21,0.05191835165023804,71.8,-13.732326983474195
vit_small_patch16_224,13,22,0.05191835165023804,71.8,-0.9433638248592615
vit_small_patch16_224,13,23,0.05191835165023804,71.8,-0.9410697314888239
vit_small_patch16_224,14,0,0.05027492046356201,72.6,-0.7746195532381535
vit_small_patch16_224,14,1,0.05027492046356201,72.6,-0.7740544378757477
vit_small_patch16_224,14,2,0.05027492046356201,72.6,-0.6601390261203051
vit_small_patch16_224,14,3,0.05027492046356201,72.6,-0.6609470583498478
vit_small_patch16_224,14,4,0.05027492046356201,72.6,-0.7251536007970572
vit_small_patch16_224,14,5,0.05027492046356201,72.6,-0.7241996983066201
vit_small_patch16_224,14,6,0.05027492046356201,72.6,-0.7196052456274629
vit_small_patch16_224,14,7,0.05027492046356201,72.6,-0.7181529272347689
vit_small_patch16_224,14,8,0.05027492046356201,72.6,-0.6921520130708814
vit_small_patch16_224,14,9,0.05027492046356201,72.6,-0.6911104144528508
vit_small_patch16_224,14,10,0.05027492046356201,72.6,-0.6933511788956821
vit_small_patch16_224,14,11,0.05027492046356201,72.6,-0.6929306709207594
vit_small_patch16_224,14,12,0.05027492046356201,72.6,-0.7148837083950639
vit_small_patch16_224,14,13,0.05027492046356201,72.6,-0.715487053617835
vit_small_patch16_224,14,14,0.05027492046356201,72.6,-0.8414675192907453
vit_small_patch16_224,14,15,0.05027492046356201,72.6,-0.8403857457451522
vit_small_patch16_224,14,16,0.05027492046356201,72.6,-2.0218538846820593
vit_small_patch16_224,14,17,0.05027492046356201,72.6,-2.0189200285822153
vit_small_patch16_224,14,18,0.05027492046356201,72.6,-3.4062198912724853
vit_small_patch16_224,14,19,0.05027492046356201,72.6,-3.409698530100286
vit_small_patch16_224,14,20,0.05027492046356201,72.6,-13.841500758193433
vit_small_patch16_224,14,21,0.05027492046356201,72.6,-13.841093196067959
vit_small_patch16_224,14,22,0.05027492046356201,72.6,-0.9978835675865412
vit_small_patch16_224,14,23,0.05027492046356201,72.6,-0.9970587883144617
vit_small_patch16_224,15,0,0.0517674446105957,73.0,-0.7597656548023224
vit_small_patch16_224,15,1,0.0517674446105957,73.0,-0.7601429000496864
vit_small_patch16_224,15,2,0.0517674446105957,73.0,-0.647906456142664
vit_small_patch16_224,15,3,0.0517674446105957,73.0,-0.6473399437963963
vit_small_patch16_224,15,4,0.0517674446105957,73.0,-0.7241403320804238
vit_small_patch16_224,15,5,0.0517674446105957,73.0,-0.7241432014852762
vit_small_patch16_224,15,6,0.0517674446105957,73.0,-0.7210846412926912
vit_small_patch16_224,15,7,0.0517674446105957,73.0,-0.7220828663557768
vit_small_patch16_224,15,8,0.0517674446105957,73.0,-0.6888426365330815
vit_small_patch16_224,15,9,0.0517674446105957,73.0,-0.688815169967711
vit_small_patch16_224,15,10,0.0517674446105957,73.0,-0.6872684680856764
vit_small_patch16_224,15,11,0.0517674446105957,73.0,-0.6873670434579253
vit_small_patch16_224,15,12,0.0517674446105957,73.0,-0.716046204790473
vit_small_patch16_224,15,13,0.0517674446105957,73.0,-0.7158193143550307
vit_small_patch16_224,15,14,0.0517674446105957,73.0,-0.8529392587952316
vit_small_patch16_224,15,15,0.0517674446105957,73.0,-0.8523541083559394
vit_small_patch16_224,15,16,0.0517674446105957,73.0,-2.0987072829157114
vit_small_patch16_224,15,17,0.0517674446105957,73.0,-2.0997850871644914
vit_small_patch16_224,15,18,0.0517674446105957,73.0,-3.4980786284431815
vit_small_patch16_224,15,19,0.0517674446105957,73.0,-3.4981605699285865
vit_small_patch16_224,15,20,0.0517674446105957,73.0,-13.867404116783291
vit_small_patch16_224,15,21,0.0517674446105957,73.0,-13.869002675637603
vit_small_patch16_224,15,22,0.0517674446105957,73.0,-1.0131855998188257
vit_small_patch16_224,15,23,0.0517674446105957,73.0,-1.0108751766383648
vit_small_patch16_224,16,0,0.05232415199279785,72.0,-0.7643343582749367
vit_small_patch16_224,16,1,0.05232415199279785,72.0,-0.7651571929454803
vit_small_patch16_224,16,2,0.05232415199279785,72.0,-0.6492928899824619
vit_small_patch16_224,16,3,0.05232415199279785,72.0,-0.6488128881901503
vit_small_patch16_224,16,4,0.05232415199279785,72.0,-0.7439784351736307
vit_small_patch16_224,16,5,0.05232415199279785,72.0,-0.7435340462252498
vit_small_patch16_224,16,6,0.05232415199279785,72.0,-0.7380231749266386
vit_small_patch16_224,16,7,0.05232415199279785,72.0,-0.7379034552723169
vit_small_patch16_224,16,8,0.05232415199279785,72.0,-0.7087878519669175
