arch,width,seed,noise,params
resnet18,0.2,1,0.15,394846
epoch,train_loss,train_acc,test_loss,test_acc,p_layer0,p_layer1,p_layer2,p_layer3,p_layer4,p_layer5,p_layer6,p_layer7,p_layer8,p_layer9,p_layer10,p_layer11,p_layer12,p_layer13,p_layer14,p_layer15,p_layer16
1,1.9576300634002686,0.29316,1.5377592193603515,0.4482,0.03258128464221954,0.0033426962327212095,-0.007484654895961285,0.004601974971592426,0.022184213623404503,0.003301045624539256,0.009148059412837029,-0.016810672357678413,0.00615931348875165,-0.0036466207820922136,-0.0033577443100512028,0.015024067834019661,0.015636634081602097,0.007193004246801138,0.007299940101802349,0.004475360736250877,-0.004061686806380749
2,1.7545026125335694,0.3968,1.395899556350708,0.4982,0.03897537291049957,0.004009838681668043,-0.012295925989747047,0.014839224517345428,0.01845153607428074,0.013614201918244362,0.009523964487016201,-0.005644497461616993,0.006959306541830301,0.006962417624890804,0.0008078140090219676,0.019863860681653023,0.018790163099765778,0.009299746714532375,0.030186966061592102,0.003615382593125105,-0.013075895607471466
3,1.6672219470214844,0.44252,1.2789179754257203,0.5547,0.053697820752859116,0.018206436187028885,-0.013814439997076988,0.031218519434332848,0.014622348360717297,0.03150029852986336,-0.0004734845133498311,-0.005744517780840397,0.00497288117185235,0.005492202006280422,0.001560285920277238,0.015724733471870422,0.02316773496568203,0.0033026947639882565,0.03524133935570717,-0.009328783489763737,-0.013184414245188236
4,1.5986261893844604,0.47172,1.2424091466903686,0.5683,0.0507483072578907,0.015275000594556332,-0.004014048725366592,0.026984645053744316,0.01986316218972206,0.02146931178867817,0.0072242035530507565,0.0005602974561043084,0.01620388776063919,0.01901422254741192,0.005260154604911804,0.028817787766456604,0.02065388672053814,0.015195326879620552,0.0388324148952961,-0.020903462544083595,-0.04359067231416702
5,1.5471885625839232,0.49782,1.1593995223999023,0.6014,0.0413176454603672,0.01154804416000843,0.005205987486988306,0.023078525438904762,0.024723494425415993,0.02246767096221447,0.008111030794680119,-0.0024884273298084736,0.013934042304754257,0.011343997903168201,0.003623684635385871,0.01987135224044323,0.010461707599461079,0.007196526043117046,0.03657907247543335,-0.0279339961707592,-0.07241818308830261
6,1.5033077559280394,0.51798,1.155257322883606,0.5934,0.05211662873625755,0.01281670294702053,0.0031289418693631887,0.03108684904873371,0.03144998848438263,0.025310005992650986,0.00837125163525343,-0.001589197781868279,0.017806662246584892,0.02288863994181156,0.0036245016381144524,0.02316652052104473,0.03298633545637131,0.010149830020964146,0.03833647444844246,-0.006557951681315899,-0.06552568823099136
7,1.46508441822052,0.5399,1.1006351386070252,0.6261,0.05443159490823746,0.015123490244150162,0.0047177211381495,0.03551251441240311,0.019614242017269135,0.029578540474176407,0.0037556758616119623,0.014375733211636543,0.019210534170269966,0.03469105437397957,0.008059730753302574,0.045543648302555084,0.02951459027826786,0.03430810943245888,0.045690275728702545,-0.03860551863908768,-0.12977971136569977
8,1.435189543685913,0.54934,1.0550220182418824,0.646,0.057591382414102554,0.019752437248826027,0.006116611883044243,0.03497862070798874,0.02817811816930771,0.026835322380065918,0.006003169342875481,0.006698037963360548,0.025209661573171616,0.034884531050920486,0.010801419615745544,0.03355931490659714,0.03033866360783577,0.018948577344417572,0.0419573076069355,-0.04157637059688568,-0.09754516929388046
9,1.4043386991119384,0.56806,1.01278729763031,0.6646,0.05967371165752411,0.01919671893119812,0.0030797854997217655,0.04076269268989563,0.03063754178583622,0.032357607036828995,0.012716074474155903,0.006761511322110891,0.021668680012226105,0.03845188394188881,0.006812770385295153,0.032471779733896255,0.026990532875061035,0.017907090485095978,0.04063203185796738,-0.02703535556793213,-0.07622979581356049
10,1.3799543516921997,0.5763,0.9950447910308838,0.6734,0.055318184196949005,0.019634239375591278,0.007044196594506502,0.04017661511898041,0.03151283785700798,0.029064226895570755,0.01195965614169836,-0.0016907565295696259,0.021840380504727364,0.04214206337928772,0.01646224409341812,0.03521055728197098,0.03420717641711235,0.012170103378593922,0.04572480916976929,-0.024898730218410492,-0.09724880009889603
11,1.3598603901672364,0.58782,0.9490226451873779,0.6802,0.0572749525308609,0.022015294060111046,0.00320581067353487,0.048007335513830185,0.030784722417593002,0.03286051005125046,0.01784440129995346,-0.0032204710878431797,0.025245798751711845,0.024321623146533966,0.008520548231899738,0.03512659668922424,0.021837055683135986,0.01817944645881653,0.038677286356687546,-0.026422571390867233,-0.0697716474533081
12,1.3394228170013427,0.5964,0.9421164293289185,0.6876,0.06489777565002441,0.013602672144770622,0.011050212197005749,0.04456086456775665,0.039348307996988297,0.028445865958929062,0.01953958347439766,0.013069204054772854,0.025529643520712852,0.04890080913901329,0.015962213277816772,0.05404941737651825,0.033901095390319824,0.03318400681018829,0.049157366156578064,-0.04830927029252052,-0.12337969988584518
13,1.3215573508453369,0.6031,0.926357925415039,0.6984,0.06522641330957413,0.02286289818584919,-0.004432546906173229,0.057618990540504456,0.019885854795575142,0.036370571702718735,0.020162930712103844,0.011792261153459549,0.027576379477977753,0.0371544323861599,0.01744604855775833,0.04113774001598358,0.03058670461177826,0.025473566725850105,0.031025100499391556,-0.03155188634991646,-0.11245346814393997
14,1.3045803533172606,0.61202,0.9161928587913514,0.7054,0.061314888298511505,0.012586562894284725,0.004164192825555801,0.04620462656021118,0.04119863733649254,0.026742875576019287,0.026593027636408806,0.008528154343366623,0.024863351136446,0.04441127926111221,0.010026521980762482,0.04445837065577507,0.020585181191563606,0.026168998330831528,0.03149773180484772,-0.02419382892549038,-0.06510097533464432
15,1.2906709644317627,0.61578,0.8874176545143128,0.7138,0.07086461782455444,0.026301207020878792,0.0009386616293340921,0.06286197155714035,0.027026263996958733,0.036950744688510895,0.020086273550987244,0.011779403313994408,0.02151833102107048,0.044956184923648834,0.018501808866858482,0.047736890614032745,0.03229697048664093,0.021947041153907776,0.030090712010860443,-0.035876739770174026,-0.10583318769931793
16,1.277326175804138,0.62266,0.8828039848327637,0.7201,0.07286176830530167,0.02259783446788788,-0.003244326915591955,0.062194567173719406,0.03082115203142166,0.039415691047906876,0.020633328706026077,0.008576033636927605,0.02363661862909794,0.041482407599687576,0.018892543390393257,0.04632767662405968,0.024458639323711395,0.022103697061538696,0.029912151396274567,-0.03490923345088959,-0.09711475670337677
17,1.2650900261688232,0.62806,0.8561196489334106,0.7272,0.06538177281618118,0.020191296935081482,-0.0004626523004844785,0.05828928202390671,0.03127770498394966,0.030061841011047363,0.025992531329393387,0.006391073577105999,0.031113384291529655,0.034154292196035385,0.01746530458331108,0.04070296138525009,0.02043028175830841,0.020468242466449738,0.03792176768183708,-0.036167263984680176,-0.07390069961547852
18,1.2543274920272827,0.63408,0.8329998832702636,0.732,0.08047187328338623,0.03304561600089073,-0.003064976539462805,0.06940476596355438,0.026769833639264107,0.03840779513120651,0.019161002710461617,0.011179232969880104,0.03119807317852974,0.0454825758934021,0.025388486683368683,0.039753250777721405,0.028144586831331253,0.019499078392982483,0.03146577626466751,-0.06659966707229614,-0.0800701156258583
19,1.2453452439498902,0.63768,0.8525839710235595,0.7299,0.07316944748163223,0.02615153230726719,0.002966569270938635,0.06385228037834167,0.039380598813295364,0.034842826426029205,0.02890228107571602,0.0009737691725604236,0.027860140427947044,0.04307922348380089,0.020547857508063316,0.046206772327423096,0.02251257747411728,0.011381750926375389,0.0331803560256958,-0.03581497445702553,-0.10005062818527222
20,1.228264347038269,0.64422,0.8358785260200501,0.7368,0.07222926616668701,0.023894023150205612,0.0005250846152193844,0.06616764515638351,0.038544557988643646,0.03347436338663101,0.023936696350574493,0.01743234694004059,0.03148685768246651,0.04799389839172363,0.025298859924077988,0.04174968972802162,0.022247906774282455,0.010406836867332458,0.0271689984947443,-0.041481081396341324,-0.08516258746385574
21,1.2197949863052369,0.64998,0.827923310661316,0.7417,0.07888272404670715,0.023029595613479614,0.0015141379553824663,0.06960795819759369,0.04197453707456589,0.038971349596977234,0.03552411124110222,0.004984985571354628,0.026898140087723732,0.051722653210163116,0.02212362550199032,0.04928906634449959,0.02201405167579651,0.01803680881857872,0.030848920345306396,-0.03712036460638046,-0.07994570583105087
22,1.2136179661941529,0.64998,0.7806199332237244,0.75,0.07567520439624786,0.021889755502343178,-0.0020868564024567604,0.06864962726831436,0.0398491770029068,0.03538515418767929,0.03273407369852066,0.010749245062470436,0.026306569576263428,0.05202043429017067,0.022237995639443398,0.046923667192459106,0.0208143200725317,0.01965499110519886,0.03439435362815857,-0.04059947282075882,-0.04682615399360657
23,1.200870322189331,0.65456,0.7978477336883545,0.7567,0.09045345336198807,0.03245057538151741,-0.001919034169986844,0.07479079067707062,0.041569147258996964,0.040561314672231674,0.023685133084654808,0.016044821590185165,0.025772713124752045,0.056095950305461884,0.026532769203186035,0.05378757044672966,0.023188047111034393,0.027927616611123085,0.03379896283149719,-0.059696540236473083,-0.10112109780311584
24,1.1966981351470947,0.65558,0.8333184743881226,0.7424,0.0816347524523735,0.02784162387251854,-0.0019932049326598644,0.07725794613361359,0.03718296438455582,0.036881543695926666,0.023040583357214928,0.023320529609918594,0.03373587504029274,0.055173542350530624,0.031327322125434875,0.05476750433444977,0.02081449143588543,0.03165464103221893,0.020845334976911545,-0.062463805079460144,-0.12040477246046066
25,1.184630355834961,0.66116,0.7822368079185485,0.7545,0.0896778404712677,0.029506366699934006,-0.004992237314581871,0.08281701803207397,0.03737416863441467,0.04377054423093796,0.025433583185076714,0.02098069153726101,0.02911967970430851,0.06625888496637344,0.031126607209444046,0.05201047658920288,0.015334637835621834,0.022250792011618614,0.02661268785595894,-0.06653627753257751,-0.09784001111984253
