arch,width,seed,noise,params
resnet18,0.2,1,0.15,396286
epoch,train_loss,train_acc,test_loss,test_acc,p_layer0,p_layer1,p_layer2,p_layer3,p_layer4,p_layer5,p_layer6,p_layer7,p_layer8,p_layer9,p_layer10,p_layer11,p_layer12,p_layer13,p_layer14,p_layer15,p_layer16
1,2.3198148272705077,0.09638,2.3159471881866454,0.1004,0.005631785839796066,-0.033436745405197144,-0.008619631640613079,-0.019012991338968277,-0.04888433590531349,-0.02227959968149662,-0.026605650782585144,-0.07518887519836426,0.013573512434959412,-0.08271197974681854,0.005463391542434692,-0.019930453971028328,-0.02095283754169941,-0.013428725302219391,0.013380832970142365,-0.015274223871529102,0.042029429227113724
2,2.30975863571167,0.1041,2.303070922088623,0.1122,0.006202717777341604,-0.04453122243285179,-0.002358856610953808,-0.029309257864952087,-0.050236400216817856,-0.03110313229262829,-0.024565313011407852,-0.07026681303977966,0.014120140112936497,-0.07757950574159622,0.0032618462573736906,-0.01919146068394184,-0.02255544438958168,-0.012541348114609718,0.014960411004722118,-0.017991989850997925,0.041224900633096695
3,2.3007715814971923,0.1142,2.294290616989136,0.1196,0.007355723530054092,-0.0408775620162487,-0.0037864919286221266,-0.026804964989423752,-0.04577844217419624,-0.027804361656308174,-0.025223704054951668,-0.07225750386714935,0.01612156629562378,-0.08030469715595245,0.0017824427923187613,-0.01843726821243763,-0.019868411123752594,-0.010193677619099617,0.013160660862922668,-0.014746108092367649,0.03899368643760681
4,2.292821468963623,0.12182,2.2838311767578126,0.1304,0.007129800971597433,-0.03814633563160896,-0.0037617648486047983,-0.023992247879505157,-0.043483246117830276,-0.025614675134420395,-0.026854218915104866,-0.07211469113826752,0.014953775331377983,-0.0802961215376854,0.0012512290850281715,-0.018400350585579872,-0.020040199160575867,-0.010270057246088982,0.012633966282010078,-0.011599834077060223,0.0390588641166687
5,2.2858990616607664,0.12742,2.2740427673339845,0.1421,0.010160273872315884,-0.029940813779830933,-0.006633263546973467,-0.01792154461145401,-0.04136834666132927,-0.019621046259999275,-0.029768716543912888,-0.07295394688844681,0.015272908844053745,-0.08016980439424515,0.0020641591399908066,-0.0168461874127388,-0.022693470120429993,-0.009518537670373917,0.013757867738604546,-0.015186265110969543,0.04079033434391022
6,2.2782195795440674,0.13556,2.2643089042663576,0.1509,0.009433361701667309,-0.03873179107904434,-0.002862726105377078,-0.025013230741024017,-0.04315771535038948,-0.025693563744425774,-0.02579580806195736,-0.0694684088230133,0.015642940998077393,-0.07808113098144531,0.0008267997181974351,-0.018459146842360497,-0.021729478612542152,-0.009657196700572968,0.010135468095541,-0.01593375951051712,0.041187264025211334
7,2.270004632873535,0.14412,2.2552401123046875,0.1573,0.008712567389011383,-0.038429614156484604,-0.002133788540959358,-0.024823419749736786,-0.04190559685230255,-0.02545260265469551,-0.02562158741056919,-0.07034903764724731,0.013898652046918869,-0.07767532765865326,0.003895833157002926,-0.019464481621980667,-0.0193252582103014,-0.010431412607431412,0.007476738654077053,-0.012623727321624756,0.04014340788125992
8,2.2632103527069094,0.14938,2.2450062511444093,0.1661,0.009325219318270683,-0.03996279835700989,0.0015975064598023891,-0.026645580306649208,-0.041229747235774994,-0.026715265586972237,-0.026096077635884285,-0.06836304813623428,0.013970769010484219,-0.07609277218580246,0.001048325328156352,-0.018184760585427284,-0.023043781518936157,-0.009999535046517849,0.008190745487809181,-0.011121053248643875,0.038669366389513016
9,2.2556495153045653,0.15462,2.236158827972412,0.1756,0.012257187627255917,-0.02367577515542507,-0.009710459038615227,-0.01198943518102169,-0.03791574388742447,-0.013512631878256798,-0.031080514192581177,-0.07610463351011276,0.0156411100178957,-0.0822615921497345,0.0015766724245622754,-0.019197246059775352,-0.021922076120972633,-0.010430080816149712,0.010424594394862652,-0.011094311252236366,0.03990432992577553
10,2.247819750137329,0.1603,2.224613592147827,0.1816,0.010021457448601723,-0.033667802810668945,-0.0006799245020374656,-0.02173418365418911,-0.03276839479804039,-0.021493565291166306,-0.024466782808303833,-0.06481696665287018,0.015199186280369759,-0.07281816750764847,0.0013860439648851752,-0.01803809590637684,-0.019518889486789703,-0.008960743434727192,0.0037897909060120583,-0.009487587958574295,0.03758984059095383
11,2.2410275513458253,0.16756,2.2154395618438723,0.1879,0.012773784808814526,-0.03168676793575287,-6.907980423420668e-05,-0.019925367087125778,-0.03376566246151924,-0.019695639610290527,-0.024947870522737503,-0.06546629965305328,0.015365814790129662,-0.07245650887489319,0.0015276659978553653,-0.017580119892954826,-0.01983930915594101,-0.008209451101720333,0.00978745799511671,-0.012852493673563004,0.03863424435257912
12,2.2331966790771483,0.17298,2.2054048900604246,0.1954,0.015268497169017792,-0.01623067632317543,-0.007152412086725235,-0.006677389610558748,-0.03160390257835388,-0.007513890508562326,-0.03168113902211189,-0.0708390474319458,0.015116064809262753,-0.07663623243570328,0.0023549343459308147,-0.0190683975815773,-0.022464178502559662,-0.009688527323305607,0.007504367269575596,-0.010077673941850662,0.038723424077034
13,2.2262221392822266,0.1755,2.194451315689087,0.2023,0.015415390022099018,-0.02939443849027157,0.0002360310172662139,-0.018415508791804314,-0.03224494308233261,-0.018394621089100838,-0.02354125678539276,-0.0630326196551323,0.014104420319199562,-0.06980667263269424,0.0013668893370777369,-0.018983878195285797,-0.02027992531657219,-0.009556567296385765,0.0038539255037903786,-0.007882894948124886,0.037442050874233246
