arch,width,seed,noise,params
basenet18,12,0,0.25,388966
step,train_loss,train_acc,test_loss,test_acc,p_layer0,p_layer1,p_layer2,p_layer3,p_layer4,p_layer5,p_layer6,p_layer7,p_layer8,p_layer9,p_layer10,p_layer11,p_layer12,p_layer13,p_layer14,p_layer15,p_layer16
1,2.4696595668792725,0.140625,2.3013592269897463,0.1135,0.009066278114914894,-0.3180503249168396,0.03014703467488289,-0.01019578892737627,0.05613147094845772,-0.09112124145030975,0.022490279749035835,0.007817803882062435,0.010202266275882721,0.0042281318455934525,0.007751887664198875,-0.0020133706275373697,-0.0025397895369678736,-0.0035458155907690525,0.0022420482710003853,-0.0010213252389803529,0.0024021994322538376
1000,1.9022626876831055,0.375,1.6936519355773927,0.4015,0.055148180574178696,0.030666030943393707,0.0399034358561039,0.021348142996430397,0.013484815135598183,0.010806861333549023,0.014558451250195503,0.0013849586248397827,0.001087050884962082,0.0032367969397455454,-0.0016869026003405452,0.005642107222229242,-0.0017987589817494154,-0.004969027359038591,0.004076165147125721,0.0005899694515392184,0.020230960100889206
2000,1.8511765003204346,0.40625,1.4677566879272461,0.4925,0.05730416998267174,-0.016463706269860268,-0.00900292582809925,0.005803563166409731,0.02665850706398487,0.008907314389944077,0.025656215846538544,0.01218509953469038,0.016171226277947426,0.04409707337617874,0.026340942829847336,0.017650404945015907,0.018701069056987762,0.026658760383725166,0.003384880954399705,-0.005361035466194153,0.005750582553446293
3000,1.7260898351669312,0.40625,1.3769370595932007,0.5507,-0.006497121416032314,0.025359032675623894,0.04325459152460098,0.023719491437077522,0.10887757688760757,0.012330146506428719,0.03311726450920105,0.03207414969801903,0.021185923367738724,0.014763987623155117,0.023828061297535896,0.01524761039763689,0.009393992833793163,0.012429961934685707,-0.01715325191617012,-0.014675181359052658,-0.01819683611392975
4000,1.59319269657135,0.5,1.2436306076049806,0.6012,0.0798398107290268,0.03220469504594803,0.02059304341673851,0.007924411445856094,0.10095786303281784,0.005581140983849764,0.04877406358718872,0.042683299630880356,0.02770191989839077,0.05051476135849953,0.019520960748195648,0.006697301287204027,0.006739662494510412,0.011206956580281258,-0.011868690140545368,-0.01585279032588005,-0.034314535558223724
5000,1.6173988580703735,0.5234375,1.1737886835098266,0.6298,0.08004096150398254,0.02811150811612606,0.037061966955661774,0.02897486835718155,0.10606788843870163,0.018949788063764572,0.07262923568487167,0.04340289160609245,0.04713049158453941,0.06052064895629883,0.044242095202207565,0.012743683531880379,0.00315877771936357,0.0199689082801342,-0.018170993775129318,-0.020549941807985306,-0.04971317574381828
6000,1.4610005617141724,0.578125,1.1286454515457154,0.6528,0.05654437839984894,0.054625462740659714,0.03825240582227707,0.03770630806684494,0.13009268045425415,0.013726729899644852,0.06856757402420044,0.045731786638498306,0.040329769253730774,0.046090107411146164,0.057326845824718475,0.017450127750635147,0.010081402957439423,0.01822652667760849,-0.006429479457437992,-0.02208688296377659,-0.05834705010056496
7000,1.6804314851760864,0.4765625,1.08747305393219,0.6684,0.05841986462473869,0.041731517761945724,0.04671862721443176,0.04442416876554489,0.17153167724609375,0.014259402640163898,0.07518898695707321,0.042787984013557434,0.05992341786623001,0.054575104266405106,0.036145903170108795,0.0023791594430804253,0.013635748066008091,0.012708105146884918,-0.010115682147443295,-0.02415786311030388,-0.044083669781684875
8000,1.6106789112091064,0.4921875,1.1338099559783936,0.6447,0.144047349691391,0.005167353432625532,0.03087637387216091,0.030346093699336052,0.1261465847492218,0.061623524874448776,0.09449924528598785,0.05563034117221832,0.06589070707559586,0.07422930002212524,0.06304600834846497,0.016722816973924637,0.003364230738952756,0.01958002895116806,-0.02424774132668972,-0.022045589983463287,-0.07555166631937027
9000,1.5058231353759766,0.5546875,1.018566732597351,0.6991,0.11155857890844345,0.017501970753073692,0.0377504862844944,0.04507193714380264,0.18433579802513123,0.05370958149433136,0.07734957337379456,0.05781976506114006,0.06308159232139587,0.06467408686876297,0.045572780072689056,0.015382854267954826,0.0212798360735178,0.015838010236620903,-0.017042547464370728,-0.032441213726997375,-0.062965027987957
10000,1.520987629890442,0.5390625,0.9630718751907349,0.7224,0.10201342403888702,0.03193964064121246,0.03544987365603447,0.05539636313915253,0.1896035373210907,0.0259014293551445,0.07972704619169235,0.05746820569038391,0.07688187807798386,0.059768952429294586,0.03561660274863243,-0.0021650237031280994,0.01746581681072712,0.016569580882787704,-0.01723010279238224,-0.027989376336336136,-0.04676255211234093
11000,1.5718110799789429,0.5546875,0.946936545753479,0.7254,0.1235988587141037,0.04826890304684639,0.03339117392897606,0.03893253207206726,0.1811966747045517,0.05943575128912926,0.0853409469127655,0.054342757910490036,0.0710478127002716,0.05550921708345413,0.05621396005153656,0.007269414607435465,0.016166184097528458,0.01923154853284359,-0.04412740841507912,-0.04822346568107605,-0.08585931360721588
