index,checkpoint,threshold,num_linear_layers,test_loss,test_acc
2000,step_002000.pt,0.056380317360162725,1,1.8038031719207763,0.3503
3000,step_003000.pt,0.056380317360162725,1,1.8476757663726806,0.3592
3000,step_003000.pt,0.06407795101404185,1,1.8476757663726806,0.3592
3000,step_003000.pt,0.07009218633174888,1,1.8476757663726806,0.3592
4000,step_004000.pt,0.056380317360162725,2,2.08918133354187,0.2924
4000,step_004000.pt,0.06407795101404185,2,2.08918133354187,0.2924
4000,step_004000.pt,0.07009218633174888,2,2.08918133354187,0.2924
5000,step_005000.pt,0.056380317360162725,4,2.5759577049255373,0.2897
5000,step_005000.pt,0.06407795101404185,3,2.769012940597534,0.2032
5000,step_005000.pt,0.07009218633174888,3,2.769012940597534,0.2032
6000,step_006000.pt,0.056380317360162725,4,5.7898423347473145,0.1298
6000,step_006000.pt,0.06407795101404185,2,2.2380785942077637,0.2699
6000,step_006000.pt,0.07009218633174888,1,1.8257536233901976,0.3805
7000,step_007000.pt,0.056380317360162725,4,3.5585643730163574,0.1705
7000,step_007000.pt,0.06407795101404185,2,2.3079805156707764,0.2739
7000,step_007000.pt,0.07009218633174888,2,2.3079805156707764,0.2739
8000,step_008000.pt,0.056380317360162725,7,14.859824365234376,0.1826
8000,step_008000.pt,0.06407795101404185,5,3.845281015396118,0.1508
8000,step_008000.pt,0.07009218633174888,4,2.33907181892395,0.2512
9000,step_009000.pt,0.056380317360162725,6,3.2899833530426026,0.2759
9000,step_009000.pt,0.06407795101404185,4,2.1251690525054934,0.2519
9000,step_009000.pt,0.07009218633174888,3,2.282654881668091,0.2554
9000,step_009000.pt,0.17437802553176876,1,1.523477101135254,0.4895
10000,step_010000.pt,0.056380317360162725,6,3.1772227409362794,0.2306
10000,step_010000.pt,0.06407795101404185,4,2.772012771606445,0.1907
10000,step_010000.pt,0.07009218633174888,4,2.772012771606445,0.1907
10000,step_010000.pt,0.17437802553176876,1,1.5043290521621704,0.4971
11000,step_011000.pt,0.056380317360162725,5,2.7205882122039795,0.2219
11000,step_011000.pt,0.06407795101404185,4,3.2616886795043945,0.1798
11000,step_011000.pt,0.07009218633174888,4,3.2616886795043945,0.1798
11000,step_011000.pt,0.17437802553176876,1,1.5322558881759643,0.4852
12000,step_012000.pt,0.056380317360162725,6,3.6120332145690917,0.217
12000,step_012000.pt,0.06407795101404185,4,3.542644216918945,0.1722
12000,step_012000.pt,0.07009218633174888,3,2.3695821826934815,0.2723
12000,step_012000.pt,0.17437802553176876,1,1.5528517944335938,0.4877
13000,step_013000.pt,0.056380317360162725,6,2.0990886322021485,0.309
13000,step_013000.pt,0.06407795101404185,4,2.6398385887145994,0.203
13000,step_013000.pt,0.07009218633174888,4,2.6398385887145994,0.203
13000,step_013000.pt,0.17437802553176876,2,1.6346425764083863,0.4693
14000,step_014000.pt,0.056380317360162725,5,3.4094534358978272,0.1399
14000,step_014000.pt,0.06407795101404185,5,3.4094534358978272,0.1399
14000,step_014000.pt,0.07009218633174888,3,1.9175257471084595,0.3598
14000,step_014000.pt,0.17437802553176876,1,1.2741132606506347,0.5939
15000,step_015000.pt,0.056380317360162725,4,2.389603652191162,0.2127
15000,step_015000.pt,0.06407795101404185,4,2.389603652191162,0.2127
15000,step_015000.pt,0.07009218633174888,4,2.389603652191162,0.2127
15000,step_015000.pt,0.17437802553176876,1,1.1998669839859009,0.6233
15000,step_015000.pt,0.20150546282529821,1,1.1998669839859009,0.6233
16000,step_016000.pt,0.056380317360162725,6,2.688599261856079,0.2433
16000,step_016000.pt,0.06407795101404185,3,1.6813882776260376,0.4293
16000,step_016000.pt,0.07009218633174888,2,1.506242937850952,0.5098
16000,step_016000.pt,0.17437802553176876,2,1.506242937850952,0.5098
16000,step_016000.pt,0.20150546282529821,1,1.2063694456100464,0.6202
17000,step_017000.pt,0.056380317360162725,6,2.0891628715515136,0.3125
17000,step_017000.pt,0.06407795101404185,4,1.926304320526123,0.388
17000,step_017000.pt,0.07009218633174888,3,1.9020025636672973,0.3997
17000,step_017000.pt,0.17437802553176876,2,1.5276490705490113,0.5022
18000,step_018000.pt,0.056380317360162725,5,2.779665156555176,0.1853
18000,step_018000.pt,0.06407795101404185,4,2.536654760360718,0.202
18000,step_018000.pt,0.07009218633174888,3,1.640036005783081,0.4598
18000,step_018000.pt,0.17437802553176876,2,1.466591136932373,0.5206
18000,step_018000.pt,0.20150546282529821,1,1.3247234311103822,0.5778
19000,step_019000.pt,0.056380317360162725,4,2.195734366798401,0.2209
