Layer1,Layer2,Layer3,Layer4,Layer5,Layer6,Layer7,Layer8,Layer9,Layer10,Layer11,Layer12,Layer13,Layer14,Layer15,Layer16,Layer17,acc,avg_loss,epoch,run,amount_of_data
0.32770008,-3.1097624,-2.5790517,-6.0035677,-1.4913933,-3.7543893,-1.3040488,-7.1916904,-1.2438,-2.9850993,-4.7137184,-24.215578,-1.6754123,-15.013458,-3.2958424,-20.088573,-7.94606,40.4,0.123037,20.0,1.0,1.0
0.3134442,-2.9675894,-2.6854944,-6.496692,-1.662976,-4.012374,-1.3906091,-7.8851523,-1.292519,-3.4255776,-4.9473224,-26.1836,-1.7117522,-15.843569,-3.7747457,-22.346199,-9.065765,37.6,0.12385224,21.0,1.0,1.0
0.374971,0.015400821,0.0069270325,0.006232061,-0.018248249,0.017200677,0.018360594,0.014578527,-0.023331048,0.027270578,-0.008279176,0.03950554,-0.07675794,-0.0942868,-0.17707941,-0.064217545,0.02138973,4.6,0.21498576,0.0,2.0,1.0
0.32427856,-0.51757795,-0.17610285,-0.88354355,-0.33544382,-0.86089075,-0.88994104,-1.5771251,-0.56361884,-1.0750684,-0.51306754,-0.7904735,-0.2636872,-0.44515753,-0.13376157,-0.48049825,-0.84977245,6.2,0.20894971,1.0,2.0,1.0
0.30438417,-0.71166635,-0.34644204,-1.097797,-0.4140757,-0.9158044,-0.83312637,-2.0952404,-0.3276615,-1.5534371,-0.33955723,-1.2109228,-0.21948455,-0.65436983,-0.1405562,-0.99876326,-0.64114946,8.0,0.19999506,2.0,2.0,1.0
0.3129272,-1.0047756,-0.60432184,-1.2951366,-0.5364228,-0.97822064,-0.6612675,-2.180088,-0.5957269,-1.4077097,-0.39865056,-1.3447812,-0.25704005,-0.79377514,-0.19258168,-1.544522,-0.85273176,9.8,0.19650589,3.0,2.0,1.0
0.30801085,-1.2323861,-0.6299632,-1.6011475,-0.4240591,-1.0770153,-0.82837886,-2.921936,-0.45362937,-1.893616,-0.5562689,-2.0954683,-0.38506803,-1.0545232,-0.2669612,-2.6576087,-1.2834802,13.4,0.18813483,4.0,2.0,1.0
0.2906819,-1.3731244,-0.7628944,-1.7704283,-0.4158394,-1.1808419,-0.82369757,-3.1948078,-0.45615798,-2.0943367,-0.5465009,-2.7735395,-0.38821638,-1.6153322,-0.38709605,-2.8870897,-1.39432,13.8,0.18704729,5.0,2.0,1.0
0.2985465,-1.733574,-0.79645014,-2.0833535,-0.3824249,-1.3303373,-0.92021924,-3.7517269,-0.49946982,-2.50189,-0.78536826,-3.6034038,-0.39486447,-2.0996115,-0.45905393,-4.3186436,-1.8814554,15.4,0.17132954,6.0,2.0,1.0
0.3020742,-1.7934786,-1.0702071,-2.1832607,-0.56839025,-1.4574621,-0.8817012,-3.864067,-0.46917462,-2.6722112,-0.80710024,-4.3878026,-0.41986072,-2.38282,-0.68843776,-4.901234,-2.0005736,19.6,0.17233679,7.0,2.0,1.0
0.31655785,-2.1130013,-1.1707773,-2.831248,-0.558535,-1.7237718,-1.0911529,-4.5369563,-0.54352003,-2.9179246,-1.0432163,-5.25501,-0.44543144,-2.768527,-0.9242361,-6.3234587,-2.6051385,23.8,0.16009614,8.0,2.0,1.0
0.361118,-2.6878521,-1.3863993,-2.8199334,-0.79340404,-1.7611436,-1.0480983,-4.6761665,-0.5705486,-3.0315883,-1.1598241,-6.133446,-0.64072824,-3.3614717,-0.9649199,-7.1812224,-2.5689507,22.0,0.16326164,9.0,2.0,1.0
0.30149192,-2.287275,-1.5425917,-2.9887676,-0.7607981,-1.703715,-1.2668905,-4.877901,-0.7897973,-2.8771086,-1.524729,-7.0419106,-0.5696942,-3.740411,-1.0857166,-8.428046,-3.262218,28.0,0.15023497,10.0,2.0,1.0
0.31997794,-2.5352898,-1.6984017,-3.187164,-0.88345814,-1.8088261,-1.369686,-5.423105,-0.5066369,-3.7009926,-1.2514964,-7.96634,-0.55724984,-4.579345,-1.4765488,-7.649464,-3.3199625,27.4,0.14969905,11.0,2.0,1.0
0.31443226,-2.5219908,-2.0587556,-3.5453522,-0.7692246,-1.9734173,-1.2072427,-5.4350934,-0.7654778,-3.3922276,-1.6254035,-8.092873,-0.62580574,-4.500105,-1.5285813,-9.292446,-4.002398,25.8,0.14521198,12.0,2.0,1.0
0.31167054,-2.6705139,-1.9775485,-3.479907,-0.741144,-1.8073438,-1.1345142,-5.8281426,-0.54403347,-3.610077,-1.6242993,-9.162458,-0.7644669,-5.06804,-1.9406935,-10.551101,-4.7016077,28.6,0.14689377,13.0,2.0,1.0
0.3210511,-2.805475,-2.0086458,-3.8392158,-0.8855015,-2.0417418,-1.4231899,-6.3348813,-0.71471584,-4.057764,-1.7311008,-9.541511,-0.8389593,-5.293617,-2.0419052,-11.025826,-5.047616,30.2,0.13845116,14.0,2.0,1.0
0.33491066,-3.0634363,-2.31511,-4.1195745,-0.99863356,-2.1064737,-1.4191233,-6.8331413,-0.80090797,-4.2226415,-1.7630997,-10.6201,-1.0428153,-5.840309,-2.528682,-11.736879,-5.5558767,36.2,0.13322875,15.0,2.0,1.0
0.31590742,-2.8488126,-2.5613139,-4.230482,-1.1566447,-2.3791106,-1.66811,-7.193446,-0.8724721,-4.5103126,-2.0470314,-11.81813,-1.0383974,-6.723838,-2.392435,-13.43047,-5.892077,31.6,0.13862555,16.0,2.0,1.0
0.3286601,-2.9931514,-2.6235516,-4.230846,-1.451959,-2.2919886,-1.6372898,-7.0489764,-0.76440865,-4.603008,-2.108889,-12.651856,-1.2277585,-6.732359,-2.619843,-13.759184,-6.02608,37.8,0.12458358,17.0,2.0,1.0
0.32423088,-3.0391204,-2.665141,-4.523078,-1.0695326,-2.206765,-1.592467,-7.3775826,-0.81957763,-4.687404,-2.513928,-13.378039,-1.2334963,-7.150578,-3.0343893,-16.13038,-7.410899,34.0,0.13611361,18.0,2.0,1.0
0.3140002,-2.977672,-2.7700102,-4.4225974,-1.3087025,-2.1740367,-1.7016472,-7.6097775,-1.0354629,-4.793527,-2.6021228,-14.676133,-1.259177,-7.785413,-3.2329822,-17.637144,-8.197458,35.4,0.1309596,19.0,2.0,1.0
0.32140896,-3.1215358,-3.0337737,-4.9205956,-1.3930099,-2.6896393,-1.8485609,-8.549943,-0.99948347,-5.2761626,-2.8841774,-15.214656,-1.5954704,-8.08194,-3.532311,-17.968096,-8.628306,38.0,0.120649256,20.0,2.0,1.0
0.32052502,-3.2077787,-3.0179899,-5.2004914,-1.1517452,-2.551362,-1.8915213,-8.689262,-0.8316495,-5.4357743,-2.8564596,-16.402618,-1.5343406,-8.820656,-3.8010638,-19.52456,-9.415767,38.0,0.12401076,21.0,2.0,1.0
0.3193888,-3.2170584,-3.1380396,-5.012171,-1.2990433,-2.601739,-1.953151,-9.053361,-0.9020815,-5.643867,-2.9668152,-17.118332,-1.4905308,-9.084514,-4.1769757,-21.635885,-9.649517,37.0,0.12000947,22.0,2.0,1.0
0.32694024,-3.391903,-3.2769542,-5.4665337,-1.5018889,-2.7420888,-2.1343575,-9.09697,-1.0765074,-5.4322405,-3.560164,-18.47288,-1.4852298,-10.028215,-3.9677217,-22.14688,-10.9713,35.4,0.1273388,23.0,2.0,1.0
0.3180295,-3.40246,-3.1666484,-5.5185494,-1.32475,-2.7495847,-2.1047025,-9.25925,-1.0511729,-5.616832,-3.5705009,-18.89755,-1.716224,-10.198996,-4.3627453,-22.950624,-11.224227,39.6,0.121306464,24.0,2.0,1.0
0.3295274,-3.5902267,-3.582817,-5.6831126,-1.4560626,-2.7647483,-2.2084596,-9.870152,-1.051085,-6.2345824,-3.6185548,-20.522696,-1.7061216,-10.930051,-4.950174,-24.98613,-12.721203,45.0,0.11212816,25.0,2.0,1.0
0.3114748,-3.4614685,-3.2176068,-5.5784655,-1.1719911,-2.771346,-2.371805,-10.248794,-1.1402038,-6.272545,-3.74217,-21.705362,-2.0874884,-11.518596,-5.1107216,-26.345446,-12.846125,40.2,0.12078317,26.0,2.0,1.0
0.32627347,-3.5895078,-3.3530753,-5.797131,-1.4304934,-2.9084885,-2.540665,-10.150313,-1.1804216,-6.4677453,-3.8792336,-21.461487,-1.9102699,-11.969895,-4.842361,-25.37281,-12.549307,41.6,0.12317036,27.0,2.0,1.0
0.30999094,-3.419696,-3.6069798,-5.7570815,-1.277189,-3.028292,-2.424554,-9.869699,-1.3641894,-6.0227838,-3.799491,-20.454554,-1.8600439,-11.068772,-5.1954465,-26.932726,-13.121665,40.0,0.12198086,28.0,2.0,1.0
0.31762272,-3.5103984,-3.7826157,-5.9715,-1.4884018,-2.8943357,-2.5697806,-10.630162,-1.0913365,-6.742862,-4.0432105,-23.061493,-1.9571013,-12.320022,-5.562206,-28.44404,-13.5615,40.4,0.12512967,29.0,2.0,1.0
0.3143046,-3.574291,-3.5594485,-6.042487,-1.3995023,-3.1097202,-2.66008,-10.89818,-1.2220658,-6.9533496,-4.563515,-24.24435,-2.04639,-12.627308,-6.151627,-31.389303,-15.272544,41.6,0.120497964,30.0,2.0,1.0
0.39287144,-0.031847827,-0.012190998,-0.03998824,-0.042433675,-0.029619666,-0.03700334,-0.0011209459,-0.027121289,0.005256536,-0.0060678255,-0.006428344,-0.04025121,-0.014848045,-0.11376316,-0.012712368,-0.1659888,5.6,0.21750183,0.0,3.0,1.0
0.339518,-0.59821135,-0.34292382,-0.6357247,-0.19421148,-0.68311256,-0.14296031,-0.7278721,-0.18014364,-0.5972585,-0.03448632,-0.45210958,-0.14714386,-0.315024,-0.02424288,-0.5021322,-0.19012582,3.8,0.2083567,1.0,3.0,1.0
0.33908805,-0.96064365,-0.38376772,-0.862659,-0.3075516,-0.8826002,-0.17945386,-1.1509044,-0.26169416,-0.80390835,-0.16467148,-0.67753994,-0.25386018,-0.4879011,-0.11027194,-1.0766914,-0.29882962,8.6,0.19884667,2.0,3.0,1.0
0.32884568,-1.2208427,-0.47794783,-1.2106965,-0.32315412,-1.1417516,-0.2085263,-1.5601391,-0.2121799,-1.0076576,-0.16568084,-1.0183915,-0.19078793,-0.64790213,-0.079525165,-1.3566327,-0.471968,12.4,0.19448121,3.0,3.0,1.0
0.34111342,-1.5107967,-0.60235727,-1.7567439,-0.35277468,-1.4190472,-0.2666306,-2.067011,-0.27037367,-1.3243518,-0.19780374,-1.6101303,-0.21292312,-1.054972,-0.20693117,-1.962056,-0.6503032,12.4,0.1916594,4.0,3.0,1.0
0.34264418,-1.7335598,-0.815018,-2.342593,-0.40719795,-1.8023674,-0.2877525,-2.6638165,-0.30695337,-1.45109,-0.31041703,-1.8282775,-0.32778925,-1.0594674,-0.29425845,-3.0514438,-0.87380993,14.8,0.1815211,5.0,3.0,1.0
0.33769575,-1.8775514,-0.90597373,-2.4539535,-0.43030232,-1.7920389,-0.38920864,-2.7520902,-0.3004418,-1.5753195,-0.34116358,-2.49598,-0.37712258,-1.502257,-0.35286343,-3.0656083,-0.98595715,17.8,0.17566358,6.0,3.0,1.0
0.3223421,-2.0693989,-1.0366589,-2.7537317,-0.5015166,-1.9951133,-0.36782917,-3.2635612,-0.32159728,-1.956341,-0.29568246,-3.247582,-0.28945944,-1.9847212,-0.4330974,-4.447137,-1.1893108,19.6,0.17230059,7.0,3.0,1.0
0.33231542,-2.2675037,-1.2399865,-3.1859,-0.5645658,-2.3743813,-0.38940486,-3.5219886,-0.39103127,-1.9840825,-0.40741405,-3.8701975,-0.28748873,-2.4349644,-0.5447713,-4.0837035,-1.4497492,19.8,0.16829014,8.0,3.0,1.0
0.32281333,-2.2407198,-1.4990926,-3.3761659,-0.6235627,-2.412557,-0.40793943,-4.0136137,-0.3755039,-2.3071887,-0.43789542,-4.506744,-0.42579406,-2.802237,-0.7922582,-5.088168,-1.775984,21.4,0.15603434,9.0,3.0,1.0
0.34631044,-2.7408047,-1.4101971,-3.568972,-0.6800998,-2.557763,-0.4253198,-4.3107843,-0.44893166,-2.466822,-0.55235076,-5.110027,-0.43418315,-3.093952,-1.029668,-5.878037,-2.1337316,28.4,0.1501688,10.0,3.0,1.0
0.33155972,-2.6438367,-1.6556251,-4.0566397,-0.7356068,-2.8091648,-0.50293547,-4.891791,-0.44760042,-2.7388146,-0.72562665,-6.108795,-0.51820034,-3.7019498,-1.3669691,-7.467199,-2.6421614,27.4,0.14879954,11.0,3.0,1.0
0.34186316,-2.7201214,-2.0755775,-4.408262,-0.61115503,-3.0357976,-0.5104428,-5.353235,-0.45652682,-3.0416284,-0.78056455,-6.802699,-0.56464934,-3.849955,-1.9090098,-7.9385214,-3.283711,27.2,0.14348574,12.0,3.0,1.0
0.34059626,-2.7397149,-2.2122202,-4.3615456,-0.6902599,-3.1350033,-0.59441006,-5.7518373,-0.52180976,-3.2206762,-0.821907,-7.647015,-0.67002785,-4.587516,-1.7489196,-9.145238,-3.2162888,30.0,0.13758099,13.0,3.0,1.0
0.33592647,-2.890022,-2.119572,-4.683657,-0.69130385,-3.273001,-0.56164265,-6.2818885,-0.5554517,-3.5783968,-0.82102495,-7.9467707,-0.7699533,-4.84464,-1.884193,-9.336868,-3.4562962,28.6,0.13837096,14.0,3.0,1.0
0.3338454,-2.996311,-2.423979,-5.1559505,-0.87493664,-3.4853957,-0.6621713,-6.8445144,-0.5430582,-3.782694,-1.0603392,-9.545801,-0.756415,-5.436887,-2.6372645,-10.96487,-4.2410684,31.0,0.13945822,15.0,3.0,1.0
0.3397833,-3.0925167,-2.3518507,-5.296662,-0.7199293,-3.5089898,-0.73086506,-6.9143124,-0.61981833,-3.7987754,-1.1074549,-9.268821,-0.7489382,-5.5576277,-2.274743,-10.50332,-4.2527227,28.6,0.14356306,16.0,3.0,1.0
0.33932197,-3.1323261,-2.502538,-5.7180076,-0.7766239,-3.8409657,-0.7237491,-7.452536,-0.5573784,-4.342903,-1.281181,-10.267365,-0.88216555,-6.103637,-2.808024,-11.203087,-4.9752283,31.4,0.12693098,17.0,3.0,1.0
0.33211637,-3.083779,-2.682378,-5.958981,-0.8100287,-3.9035003,-0.8408052,-7.7208047,-0.75733715,-4.356888,-1.42494,-12.03825,-0.97584337,-7.4368434,-3.0441,-13.013032,-5.026886,34.4,0.13027933,18.0,3.0,1.0
0.34103963,-3.2865934,-2.82792,-6.399486,-0.8497782,-4.161828,-0.89178026,-8.470583,-0.7497588,-4.7454896,-1.8726368,-12.790412,-1.1567541,-7.8288374,-3.2410223,-14.847008,-5.8499393,39.2,0.11831866,19.0,3.0,1.0
0.33803275,-3.343693,-2.8880672,-6.06371,-1.0909657,-4.0287995,-0.9336682,-8.087045,-0.6880027,-4.622422,-1.6121765,-12.80347,-1.0354525,-7.4234514,-3.3300388,-14.901662,-5.65801,37.2,0.12760374,20.0,3.0,1.0
0.3395667,-3.34948,-2.9863746,-6.6405506,-1.001114,-4.1561003,-1.0418766,-8.7300825,-0.80470204,-5.000025,-1.6040864,-14.113819,-1.3535725,-8.249163,-3.7093167,-16.07368,-6.4342866,36.8,0.12567452,21.0,3.0,1.0
0.36845928,-3.8551185,-2.6146169,-6.9410043,-1.041276,-4.628645,-0.9564631,-9.212098,-0.9009234,-5.2571054,-1.7942667,-14.474668,-1.5119454,-8.188034,-4.290265,-17.007032,-7.51685,38.4,0.12533364,22.0,3.0,1.0
0.3428374,-3.4904943,-3.2374475,-7.0480094,-0.9419206,-4.5637436,-1.0923045,-9.543443,-0.7785499,-5.3076544,-2.4022007,-15.4626255,-1.5236459,-9.197199,-4.2348113,-17.978182,-7.6288075,40.2,0.12296343,23.0,3.0,1.0
0.34309697,-3.5934515,-3.251499,-6.752946,-0.93683875,-4.336429,-1.1001341,-9.656417,-0.77961344,-5.5022864,-2.4244237,-15.954926,-1.5494256,-9.610519,-4.384434,-19.020706,-8.416131,40.8,0.11941413,24.0,3.0,1.0
0.3709039,-0.003386497,0.006183624,0.008789014,-0.0066114115,0.0076732165,-0.048517562,0.0077754767,-0.059719793,0.012532166,-0.003250075,0.042993028,-0.10814836,-0.13247572,0.046598382,0.057556454,-0.07374844,5.4,0.21681857,0.0,4.0,1.0
0.36474556,-0.60492516,-0.1783656,-0.79617864,-0.24039926,-0.6970904,-0.31386825,-1.0144581,-0.17981732,-0.7771856,-0.30802238,-0.71705884,-0.40459076,-0.46307608,-0.30631775,-0.3431019,-0.29232424,5.8,0.20640469,1.0,4.0,1.0
0.35215548,-0.818985,-0.3133808,-1.0091728,-0.31660047,-0.8348412,-0.30989754,-1.5857713,-0.28841463,-1.1182936,-0.58178633,-1.2631153,-0.6956731,-0.85215765,-0.26083496,-0.7139153,-0.4985718,7.6,0.2032129,2.0,4.0,1.0
0.3774893,-1.2413435,-0.36801085,-1.4356833,-0.26927567,-1.0427768,-0.30237707,-1.6559792,-0.25278482,-1.361039,-0.55151075,-1.6247756,-0.62182426,-0.83430797,-0.68381214,-1.4962925,-0.50301945,7.8,0.20683184,3.0,4.0,1.0
0.37220427,-1.4687383,-0.42093727,-1.9488266,-0.32501262,-1.2498534,-0.488864,-2.0708427,-0.44119012,-1.5756682,-0.8539785,-2.6966827,-0.7566848,-1.7129252,-0.6533999,-1.358218,-0.7808528,13.2,0.18852617,4.0,4.0,1.0
0.36086854,-1.6791651,-0.45929638,-2.446495,-0.27445918,-1.4852945,-0.37980255,-2.865406,-0.510247,-2.0276725,-0.88301766,-3.966866,-0.6706477,-2.498356,-1.1184299,-1.7055993,-1.1652226,15.6,0.17950264,5.0,4.0,1.0
0.3675099,-1.8795886,-0.5944334,-3.0413709,-0.33848575,-1.9398161,-0.4097724,-3.3510497,-0.5111407,-2.5693834,-0.9859966,-5.007918,-0.93142265,-3.1039777,-1.117757,-2.533939,-1.0041618,19.2,0.17746857,6.0,4.0,1.0
0.35294852,-2.1366491,-0.6195396,-3.1354208,-0.2632073,-2.1127906,-0.5352946,-3.4197698,-0.55347973,-2.529593,-1.0871034,-5.3472967,-0.8851006,-2.8130157,-1.9320898,-2.8627255,-1.3249388,22.2,0.1658528,7.0,4.0,1.0
0.35848922,-2.2711022,-0.8216006,-3.9231467,-0.2869884,-2.5891979,-0.4062957,-4.876873,-0.45990556,-3.2752347,-1.433895,-6.644356,-1.1657394,-3.8039827,-2.2044773,-3.6857443,-1.4125868,25.6,0.15792489,8.0,4.0,1.0
0.36023816,-2.3405988,-1.1875422,-3.9714189,-0.38982937,-2.7870455,-0.4029881,-4.803653,-0.5672767,-3.2219064,-1.4337437,-7.375568,-1.2554282,-4.233217,-2.521278,-3.9612026,-1.5961335,27.0,0.1580011,9.0,4.0,1.0
0.36248937,-2.6321552,-0.95847845,-4.554669,-0.35815802,-3.0117373,-0.8217613,-5.084866,-0.792675,-3.2956872,-1.6680436,-8.861233,-1.1320529,-4.750449,-3.1370199,-4.6741157,-1.994335,20.8,0.15873161,10.0,4.0,1.0
0.3504005,-2.738164,-1.2648761,-4.897018,-0.5070694,-3.282119,-0.5563853,-6.1029816,-0.7530399,-4.0045724,-1.8232435,-10.128734,-1.5703105,-5.886857,-3.2253592,-4.9058156,-2.3160658,27.0,0.14483564,11.0,4.0,1.0
0.3461779,-2.6801596,-1.5387943,-4.7958894,-0.5625413,-3.1241062,-0.78974575,-5.951435,-0.8823896,-3.8825183,-1.781733,-9.930329,-1.549236,-5.2560816,-3.5653772,-5.7590356,-2.338287,30.0,0.14411664,12.0,4.0,1.0
0.35593677,-3.0123465,-1.6419443,-5.561463,-0.60523933,-3.9881551,-0.7342035,-6.6638575,-0.8657432,-4.2815285,-2.1682587,-11.133604,-1.8083068,-6.071721,-4.0397687,-6.4763837,-2.4342937,32.6,0.14288132,13.0,4.0,1.0
0.35427073,-3.07683,-1.6393709,-5.8039403,-0.8295537,-3.7805643,-0.8305735,-7.356171,-1.0676236,-4.2090693,-2.6297987,-12.608958,-2.0166345,-6.7070637,-4.9684944,-6.8699183,-3.1012905,34.2,0.13230684,14.0,4.0,1.0
0.3602653,-3.206923,-1.8295406,-6.6401772,-0.66009295,-4.289437,-0.88134444,-7.71073,-1.0717632,-4.7116995,-2.6485262,-13.425523,-2.312658,-7.315411,-5.3525553,-7.4043875,-3.550309,37.2,0.12947838,15.0,4.0,1.0
0.3585018,-3.2138834,-2.1172931,-7.148423,-0.7467843,-4.744368,-0.7942795,-8.039911,-1.0885392,-4.813911,-3.0960708,-14.019189,-2.203979,-7.1778297,-5.974996,-8.48551,-3.6615431,33.8,0.12971339,16.0,4.0,1.0
0.35069624,-3.2244356,-2.0674126,-7.0066967,-0.689554,-4.5767937,-0.91526556,-8.329065,-0.9953239,-5.1088605,-3.1253562,-16.219458,-2.7937348,-8.454151,-6.2013674,-9.290522,-4.026114,31.2,0.13842958,17.0,4.0,1.0
0.35545337,-3.328919,-2.087685,-7.4799495,-0.7908975,-4.878128,-0.9104969,-8.877717,-1.140433,-5.510147,-3.393825,-16.465658,-2.6886134,-8.944978,-6.4551215,-9.375519,-4.2007303,38.8,0.12465608,18.0,4.0,1.0
0.35675287,-3.4122913,-2.0621436,-7.9385095,-0.80078375,-5.24313,-0.9819938,-9.176041,-1.185301,-5.4237328,-3.9060907,-17.804134,-2.7992032,-9.306327,-7.032244,-10.901187,-4.437006,34.6,0.12921962,19.0,4.0,1.0
0.334892,-3.1679182,-2.321564,-7.5388794,-0.7650507,-4.962003,-0.89458466,-9.778928,-1.0639497,-5.7365136,-3.94432,-18.813904,-2.718173,-9.952461,-7.512183,-10.583923,-5.419874,37.0,0.121285334,20.0,4.0,1.0
0.36650616,-3.652234,-2.5248585,-8.172472,-0.92456007,-5.165479,-1.2072586,-9.553314,-1.3308966,-5.8903294,-4.0416174,-18.92859,-3.119063,-10.645896,-6.901304,-11.412548,-4.6636214,37.8,0.12451549,21.0,4.0,1.0
0.3619986,-3.6734614,-2.541669,-8.620042,-0.97997886,-5.4549823,-1.3167579,-11.058587,-1.3804731,-6.7623477,-4.6819353,-21.550144,-3.0728018,-11.446005,-8.581107,-13.642995,-6.7247915,40.6,0.12185454,22.0,4.0,1.0
0.3569133,-3.7966814,-2.6012661,-8.405534,-0.8617869,-5.336992,-1.0687734,-10.1716175,-1.1919898,-6.180758,-4.1359315,-21.362524,-3.1304154,-11.333894,-7.7073975,-13.076962,-5.464769,37.0,0.12144265,23.0,4.0,1.0
0.3501946,-3.657174,-2.7244704,-9.161336,-0.8980523,-6.1058044,-1.3167756,-10.042326,-1.2338768,-6.356032,-4.726013,-23.266397,-3.2786732,-12.947273,-8.256174,-14.870278,-6.478643,40.6,0.11500362,24.0,4.0,1.0
0.35001847,-3.7702985,-2.7276094,-9.636484,-0.78481597,-6.2803116,-1.355005,-11.523609,-1.547291,-6.733872,-5.3931127,-24.726469,-3.9365854,-13.347515,-9.196949,-16.75684,-7.50273,46.6,0.11398778,25.0,4.0,1.0
0.3519036,-3.8162751,-2.7931745,-9.361306,-0.8242836,-6.162701,-1.0659778,-11.4268675,-1.4055349,-6.8587174,-5.052972,-23.303175,-3.5074177,-12.633804,-9.002529,-15.833395,-7.656391,44.2,0.11719103,26.0,4.0,1.0
0.3652722,-4.0151577,-2.882239,-9.706608,-0.8957615,-6.312671,-1.5147413,-11.471595,-1.5423772,-6.6086254,-5.4325247,-25.727947,-4.1377172,-14.037149,-9.031926,-16.817987,-7.1468244,39.6,0.11597161,27.0,4.0,1.0
0.3435292,-3.9128876,-2.6840727,-9.794265,-0.8358815,-6.196347,-1.318907,-11.471281,-1.4317467,-6.71072,-5.5485377,-25.796806,-4.1959414,-13.492969,-9.679991,-18.763542,-8.419604,40.4,0.12258264,28.0,4.0,1.0
0.35225976,-3.9828603,-2.9261885,-10.0914,-1.1297195,-6.158508,-1.5057404,-11.628017,-1.4501439,-6.9953885,-5.626666,-26.445116,-3.6890059,-14.629813,-10.141802,-20.67263,-9.601771,43.2,0.11650835,29.0,4.0,1.0
0.34894478,-4.027107,-2.9903114,-10.566577,-0.86562407,-6.636131,-1.4690889,-12.842763,-1.6084669,-7.6646423,-6.3127174,-29.311556,-4.6975384,-15.319228,-10.87029,-22.156206,-9.14895,46.2,0.11823875,30.0,4.0,1.0
0.3776328,-0.013524785,-0.000122693,-0.0029413009,-0.01477144,0.0027803003,-0.024537941,-0.009659754,-0.01409493,-0.013698123,-0.034921378,-0.0133424895,-0.010648987,-0.0127712265,0.0013342787,-0.025574202,-0.0062426585,7.8,0.20697978,0.0,0.0,2.0
0.33357275,-0.6143472,-0.16402985,-0.89538413,-0.1786414,-0.69767344,-0.29172233,-0.8854726,-0.19356188,-0.7912121,-0.21634485,-0.606148,-0.26092842,-0.44032267,-0.03470476,-0.6934831,-0.20393144,6.8,0.20277098,1.0,0.0,2.0
0.3171536,-0.8723641,-0.4464279,-1.2131681,-0.28911513,-0.8368893,-0.3092144,-1.0957887,-0.26276514,-0.8705208,-0.3431882,-1.0214456,-0.23605113,-0.71994853,-0.101977006,-1.1803632,-0.39560995,9.2,0.19869976,2.0,0.0,2.0
0.33165148,-1.1407641,-0.7477085,-2.1007593,-0.30777803,-1.294786,-0.43763614,-1.7893306,-0.30580363,-1.3038191,-0.5704675,-1.7353971,-0.36111245,-1.1317266,-0.27667484,-2.0683243,-0.58406866,14.4,0.18158321,3.0,0.0,2.0
0.32652134,-1.4883918,-0.9046768,-2.4320874,-0.2988092,-1.5824778,-0.32399195,-2.0473585,-0.33491516,-1.3755367,-0.5947251,-2.483903,-0.3276544,-1.7641045,-0.2937659,-2.782701,-0.72184354,19.4,0.17314097,4.0,0.0,2.0
0.32518348,-1.6542624,-1.3195025,-2.712617,-0.35728014,-1.8566049,-0.3788581,-2.700124,-0.33688265,-1.6404941,-1.0732185,-3.4611862,-0.49295717,-2.2548554,-0.67721665,-4.0352936,-1.0988796,20.6,0.16075742,5.0,0.0,2.0
0.31599042,-1.776662,-1.5712138,-3.2091284,-0.477502,-2.2181096,-0.39715242,-2.8811557,-0.39173174,-1.782062,-1.1705041,-4.4119267,-0.44621933,-2.8679214,-0.8257441,-4.6271877,-1.4223075,24.8,0.15022579,6.0,0.0,2.0
0.32278648,-1.9462446,-1.8061562,-3.6653693,-0.55039364,-2.5728128,-0.4249043,-3.3672225,-0.47831252,-2.0175219,-1.4174656,-5.2397423,-0.5044826,-3.4401782,-1.1822932,-5.688614,-1.9624155,29.4,0.13828963,7.0,0.0,2.0
0.32214993,-1.9733404,-2.030911,-4.73907,-0.5733823,-3.174057,-0.4541973,-3.8038337,-0.5244477,-2.2458215,-1.827416,-6.3128853,-0.69189566,-4.07835,-1.4408432,-6.487395,-2.2482972,32.8,0.1400891,8.0,0.0,2.0
0.3266345,-2.1838837,-2.2379856,-4.4484754,-0.6095521,-3.0516577,-0.5679194,-4.3512187,-0.5519506,-2.4180565,-2.157966,-7.9708138,-0.8198103,-4.930832,-1.9617488,-8.080592,-2.7089293,33.2,0.13322487,9.0,0.0,2.0
0.31837878,-2.2240105,-2.49357,-4.776347,-0.6073051,-3.2165923,-0.4934941,-4.7542505,-0.4801501,-2.3838758,-2.4694343,-8.020335,-0.9724626,-5.0737643,-1.8109148,-8.398368,-3.0182264,33.2,0.13336119,10.0,0.0,2.0
0.3156022,-2.3086314,-2.7421608,-5.0187297,-0.6294077,-3.4283006,-0.5802694,-5.161752,-0.6745228,-2.8416321,-2.5358598,-9.23222,-0.8552223,-5.751942,-2.2874272,-9.92955,-3.2163463,36.8,0.12737934,11.0,0.0,2.0
0.32254222,-2.56062,-2.862017,-5.3568397,-0.71279657,-3.5239024,-0.60987234,-5.6475472,-0.63777095,-2.7479937,-2.8986373,-11.035836,-1.0065268,-6.7984414,-2.6609595,-10.650817,-3.902184,32.2,0.12473154,12.0,0.0,2.0
0.32347918,-2.615735,-2.8895762,-5.6336665,-0.7355123,-3.6535962,-0.6347743,-6.0334597,-0.593,-2.8871753,-3.3450568,-12.192117,-1.1597124,-6.8583694,-3.034343,-12.435642,-4.012533,39.6,0.115998685,13.0,0.0,2.0
