Layer1,Layer2,Layer3,Layer4,Layer5,Layer6,Layer7,Layer8,Layer9,Layer10,Layer11,Layer12,Layer13,Layer14,Layer15,Layer16,Layer17,acc,avg_loss,epoch,run,amount_of_data
0.29850724,-1.4025831,-0.5255794,-2.8072283,-0.46506047,-2.4082992,-0.33212337,-3.536215,-0.3882723,-2.6092966,-0.4066192,-2.4582589,-0.53860766,-1.5436476,-0.62808406,-1.2434072,-0.73866916,11.0,0.18818985,8.0,3.0,0.0
0.29224506,-1.4153869,-0.54013705,-3.2137196,-0.38752577,-2.5376382,-0.25455832,-3.9199283,-0.5520068,-2.6379476,-0.52087927,-2.6031744,-0.5997636,-1.5891877,-0.79013366,-1.5267866,-0.82897717,10.4,0.19398928,9.0,3.0,0.0
0.2746063,-1.4615207,-0.48818764,-3.367645,-0.33166838,-2.672752,-0.23511927,-4.4550643,-0.37302968,-3.057024,-0.5005826,-3.1671495,-0.6339103,-1.8463405,-1.0765212,-1.7975881,-0.9111624,13.8,0.18824677,10.0,3.0,0.0
0.2830517,-1.5982443,-0.6059159,-3.952537,-0.342552,-2.9184716,-0.25353938,-4.820314,-0.3081175,-3.1948526,-0.7890307,-3.4938803,-0.7581966,-2.0246124,-1.3566213,-1.9343629,-0.9727551,16.0,0.18654591,11.0,3.0,0.0
0.28539136,-1.5542457,-0.58797866,-5.0183263,-0.49935848,-3.709499,-0.30686766,-6.141075,-0.4368176,-4.0088735,-0.7319499,-4.8897467,-1.0124571,-2.810443,-1.4228861,-2.165382,-1.2292771,14.0,0.1833087,12.0,3.0,0.0
0.2803384,-1.7073201,-0.6875537,-4.931038,-0.2633351,-3.5714102,-0.16257752,-5.7934904,-0.32321346,-3.9928114,-0.67187893,-4.471381,-0.799351,-2.6907642,-1.714899,-2.2932043,-1.4756289,15.4,0.1799455,13.0,3.0,0.0
0.27003717,-1.7940326,-0.7060319,-5.277903,-0.35403144,-3.7035024,-0.249272,-6.2223554,-0.5198509,-4.017148,-0.76946336,-5.03232,-0.9964326,-2.7299035,-2.1024246,-3.0569787,-1.3469445,19.6,0.17187189,14.0,3.0,0.0
0.27557138,-1.9286529,-0.68375385,-6.0087852,-0.54016995,-4.4015756,-0.2183698,-6.9412017,-0.49636284,-4.399026,-0.9180451,-6.275845,-1.3454666,-3.6688635,-2.4930003,-3.6055048,-1.6692996,19.0,0.1724298,15.0,3.0,0.0
0.2769909,-1.8900871,-0.77816653,-6.738858,-0.46294925,-4.873497,-0.35975692,-7.75449,-0.6787485,-4.8936706,-1.1700397,-6.6185026,-1.6213634,-3.4484785,-2.979533,-3.6176233,-1.8371271,16.0,0.17123368,16.0,3.0,0.0
0.27300134,-2.0068352,-0.8246957,-6.516311,-0.44711542,-4.7556133,-0.31120503,-7.5269327,-0.63526136,-4.6638756,-1.1621094,-7.252574,-1.3290632,-4.168197,-3.2676992,-4.1849356,-2.158929,22.0,0.16448821,17.0,3.0,0.0
0.26776254,-2.1194406,-0.84247017,-6.8154197,-0.6178814,-5.1143317,-0.3802477,-7.83254,-0.581067,-4.9494944,-1.4427726,-7.5696044,-1.9645109,-4.097147,-3.252258,-4.0458694,-2.1405523,21.2,0.1624206,18.0,3.0,0.0
0.26994836,-2.1912568,-0.9490676,-6.8766866,-0.5613501,-5.1376987,-0.420661,-7.793702,-0.85304815,-4.675401,-1.4719108,-8.316725,-1.6464927,-4.6762853,-3.9109828,-4.944667,-2.386033,21.6,0.15854289,19.0,3.0,0.0
0.26481918,-2.2866936,-0.95971555,-7.1903276,-0.60982734,-5.5118976,-0.22474428,-8.5697775,-0.7153556,-5.2368174,-1.4532517,-9.533831,-1.4875425,-5.420596,-4.2960463,-5.148692,-2.811128,25.2,0.16279711,20.0,3.0,0.0
0.27094352,-2.3410532,-1.1343933,-7.581318,-0.743559,-6.0162764,-0.42919898,-8.710374,-0.88572305,-5.3149524,-1.6732836,-9.979683,-1.6809858,-5.9692435,-4.50953,-5.476252,-2.8676233,22.8,0.15858828,21.0,3.0,0.0
0.27000332,-2.370897,-1.0770265,-8.616115,-0.70979106,-6.7689075,-0.3625667,-9.568259,-1.1721091,-5.65428,-1.9728625,-10.852561,-2.0114295,-6.36723,-5.019867,-6.3054805,-3.6699631,23.2,0.16113272,22.0,3.0,0.0
0.26600832,-2.4378302,-1.1487237,-8.097491,-0.68360084,-6.385726,-0.5226963,-10.012738,-1.2171661,-6.089817,-2.14612,-10.446943,-2.282738,-5.950355,-5.0427003,-6.136033,-3.0798085,24.4,0.15919402,23.0,3.0,0.0
0.26446316,-2.420095,-1.2985954,-8.838216,-0.44961217,-6.6786356,-0.4038495,-10.70899,-0.97291183,-6.3027334,-2.137234,-11.015327,-2.4447112,-6.11821,-5.3913608,-6.707909,-3.372484,25.4,0.15852264,24.0,3.0,0.0
0.38394073,0.000645547,0.036275506,0.03437784,0.061353862,0.0527767,0.04056553,0.021050839,-0.036959514,0.04106821,-0.011770557,0.046938837,-0.16494292,-0.06361735,-0.1566785,-0.056016345,-0.16113636,2.8,0.22506936,0.0,4.0,0.0
0.34701726,-0.33555153,-0.18269101,-0.8265459,-0.122296005,-0.8199708,-0.33714846,-1.0169443,-0.22745207,-0.6453198,-0.39386448,-0.37087327,-0.26099828,-0.37397435,-0.0652368,-0.5842537,-0.36329508,4.8,0.21307805,1.0,4.0,0.0
0.3369726,-0.47116572,-0.23877203,-0.89730227,-0.24009034,-0.9063228,-0.24563195,-1.2588362,-0.18902679,-0.8189299,-0.2918205,-0.44943666,-0.34156927,-0.46580777,-0.025573155,-0.68585575,-0.43406925,6.0,0.21534248,2.0,4.0,0.0
0.32251698,-0.5102165,-0.273874,-1.1519762,-0.23895843,-1.0764309,-0.27098435,-1.6230239,-0.20486386,-1.029449,-0.27448854,-0.6331127,-0.21845905,-0.5794318,-0.056083057,-0.92962885,-0.41579947,8.2,0.20647018,3.0,4.0,0.0
0.32024518,-0.61325926,-0.3836837,-1.3894833,-0.20733729,-1.1728641,-0.19690283,-1.7282625,-0.2363012,-1.145573,-0.27126384,-0.7623155,-0.29855162,-0.58138275,-0.14772537,-1.0442629,-0.48528978,10.6,0.20357057,4.0,4.0,0.0
0.3090866,-0.6688462,-0.41275284,-1.6959844,-0.2532636,-1.2672675,-0.24485935,-2.1316018,-0.22131537,-1.3360255,-0.52920276,-0.9798444,-0.3229622,-0.72020406,-0.20485796,-1.481937,-0.5804895,10.6,0.20600736,5.0,4.0,0.0
0.30554485,-0.7341232,-0.42489424,-2.1600502,-0.20149148,-1.4566287,-0.24053854,-2.381459,-0.16591662,-1.5042553,-0.3590807,-1.1326932,-0.30745864,-0.8690394,-0.1514297,-1.6631767,-0.65988535,9.4,0.20305634,6.0,4.0,0.0
0.3161005,-0.95014405,-0.51898324,-2.1449199,-0.26563329,-1.4209875,-0.2788585,-2.7181432,-0.3126337,-1.6989609,-0.44807887,-1.3793263,-0.51719195,-1.004528,-0.21044625,-2.4912763,-0.6902377,8.0,0.20150992,7.0,4.0,0.0
0.30969027,-0.9236941,-0.49154496,-2.8669639,-0.28162205,-1.919402,-0.33805886,-2.8987994,-0.31554618,-1.7928917,-0.5220107,-1.5984484,-0.28174737,-1.1190573,-0.2620892,-2.3794072,-0.8345809,13.0,0.19170886,8.0,4.0,0.0
0.30746558,-1.1160897,-0.5421784,-2.802557,-0.21047951,-1.8543333,-0.2974964,-3.3315485,-0.35713196,-2.0109868,-0.5903856,-1.8730104,-0.34032917,-1.2483022,-0.29276985,-2.7315845,-0.80849,9.4,0.19836493,9.0,4.0,0.0
0.31826743,-1.2219812,-0.6381225,-3.3486643,-0.21813342,-2.1877594,-0.30212098,-3.5652153,-0.27324173,-2.1216908,-0.5865478,-2.1302867,-0.4375647,-1.43795,-0.2988972,-3.1101112,-1.2913171,13.6,0.18676765,10.0,4.0,0.0
0.30473116,-1.2437085,-0.78420156,-3.1493466,-0.18834685,-1.9743589,-0.357064,-3.1991453,-0.32515466,-2.0017214,-0.53548694,-2.4819639,-0.33390993,-1.6153477,-0.4170457,-3.782891,-1.2205918,13.4,0.18524106,11.0,4.0,0.0
0.3187455,-1.2915286,-0.8927801,-3.8603857,-0.13298881,-2.491899,-0.35924986,-3.804698,-0.34508926,-2.3685951,-0.6839549,-3.0111663,-0.35035014,-1.946839,-0.4853734,-3.8534057,-1.5882008,15.6,0.17751272,12.0,4.0,0.0
0.30793518,-1.4544495,-0.9029656,-3.7230034,-0.19584805,-2.5735834,-0.27809456,-4.140849,-0.33998373,-2.6955338,-0.49865,-3.49196,-0.33785182,-2.2671504,-0.6805957,-4.180638,-1.5457385,14.0,0.18248883,13.0,4.0,0.0
0.31337878,-1.5796728,-0.9551669,-4.0064964,-0.16388208,-2.7688088,-0.32829773,-4.5721974,-0.37488088,-2.7915368,-0.6992355,-3.6489277,-0.49841088,-2.247139,-0.73065156,-4.656693,-1.5772132,16.0,0.17842242,14.0,4.0,0.0
0.30453923,-1.5623168,-1.0595868,-4.579124,-0.17301886,-3.1634083,-0.44455507,-5.2157435,-0.4134376,-3.2386115,-0.6968432,-4.371754,-0.71936,-2.6328523,-0.84434825,-5.6135807,-1.9359343,18.6,0.17348166,15.0,4.0,0.0
0.3073348,-1.7062799,-1.1817048,-4.43202,-0.17837407,-3.0127008,-0.4061236,-5.1141977,-0.46869096,-3.092121,-0.9240709,-4.410619,-0.51300126,-2.854492,-0.8034998,-5.650043,-2.370233,18.4,0.16887988,16.0,4.0,0.0
0.30532914,-1.6668528,-1.2125082,-4.8654838,-0.13892141,-3.1122978,-0.5395502,-5.219592,-0.44022378,-3.4485006,-0.8996911,-5.150899,-0.6915404,-3.122661,-1.0983092,-6.7974386,-2.3665633,18.2,0.17599322,17.0,4.0,0.0
0.3088723,-1.7320106,-1.3980162,-5.2342863,-0.15488559,-3.732023,-0.49001187,-5.878393,-0.4610401,-3.488757,-1.1553862,-5.6170464,-0.70492524,-3.2851043,-1.2889361,-7.6476154,-2.9812453,19.2,0.17358212,18.0,4.0,0.0
0.3099368,-1.8283535,-1.413976,-5.445967,-0.1504878,-3.8159647,-0.5303839,-6.6995482,-0.5250829,-4.025908,-1.1095041,-6.15417,-0.8753549,-3.663317,-1.3719894,-7.3908463,-2.9113178,22.0,0.16948178,19.0,4.0,0.0
0.30617818,-1.8721966,-1.5812128,-5.651869,-0.17952001,-3.91184,-0.58369654,-7.3019195,-0.46901098,-4.335957,-1.2590988,-7.0888624,-0.89530104,-4.030058,-1.7030537,-9.206497,-3.303313,19.8,0.17142157,20.0,4.0,0.0
0.30785793,-1.9486727,-1.568497,-6.3237114,-0.13206281,-4.3240523,-0.71471375,-6.8548946,-0.67674124,-3.9458191,-1.2083896,-7.317037,-0.81384474,-4.257722,-1.8349843,-8.890431,-3.7931025,24.2,0.15801695,21.0,4.0,0.0
0.30814943,-1.9315215,-1.6943438,-6.2930703,-0.1515153,-4.500249,-0.58233,-7.421722,-0.7698195,-4.195339,-1.1846012,-7.9219365,-0.9837511,-4.4328523,-1.9517875,-9.681062,-4.290676,21.2,0.16551094,22.0,4.0,0.0
0.3047541,-2.0432737,-1.7669886,-6.2935166,-0.13509412,-4.5448146,-0.63985735,-8.460554,-0.6670169,-4.867612,-1.6823845,-8.894699,-1.2946528,-4.819607,-2.4824677,-11.716952,-5.1217804,23.0,0.16473646,23.0,4.0,0.0
0.3125357,-2.1436424,-1.840147,-6.7088,-0.14066304,-4.783652,-0.73925483,-7.807044,-0.6411427,-4.213879,-1.8163799,-9.187322,-1.3018997,-5.034805,-2.608814,-12.789433,-5.2361875,26.6,0.15302946,24.0,4.0,0.0
0.31235993,-2.221852,-1.8205622,-7.116512,-0.12340579,-4.9249535,-0.68675727,-7.7840753,-0.8867469,-4.354272,-1.491719,-9.642875,-1.1419532,-5.516881,-2.483094,-12.411111,-5.4046865,23.4,0.16632237,25.0,4.0,0.0
0.3112607,-2.1672852,-1.8335538,-7.3751745,-0.1501763,-5.1353617,-0.61946785,-8.167514,-0.7787263,-4.7985864,-1.7450348,-9.704546,-1.4052738,-5.527768,-2.5747774,-12.69411,-5.374066,26.2,0.15138862,26.0,4.0,0.0
0.30871823,-2.159834,-2.127271,-7.6855407,-0.16051054,-5.5114756,-0.7414984,-8.935636,-0.86333764,-5.095839,-1.9188808,-10.626788,-1.6464998,-5.8044972,-2.9376273,-14.183497,-6.0876937,24.8,0.15528151,27.0,4.0,0.0
0.30177584,-2.1973822,-2.0026364,-8.316873,-0.12282901,-6.046153,-0.6658533,-10.261671,-0.7882745,-5.8112135,-2.185597,-12.497454,-1.5880578,-6.929241,-3.6132913,-15.837817,-7.0344415,27.0,0.15006143,28.0,4.0,0.0
0.29673612,-2.254599,-1.9875726,-7.8316593,-0.17554846,-5.8343787,-0.6239173,-9.655009,-0.82212836,-5.599641,-1.9186168,-11.574692,-1.5495108,-6.658023,-3.1483006,-13.470478,-6.057419,24.4,0.15911324,29.0,4.0,0.0
0.3061701,-2.419262,-2.2281382,-7.9601135,-0.18819967,-5.8540754,-0.84484047,-8.934415,-1.074222,-5.03801,-2.265092,-12.231016,-1.6321371,-6.831726,-3.5875201,-16.501009,-7.643072,31.6,0.13959546,30.0,4.0,0.0
0.29642245,-2.3199112,-2.2570357,-8.260618,-0.15326041,-6.133915,-0.87537026,-10.22531,-0.7763874,-5.8237457,-2.3806543,-13.407597,-1.9427546,-7.249382,-3.86957,-18.288652,-8.005865,30.2,0.14809063,31.0,4.0,0.0
0.30006048,-2.3476236,-2.3303046,-8.228225,-0.2112796,-6.0318575,-0.8830857,-10.108491,-0.89485013,-5.773549,-2.5077488,-13.810981,-1.9624798,-7.5874124,-4.2820935,-19.535208,-8.616485,28.4,0.1523222,32.0,4.0,0.0
0.3034731,-2.4905312,-2.259242,-9.025053,-0.13408954,-6.518269,-0.99652267,-10.52834,-0.9771763,-6.035871,-2.8507085,-14.590195,-2.309635,-7.8198147,-4.365728,-19.892265,-9.132194,27.4,0.14922383,33.0,4.0,0.0
0.29467392,-2.4268079,-2.3790724,-9.130867,-0.14706837,-6.7559767,-0.9448786,-10.933496,-1.1160563,-6.022871,-3.0847995,-15.739777,-2.1314442,-8.584335,-5.1288185,-22.166271,-10.214029,32.2,0.14835231,34.0,4.0,0.0
0.29318574,-2.3977585,-2.5294933,-9.105676,-0.1773785,-6.780749,-0.9484875,-10.294684,-0.93800694,-5.8921957,-3.1083012,-15.671273,-1.9643769,-9.030587,-4.676332,-21.335165,-10.302147,31.6,0.15366718,35.0,4.0,0.0
0.3611405,0.022566792,0.0028169325,0.03200422,0.009003781,0.027222237,0.04298009,0.021233603,-0.017951427,0.0016054891,-0.10640931,-0.11297232,-0.029804027,-0.022954376,-0.050015025,-0.15690976,-0.048571844,4.2,0.21859701,0.0,0.0,1.0
0.33546883,-0.58815396,-0.27743742,-0.64433074,-0.13945773,-0.49927202,-0.2274182,-0.78130126,-0.42550924,-0.9020225,-0.33795792,-1.047713,-0.2781472,-0.5301179,-0.19203366,-0.5692231,-0.3232738,6.6,0.20751436,1.0,0.0,1.0
0.33444813,-0.9299434,-0.34676963,-0.9948284,-0.1714453,-0.7068447,-0.2499283,-1.2044009,-0.4308388,-1.3238438,-0.2674958,-1.4363214,-0.4099236,-0.9306561,-0.0535392,-1.0631524,-0.6333359,7.2,0.20461175,2.0,0.0,1.0
0.32551524,-1.1513617,-0.40966716,-1.3176897,-0.26179063,-0.89577204,-0.27905807,-1.7582979,-0.32345673,-1.5360162,-0.4302961,-1.9048178,-0.39729497,-1.0091692,-0.23519324,-1.3587832,-0.6731837,8.8,0.19747783,3.0,0.0,1.0
0.3197873,-1.4340413,-0.43221813,-1.5862517,-0.2592623,-1.154176,-0.37830272,-2.3424225,-0.62757564,-2.0143592,-0.47779047,-2.6595209,-0.6375575,-1.3471929,-0.33959863,-1.9288784,-0.9522728,11.0,0.18722114,4.0,0.0,1.0
0.3366497,-1.7386643,-0.61986166,-2.0639422,-0.43862152,-1.6475447,-0.49576065,-2.8493388,-0.7586648,-2.619431,-0.73215914,-3.8990498,-0.8722046,-1.9838922,-0.34888867,-2.5454798,-1.3566664,13.4,0.1868317,5.0,0.0,1.0
0.32524666,-1.892789,-0.6822833,-2.505071,-0.36498782,-1.7971389,-0.476997,-3.6717517,-0.4008702,-2.8852355,-0.8856932,-4.7971816,-0.8460897,-2.2258773,-0.8738929,-3.70087,-1.4728761,16.6,0.17923824,6.0,0.0,1.0
0.3110727,-2.1005504,-0.87321484,-2.5324156,-0.56114626,-1.8070718,-0.5583189,-3.896291,-0.6332122,-2.8685336,-0.9275678,-5.6349454,-0.77322316,-2.8975673,-0.77749246,-4.3417478,-1.6030221,22.6,0.16349821,7.0,0.0,1.0
0.310411,-2.2898872,-0.9657614,-3.0804076,-0.6119949,-2.1131952,-0.6385831,-4.400698,-0.5939648,-3.4060457,-1.0086435,-7.0682144,-0.9094657,-3.6366913,-1.1034315,-5.0295587,-2.0798542,20.0,0.1583145,8.0,0.0,1.0
0.32489434,-2.576862,-1.2069968,-3.3956788,-0.73422104,-2.3572752,-0.6403896,-4.7963867,-0.7908025,-3.7022288,-1.1911721,-8.5672035,-1.1444012,-4.5947104,-1.0792415,-6.1492968,-2.3307128,21.8,0.16108143,9.0,0.0,1.0
0.30958098,-2.7027087,-1.2448792,-3.2773547,-0.7836083,-2.3514514,-0.5371863,-5.330464,-0.6913848,-3.7456012,-1.4896265,-9.144703,-0.92799515,-4.445833,-1.9625775,-6.998313,-2.928661,21.4,0.15721533,10.0,0.0,1.0
0.31598794,-2.8383794,-1.5654135,-3.9244487,-0.7830435,-2.6720397,-0.6818817,-6.219495,-0.70001566,-4.2998433,-1.686268,-10.3650055,-1.4269017,-5.311087,-2.141133,-8.196398,-2.9479373,30.0,0.1406348,11.0,0.0,1.0
0.31002176,-2.880639,-1.6529309,-4.1799626,-0.8377528,-2.8289218,-0.80001974,-6.6814313,-0.7672682,-4.3877444,-1.7681031,-12.044549,-1.4334291,-6.038444,-2.4476514,-8.332946,-3.1847692,26.0,0.14513776,12.0,0.0,1.0
0.3095448,-2.9766765,-1.6359586,-4.592688,-0.74635917,-3.2107139,-0.75586265,-6.9886723,-0.8903828,-4.922666,-2.2763734,-13.396939,-1.7293001,-7.3471184,-2.4672325,-8.5815115,-3.6928961,31.4,0.13744241,13.0,0.0,1.0
0.32550293,-3.1910732,-1.783008,-5.091382,-0.9693909,-3.3176062,-0.9871775,-7.893409,-0.9967943,-5.0559297,-2.6584811,-14.804255,-2.076023,-7.389602,-3.2644491,-10.511165,-4.6497064,31.8,0.14184245,14.0,0.0,1.0
0.32683367,-3.305087,-1.9856815,-5.159411,-0.9991208,-3.4417596,-0.9099808,-8.144744,-0.92922527,-5.2408504,-2.8239467,-15.080817,-1.9094322,-8.203816,-2.9623199,-11.180295,-4.440275,31.8,0.13648367,15.0,0.0,1.0
0.32497478,-3.3522773,-2.0169048,-5.767793,-1.0492635,-3.7760997,-1.092849,-8.431198,-0.9275039,-5.6148944,-3.1754112,-16.130875,-2.2056398,-8.863426,-3.195397,-12.076612,-4.8006845,35.6,0.12960799,16.0,0.0,1.0
0.32283118,-3.4280026,-2.2739406,-5.8450804,-1.057096,-3.8964186,-1.2149425,-8.707488,-1.1119128,-5.565736,-3.3755639,-17.163242,-2.1747632,-9.584231,-3.6013734,-13.083641,-5.204405,34.0,0.1295149,17.0,0.0,1.0
0.31819394,-3.4459631,-2.2447355,-6.006445,-1.0464814,-3.8078232,-1.3748302,-8.996443,-1.2720488,-5.523452,-3.7727785,-17.093647,-2.2509158,-9.584357,-3.2296076,-13.567755,-5.4004087,36.0,0.13400057,18.0,0.0,1.0
0.3269224,-3.5125782,-2.6257725,-6.809813,-1.5187674,-4.4436154,-1.1914502,-9.067311,-1.1598346,-5.7609043,-4.10549,-18.472525,-2.5544949,-10.279368,-3.8878145,-15.018843,-6.4075933,36.2,0.11933513,19.0,0.0,1.0
0.32722032,-3.6363757,-2.4273317,-6.635033,-1.105281,-3.9878063,-1.550798,-10.58746,-1.195952,-6.428706,-4.8724,-21.246674,-2.5928943,-11.631917,-4.9233885,-17.491333,-7.0988827,40.8,0.12085967,20.0,0.0,1.0
0.31521976,-3.5394912,-2.6152675,-6.80101,-1.0216229,-4.35335,-1.2830602,-11.196517,-1.0834469,-6.683098,-5.0983744,-21.244715,-3.1118798,-11.842998,-5.154189,-18.209742,-7.8204813,40.4,0.121608414,21.0,0.0,1.0
0.31834367,-3.5733879,-2.7887743,-6.9458413,-1.1527565,-4.4318275,-1.5784879,-11.242104,-1.342032,-6.7785125,-4.4685607,-21.978426,-3.216985,-11.760425,-5.176361,-18.86726,-8.0236225,41.0,0.11368342,22.0,0.0,1.0
0.31579614,-3.705477,-2.5741792,-7.050956,-1.0254656,-4.4727235,-1.4423361,-11.975531,-1.2542826,-6.9926357,-5.3330913,-24.804796,-3.2536242,-13.255536,-6.2358046,-21.506968,-8.977238,43.4,0.112574674,23.0,0.0,1.0
0.31747222,-3.5597756,-3.058225,-6.97601,-1.3627952,-4.438877,-1.7566464,-11.810582,-1.2539382,-6.915169,-5.371211,-24.697088,-3.197282,-13.352371,-5.996333,-21.72578,-9.485928,41.0,0.116286896,24.0,0.0,1.0
0.31165892,-3.665017,-2.8131337,-7.158045,-1.2113278,-4.576312,-1.5756874,-12.134517,-1.2595989,-7.243977,-5.3637214,-24.952475,-3.3405988,-13.643419,-6.021492,-22.111645,-8.963931,43.2,0.119283065,25.0,0.0,1.0
0.31574616,-3.7293782,-3.0162294,-7.621905,-1.1238378,-4.7764177,-1.798034,-13.210819,-1.4107366,-7.798545,-5.718999,-28.695034,-3.3107555,-16.255999,-6.2780867,-25.104164,-10.2235565,40.4,0.122316375,26.0,0.0,1.0
0.31887683,-3.8566155,-3.1016417,-7.5935464,-1.1082247,-4.942365,-1.9836698,-12.935938,-1.5490905,-7.5419292,-6.0945573,-29.019978,-3.685967,-15.961082,-7.023806,-26.865602,-11.066639,39.2,0.12319408,27.0,0.0,1.0
0.32040283,-3.8117537,-3.457378,-8.011324,-1.4112537,-5.4521546,-1.8813785,-13.584245,-1.4362296,-7.897178,-6.476948,-29.49992,-3.7375014,-16.89898,-6.720865,-26.532768,-11.056678,44.2,0.115472615,28.0,0.0,1.0
0.36724174,0.0140911,0.0024907936,0.037475802,-0.016313074,-0.010400363,-0.0102691585,-0.027963815,-0.014589877,-0.042891324,0.005861107,-0.04090449,-0.007887053,0.026370563,-0.11021902,-0.10541062,-0.017015722,4.4,0.21467432,0.0,1.0,1.0
0.33533126,-0.5487495,-0.39461058,-0.65066427,-0.29023764,-0.5500829,-0.5618513,-0.7469866,-0.3106479,-0.58107877,-0.23610678,-1.1201524,-0.17611897,-0.47561103,-0.2545379,-0.7385285,-0.5184681,8.0,0.20416744,1.0,1.0,1.0
0.32739806,-0.8474275,-0.43318418,-0.9225247,-0.31015083,-0.7585251,-0.4369467,-1.2414678,-0.36100212,-0.854073,-0.46618602,-1.6439583,-0.44010815,-0.771293,-0.15051472,-1.2246987,-0.7180313,9.8,0.194181,2.0,1.0,1.0
0.319286,-0.95500094,-0.52094865,-1.3511844,-0.4096277,-0.91320395,-0.6824472,-1.5750704,-0.41123214,-0.9728546,-0.5496951,-2.252482,-0.4626312,-1.2509253,-0.11799488,-1.9067727,-0.95689005,10.6,0.19297448,3.0,1.0,1.0
0.32858768,-1.3100357,-0.6032641,-1.8224888,-0.25929764,-1.213759,-0.46006453,-2.1830692,-0.2881226,-1.3361455,-0.8843777,-3.1510158,-0.58601946,-1.4834588,-0.21906298,-2.6242867,-1.0246305,12.0,0.18865511,4.0,1.0,1.0
0.3094855,-1.4103643,-0.726971,-2.0110483,-0.7214297,-1.3515648,-0.65495104,-2.2136874,-0.558407,-1.2902418,-0.85033125,-4.2801704,-0.5802748,-2.1630096,-0.24864608,-3.385335,-1.1186998,14.4,0.17976794,5.0,1.0,1.0
0.3102823,-1.5452608,-0.9186905,-2.4162047,-0.61611545,-1.5794132,-0.6864165,-2.4393775,-0.5785954,-1.3351579,-1.173931,-4.8241477,-0.6654162,-2.341111,-0.35406363,-4.6499367,-1.4892839,13.8,0.18219937,6.0,1.0,1.0
0.315048,-1.7106584,-1.0954702,-2.6820557,-0.6307203,-1.8602178,-0.8193596,-3.1159797,-0.7139415,-1.7304525,-1.3014721,-6.4547033,-0.66001475,-3.854406,-0.47427568,-5.168668,-1.9270085,19.4,0.16507708,7.0,1.0,1.0
0.31591627,-1.9438852,-1.1847725,-3.0362704,-0.82434374,-2.0423543,-0.76606554,-3.3311505,-0.65473783,-1.7093048,-1.6257769,-7.9320416,-0.64737856,-4.1177115,-0.74118596,-6.3205113,-2.2460077,23.6,0.15420082,8.0,1.0,1.0
0.33662027,-2.2471354,-1.4918449,-3.33101,-0.96443355,-2.3534467,-0.7619597,-3.5130668,-0.6414551,-1.7416005,-1.7987994,-8.9175625,-0.6522005,-4.719124,-0.8559036,-7.5897484,-2.6901708,25.2,0.153241,9.0,1.0,1.0
0.31919512,-2.1938539,-1.696886,-3.5569384,-1.0502394,-2.344344,-0.81136936,-4.1048484,-0.8212238,-1.8117576,-2.0456307,-10.294044,-0.8147566,-5.494081,-1.0543047,-8.267278,-2.6936023,25.2,0.14999238,10.0,1.0,1.0
0.3280312,-2.5205355,-1.8197575,-3.8799698,-1.3243657,-2.5123217,-0.86532956,-3.9952085,-0.8284199,-1.8578143,-2.3880067,-11.694043,-1.1509475,-5.8765635,-1.4708254,-9.420637,-3.572327,28.4,0.1458641,11.0,1.0,1.0
0.31871343,-2.495931,-1.8793404,-4.0610204,-1.2384276,-2.7864394,-0.6874853,-4.69147,-0.7372022,-2.1738102,-2.7563212,-13.700701,-0.9345663,-7.7267876,-1.5760332,-11.389373,-4.2054524,30.6,0.13465923,12.0,1.0,1.0
0.34525728,-2.8048742,-1.9875158,-4.622891,-1.2352928,-3.0824974,-0.90376276,-4.9414883,-0.99161243,-2.165417,-2.8164713,-14.377892,-0.8699446,-7.851943,-1.8497205,-11.463152,-4.280445,32.4,0.13988179,13.0,1.0,1.0
0.31840825,-2.4770741,-2.2662244,-4.9600477,-1.5637717,-3.2840781,-0.874013,-5.095178,-1.045021,-2.2712586,-2.8597133,-14.853845,-1.1347305,-8.254315,-1.8666115,-11.973477,-4.582324,34.2,0.12672374,14.0,1.0,1.0
0.30898908,-2.4782705,-2.287733,-4.715463,-1.3844459,-3.160837,-0.9901163,-5.789132,-0.9545955,-2.5186255,-3.4028997,-17.3638,-1.2785491,-9.434975,-2.5064874,-14.494211,-5.2870092,36.8,0.12962401,15.0,1.0,1.0
0.32149416,-2.8282633,-2.3067062,-5.157989,-1.268473,-3.230796,-1.1029034,-6.014325,-0.9300468,-2.7001896,-3.7197077,-17.637785,-1.4759436,-10.087898,-2.6189704,-14.656908,-6.1445003,38.4,0.1212097,16.0,1.0,1.0
0.31642923,-2.7476423,-2.458258,-5.389438,-1.4577638,-3.4380176,-0.99077463,-6.145395,-0.91742927,-2.8108428,-3.865687,-19.094793,-1.2850562,-11.088844,-2.660753,-16.434446,-6.567696,35.8,0.12857358,17.0,1.0,1.0
0.3067096,-2.6924973,-2.461291,-5.816843,-1.513261,-3.607741,-1.1735823,-6.2848654,-1.0579942,-2.768413,-3.8892527,-20.565216,-1.268003,-12.66325,-2.5073814,-16.509172,-6.6213927,37.6,0.12621526,18.0,1.0,1.0
0.30060184,-2.6435134,-2.5280895,-5.716714,-1.4333825,-3.6873658,-1.3232082,-6.6451616,-1.3397939,-2.644665,-4.6615214,-22.681162,-1.3434668,-13.603932,-3.1525779,-19.29605,-7.559429,37.0,0.12302337,19.0,1.0,1.0
