Layer1,Layer2,acc,avg_loss,epoch,run,model_name
0.16948657,-0.2779795,-0.25721967,-0.12191382,7.6,0.1943232,1.0,2.0,vgg_medium+
0.17304122,-0.4669106,-0.43189386,-0.31150877,17.6,0.17352809,2.0,2.0,vgg_medium+
0.16715743,-0.526326,-0.81651545,-0.37278736,22.4,0.15962565,3.0,2.0,vgg_medium+
0.18450369,-0.6743717,-0.9855848,-0.5698602,22.8,0.1563162,4.0,2.0,vgg_medium+
0.18853028,-0.73429483,-1.2880088,-0.6014987,28.6,0.14581726,5.0,2.0,vgg_medium+
0.19109778,-0.7987761,-1.4153273,-0.75753075,24.8,0.145725,6.0,2.0,vgg_medium+
0.18730974,-0.8389584,-1.5462154,-0.8483525,30.0,0.13774516,7.0,2.0,vgg_medium+
0.18406713,-0.8800997,-1.6517228,-0.909028,31.8,0.12837999,8.0,2.0,vgg_medium+
0.17532249,-0.8950437,-1.5744102,-0.9635998,32.6,0.13203947,9.0,2.0,vgg_medium+
0.17897391,-0.9492109,-1.8479309,-0.900574,32.6,0.12843573,10.0,2.0,vgg_medium+
0.18203592,-1.0359828,-1.7864075,-0.9294306,37.0,0.12275292,11.0,2.0,vgg_medium+
0.16894384,-1.021291,-1.8459855,-0.98420125,33.8,0.1286939,12.0,2.0,vgg_medium+
0.1599089,-1.066185,-1.825916,-1.005159,41.2,0.11556572,13.0,2.0,vgg_medium+
0.1550428,-1.0693582,-2.0222666,-1.0266243,38.6,0.118132055,14.0,2.0,vgg_medium+
0.15016066,-1.0963844,-1.8956223,-0.97415906,39.0,0.119757295,15.0,2.0,vgg_medium+
0.1495617,-1.1156906,-1.9826106,-0.97619754,43.4,0.115515746,16.0,2.0,vgg_medium+
0.14904961,-1.1425797,-2.0410125,-1.0006512,43.0,0.11361146,17.0,2.0,vgg_medium+
0.14222822,-1.1691805,-1.9300147,-1.0093627,41.6,0.11086716,18.0,2.0,vgg_medium+
0.14228095,-1.1722593,-1.9894986,-1.0762078,43.4,0.10973261,19.0,2.0,vgg_medium+
0.122845426,-1.1224746,-1.925916,-1.0541942,47.0,0.10113046,20.0,2.0,vgg_medium+
0.12640925,-1.2070773,-2.029007,-0.96300805,42.0,0.106339596,21.0,2.0,vgg_medium+
0.11504937,-1.2055731,-1.8496228,-1.0337545,47.6,0.10672046,22.0,2.0,vgg_medium+
0.10526873,-1.2131236,-1.7982768,-0.97316664,43.4,0.107605554,23.0,2.0,vgg_medium+
0.10553067,-1.220199,-1.9584107,-0.97303975,44.4,0.106586,24.0,2.0,vgg_medium+
0.10095025,-1.2323043,-1.8189003,-1.016693,45.0,0.09982764,25.0,2.0,vgg_medium+
0.102000214,-1.205182,-1.7664515,-0.95508295,45.2,0.10504283,26.0,2.0,vgg_medium+
0.09475819,-1.191839,-1.9571916,-0.94994026,44.8,0.10263735,27.0,2.0,vgg_medium+
0.09358318,-1.2086068,-1.805479,-1.0213804,44.4,0.10481526,28.0,2.0,vgg_medium+
0.08844754,-1.202382,-1.8310393,-0.91748214,43.8,0.10584557,29.0,2.0,vgg_medium+
0.076424055,-1.1934785,-1.7683629,-0.94915557,44.4,0.10625011,30.0,2.0,vgg_medium+
0.073042355,-1.2062702,-1.7195445,-0.9575622,44.2,0.10603531,31.0,2.0,vgg_medium+
0.07367105,-1.24094,-1.7719448,-0.8959112,52.4,0.09174005,32.0,2.0,vgg_medium+
0.07131331,-1.2143961,-1.71641,-0.9547897,46.2,0.1068269,33.0,2.0,vgg_medium+
0.06414926,-1.1683356,-1.6492807,-0.9187442,49.2,0.09814667,34.0,2.0,vgg_medium+
0.06278141,-1.1911407,-1.6731869,-0.87593657,42.2,0.11130075,35.0,2.0,vgg_medium+
0.055483554,-1.1681745,-1.693,-0.91092545,49.8,0.09993508,36.0,2.0,vgg_medium+
0.049890757,-1.1307684,-1.6383656,-0.82763344,49.8,0.094594195,37.0,2.0,vgg_medium+
0.05011962,-1.1940632,-1.5770053,-0.8921026,44.2,0.10444661,38.0,2.0,vgg_medium+
0.04448049,-1.1363312,-1.6615968,-0.8301302,46.6,0.10279385,39.0,2.0,vgg_medium+
0.045683842,-1.1723105,-1.6423526,-0.8403803,45.2,0.105635285,40.0,2.0,vgg_medium+
0.04257685,-1.1720424,-1.5250517,-0.89373285,43.8,0.10794313,41.0,2.0,vgg_medium+
0.03521307,-1.1357096,-1.5746529,-0.828372,46.2,0.1019552,42.0,2.0,vgg_medium+
0.17678136,0.15568756,0.14870158,0.12383472,3.6,0.21783659,0.0,3.0,vgg_medium+
0.16538848,-0.2631904,-0.20691095,-0.46411043,12.8,0.19480748,1.0,3.0,vgg_medium+
0.16150224,-0.42340446,-0.527994,-0.51655155,15.4,0.17445998,2.0,3.0,vgg_medium+
0.17943744,-0.5925979,-0.7875075,-0.6472382,18.6,0.16540441,3.0,3.0,vgg_medium+
0.17326936,-0.64756596,-0.9916261,-0.6802779,24.4,0.1497819,4.0,3.0,vgg_medium+
0.17763622,-0.70565045,-1.2432135,-0.88627887,28.6,0.13782212,5.0,3.0,vgg_medium+
0.1834774,-0.7907823,-1.364018,-0.87610763,30.0,0.13608794,6.0,3.0,vgg_medium+
0.1637754,-0.7953824,-1.3921196,-0.9499442,33.0,0.12954605,7.0,3.0,vgg_medium+
0.16121867,-0.8607991,-1.4545642,-1.0401759,34.2,0.12612766,8.0,3.0,vgg_medium+
0.1613036,-0.8719038,-1.6357965,-0.9543318,38.6,0.11740216,9.0,3.0,vgg_medium+
0.1490217,-0.9014027,-1.7110618,-0.9995536,37.2,0.12631372,10.0,3.0,vgg_medium+
0.14981586,-0.9276171,-1.6965973,-0.99836683,38.0,0.11704503,11.0,3.0,vgg_medium+
0.14663275,-0.97611773,-1.721822,-1.0828537,37.4,0.12514822,12.0,3.0,vgg_medium+
0.14083482,-0.9787104,-1.7901733,-1.1122128,36.0,0.12053524,13.0,3.0,vgg_medium+
0.1357876,-1.0170661,-1.7367592,-1.0746524,39.6,0.11438515,14.0,3.0,vgg_medium+
0.138912,-1.0428606,-1.7721983,-1.1126689,42.0,0.11198883,15.0,3.0,vgg_medium+
0.12434419,-1.01524,-1.7902459,-1.0913273,42.8,0.11021783,16.0,3.0,vgg_medium+
0.127027,-1.0499929,-1.8411728,-1.0948551,39.0,0.11777246,17.0,3.0,vgg_medium+
0.11896206,-1.0373933,-1.8202341,-1.0913557,40.6,0.11952194,18.0,3.0,vgg_medium+
0.114363596,-1.0837499,-1.8659126,-1.073986,44.4,0.11040936,19.0,3.0,vgg_medium+
0.11348667,-1.136154,-1.8340551,-1.1475661,42.0,0.10999979,20.0,3.0,vgg_medium+
0.10867789,-1.0975372,-1.7660769,-1.1026082,40.2,0.11491169,21.0,3.0,vgg_medium+
0.101348095,-1.0965664,-1.7721162,-1.0642135,42.8,0.11620732,22.0,3.0,vgg_medium+
0.09630046,-1.0976723,-1.834007,-1.152822,42.4,0.11510359,23.0,3.0,vgg_medium+
0.09248639,-1.1451684,-1.7452035,-1.040471,45.2,0.10164975,24.0,3.0,vgg_medium+
0.08487998,-1.13405,-1.7385821,-1.0508698,47.0,0.10767639,25.0,3.0,vgg_medium+
0.08415334,-1.1450131,-1.721004,-1.1001935,41.6,0.10701324,26.0,3.0,vgg_medium+
0.07992916,-1.1009192,-1.6761525,-1.1013261,41.4,0.113957085,27.0,3.0,vgg_medium+
0.08212864,-1.203047,-1.6280085,-1.0319222,42.4,0.1075383,28.0,3.0,vgg_medium+
0.07580877,-1.1621585,-1.7027204,-0.98868185,44.6,0.10578294,29.0,3.0,vgg_medium+
0.06346502,-1.1320353,-1.6703495,-1.0770632,45.6,0.10098384,30.0,3.0,vgg_medium+
0.059022646,-1.1745615,-1.6549588,-1.0701516,43.2,0.10069171,31.0,3.0,vgg_medium+
0.06405244,-1.1133957,-1.6366358,-1.0261066,49.4,0.09634511,32.0,3.0,vgg_medium+
0.054543402,-1.1322935,-1.6144891,-1.0404696,43.2,0.106286384,33.0,3.0,vgg_medium+
0.05537907,-1.1460696,-1.480869,-0.9939039,41.4,0.11381559,34.0,3.0,vgg_medium+
0.0507964,-1.1621294,-1.5350105,-1.0002636,43.2,0.10790715,35.0,3.0,vgg_medium+
0.046247315,-1.131483,-1.5253856,-1.0107074,45.2,0.10387774,36.0,3.0,vgg_medium+
0.04785709,-1.1216468,-1.4356598,-0.9820669,45.0,0.10785079,37.0,3.0,vgg_medium+
0.04141895,-1.1231159,-1.4427466,-0.9898515,48.6,0.097600915,38.0,3.0,vgg_medium+
0.03721065,-1.0939332,-1.4457747,-0.97627586,42.8,0.1083879,39.0,3.0,vgg_medium+
0.03604726,-1.1000328,-1.4139255,-0.91607946,46.2,0.10751127,40.0,3.0,vgg_medium+
0.039773323,-1.1330869,-1.3771514,-0.91810036,48.0,0.10372098,41.0,3.0,vgg_medium+
0.025785165,-1.033343,-1.3764648,-0.9024383,47.2,0.0987727,42.0,3.0,vgg_medium+
0.19143431,0.18807225,0.19108437,0.03380337,3.6,0.21283019,0.0,4.0,vgg_medium+
0.15859233,-0.28599024,-0.27460942,-0.118646435,9.4,0.19356072,1.0,4.0,vgg_medium+
0.1608539,-0.42011607,-0.5627897,-0.34884357,18.0,0.17974287,2.0,4.0,vgg_medium+
0.16614811,-0.606429,-0.7669746,-0.47830948,21.4,0.16056286,3.0,4.0,vgg_medium+
0.15736726,-0.6777246,-0.9676663,-0.56385654,26.8,0.14728948,4.0,4.0,vgg_medium+
0.16536826,-0.7761233,-1.1318169,-0.7350068,32.8,0.1321937,5.0,4.0,vgg_medium+
0.16107279,-0.83680844,-1.293588,-0.735044,30.8,0.13608555,6.0,4.0,vgg_medium+
0.15767434,-0.89735204,-1.3495554,-0.8359789,31.8,0.13370028,7.0,4.0,vgg_medium+
0.15267189,-0.90541625,-1.4623882,-0.82647115,36.2,0.13054766,8.0,4.0,vgg_medium+
0.14905718,-0.9378564,-1.5730879,-0.8189665,35.8,0.12728241,9.0,4.0,vgg_medium+
0.15162201,-0.99950004,-1.6508981,-0.86007535,32.0,0.124072626,10.0,4.0,vgg_medium+
0.14542939,-1.0680422,-1.5742215,-1.0378109,37.0,0.12675665,11.0,4.0,vgg_medium+
0.14242089,-1.116603,-1.778553,-0.9749534,40.0,0.11628673,12.0,4.0,vgg_medium+
0.12909251,-1.1123372,-1.6829563,-0.9827642,36.4,0.123142764,13.0,4.0,vgg_medium+
0.13079517,-1.1540871,-1.609534,-1.061564,43.4,0.109555125,14.0,4.0,vgg_medium+
0.12343408,-1.179796,-1.6997685,-1.0056013,40.4,0.112376675,15.0,4.0,vgg_medium+
0.13143986,-1.2537177,-1.5927619,-1.0384414,41.2,0.11491454,16.0,4.0,vgg_medium+
0.111878164,-1.2042507,-1.7308664,-0.9002976,39.4,0.11627378,17.0,4.0,vgg_medium+
0.11744455,-1.3283312,-1.7368184,-1.0336715,41.0,0.115725085,18.0,4.0,vgg_medium+
0.11634586,-1.2927927,-1.7797134,-1.0033301,42.8,0.107002355,19.0,4.0,vgg_medium+
0.09998173,-1.2344973,-1.7983212,-0.94231594,38.8,0.115023375,20.0,4.0,vgg_medium+
0.09900433,-1.2907932,-1.7021511,-0.9823314,42.0,0.11529072,21.0,4.0,vgg_medium+
0.09111884,-1.254793,-1.7217859,-1.0411203,41.8,0.11605348,22.0,4.0,vgg_medium+
0.10736793,-1.3565271,-1.8043338,-1.05792,40.4,0.11598762,23.0,4.0,vgg_medium+
0.0845473,-1.2621154,-1.7461973,-0.93549216,43.6,0.10856967,24.0,4.0,vgg_medium+
0.086995274,-1.3293581,-1.711092,-1.0102978,38.4,0.11294868,25.0,4.0,vgg_medium+
0.085062966,-1.3391473,-1.7898542,-0.94928366,45.2,0.10408471,26.0,4.0,vgg_medium+
0.0751804,-1.2430329,-1.7453083,-0.9798876,42.0,0.11188434,27.0,4.0,vgg_medium+
0.0683577,-1.273109,-1.6199304,-0.9644558,44.2,0.10849851,28.0,4.0,vgg_medium+
0.065689966,-1.2783364,-1.6823223,-0.9479905,43.8,0.10142841,29.0,4.0,vgg_medium+
0.05381944,-1.2073818,-1.6960914,-0.86509055,44.2,0.109867394,30.0,4.0,vgg_medium+
0.057554264,-1.2592697,-1.6108136,-0.8887218,43.6,0.107036926,31.0,4.0,vgg_medium+
0.051168196,-1.2683331,-1.517179,-0.93894553,46.4,0.107578956,32.0,4.0,vgg_medium+
0.054247178,-1.298376,-1.5613887,-0.9134443,45.4,0.10153041,33.0,4.0,vgg_medium+
0.047015134,-1.220938,-1.5717896,-0.87891257,46.0,0.10091289,34.0,4.0,vgg_medium+
0.03958184,-1.2374233,-1.5509015,-0.90851533,49.0,0.09929446,35.0,4.0,vgg_medium+
0.039397746,-1.2234546,-1.5271621,-0.8302423,41.8,0.10838882,36.0,4.0,vgg_medium+
0.04209128,-1.2591491,-1.4998815,-0.843673,44.8,0.105503656,37.0,4.0,vgg_medium+
0.041764975,-1.2378951,-1.4556046,-0.8412544,45.4,0.10539512,38.0,4.0,vgg_medium+
0.033135217,-1.2422204,-1.4980901,-0.8388774,47.0,0.10133524,39.0,4.0,vgg_medium+
0.026313081,-1.2291371,-1.4730101,-0.7846553,45.4,0.10575919,40.0,4.0,vgg_medium+
0.025100313,-1.2231642,-1.375277,-0.82616955,48.8,0.09568362,41.0,4.0,vgg_medium+
0.020212384,-1.1897249,-1.4193563,-0.78589183,46.4,0.10818329,42.0,4.0,vgg_medium+
0.013129118,-1.1597828,-1.3913511,-0.78886944,50.4,0.10329429,43.0,4.0,vgg_medium+
0.0201668,-1.2172002,-1.3756872,-0.7785077,50.0,0.09789445,44.0,4.0,vgg_medium+
0.016292896,-1.1651975,-1.3947582,-0.77786607,51.0,0.098693825,45.0,4.0,vgg_medium+
0.008744054,-1.1289637,-1.3674449,-0.7496031,46.0,0.10658673,46.0,4.0,vgg_medium+
0.0138465995,-1.1656607,-1.3703061,-0.72484434,47.4,0.10151819,47.0,4.0,vgg_medium+
0.005496364,-1.1258337,-1.325495,-0.75203216,46.8,0.101672925,48.0,4.0,vgg_medium+
0.00060182344,-1.1146477,-1.2329575,-0.7350951,48.4,0.103925005,49.0,4.0,vgg_medium+
0.008071443,-1.1042804,-1.2678746,-0.7798913,49.0,0.09427914,50.0,4.0,vgg_medium+
-0.00080261374,-1.0836838,-1.299743,-0.71976155,45.4,0.10611336,51.0,4.0,vgg_medium+
0.0013686157,-1.1296737,-1.2262602,-0.75129735,48.4,0.10196297,52.0,4.0,vgg_medium+
-0.001613519,-1.0761945,-1.3002632,-0.6931123,46.8,0.09785857,53.0,4.0,vgg_medium+
-0.004005183,-1.0742706,-1.2205995,-0.67085916,46.8,0.10376569,54.0,4.0,vgg_medium+
-0.003904224,-1.0655584,-1.1609218,-0.7017889,47.8,0.102485254,55.0,4.0,vgg_medium+
-0.00586914,-1.056574,-1.1585414,-0.615257,50.0,0.09427601,56.0,4.0,vgg_medium+
-0.008330478,-1.052767,-1.1233686,-0.65731525,45.4,0.10826246,57.0,4.0,vgg_medium+
-0.01054193,-1.0496416,-1.1029867,-0.64077896,43.8,0.11096339,58.0,4.0,vgg_medium+
-0.017063638,-1.0434822,-1.1497322,-0.6552667,47.4,0.0981076,59.0,4.0,vgg_medium+
-0.012363971,-1.0668483,-1.1033794,-0.6187469,48.0,0.09415127,60.0,4.0,vgg_medium+
0.18116309,0.1671753,0.17573369,0.17551884,0.090524726,3.8,0.21161895,0.0,0.0,vgg_large
0.1894154,-0.32740235,-0.1044236,0.061301682,-0.35423973,9.0,0.19200842,1.0,0.0,vgg_large
0.1682131,-0.39461672,-0.2563352,-0.16396864,-0.50730294,14.6,0.18184182,2.0,0.0,vgg_large
0.17742984,-0.5354454,-0.42195612,-0.2744747,-0.77102464,18.2,0.17513756,3.0,0.0,vgg_large
0.17061318,-0.67237324,-0.54664665,-0.38542223,-0.62274367,23.8,0.14998952,4.0,0.0,vgg_large
0.16435778,-0.7195821,-0.6637154,-0.54890877,-0.7026098,23.8,0.15178071,5.0,0.0,vgg_large
0.16108522,-0.7944271,-0.82616174,-0.5921539,-0.7294807,29.6,0.13829978,6.0,0.0,vgg_large
0.16768433,-0.8568468,-0.81856966,-0.73002774,-0.80255234,31.4,0.1360357,7.0,0.0,vgg_large
0.15444928,-0.8586723,-0.9490387,-0.7492815,-0.78891975,34.0,0.13024116,8.0,0.0,vgg_large
0.1654818,-0.9370139,-0.979218,-0.85585105,-0.87201995,36.6,0.12548529,9.0,0.0,vgg_large
0.15571764,-0.9328851,-0.97055733,-0.8880015,-0.8816687,37.4,0.12080099,10.0,0.0,vgg_large
0.15377691,-1.0158777,-1.0024099,-0.9774739,-0.84849346,35.6,0.12322024,11.0,0.0,vgg_large
0.14511004,-1.0039077,-1.1293918,-0.9738554,-0.8558065,37.4,0.120585814,12.0,0.0,vgg_large
0.14724146,-1.0676931,-1.139379,-1.0418367,-0.8919153,41.0,0.108016,13.0,0.0,vgg_large
0.1427633,-1.0587726,-1.1403984,-1.0971807,-0.9476626,42.0,0.11021899,14.0,0.0,vgg_large
0.14645463,-1.112173,-1.1605237,-1.100445,-0.9203913,42.6,0.11236664,15.0,0.0,vgg_large
0.13523506,-1.0679332,-1.3028295,-1.0996901,-0.84068024,42.6,0.11288029,16.0,0.0,vgg_large
0.13443764,-1.0870047,-1.304633,-1.0892794,-0.9103813,42.2,0.111090325,17.0,0.0,vgg_large
0.13774872,-1.1234908,-1.4101698,-1.1040459,-0.8831545,42.0,0.10957809,18.0,0.0,vgg_large
0.13378546,-1.1611989,-1.2841985,-1.2578738,-0.8570689,43.8,0.11019641,19.0,0.0,vgg_large
0.13166106,-1.1637441,-1.3807234,-1.1731951,-0.8337781,44.8,0.10499807,20.0,0.0,vgg_large
0.123515666,-1.1403648,-1.3841913,-1.2107579,-0.8966646,42.8,0.11007629,21.0,0.0,vgg_large
0.1206073,-1.1928016,-1.3544704,-1.1956853,-0.81704545,47.4,0.10116835,22.0,0.0,vgg_large
0.11948313,-1.1651001,-1.4556823,-1.1157442,-0.81446165,44.8,0.10292723,23.0,0.0,vgg_large
0.11093639,-1.2073643,-1.4274601,-1.1433423,-0.7830569,42.8,0.10569383,24.0,0.0,vgg_large
0.11345552,-1.2161051,-1.4098834,-1.1428765,-0.8625555,44.2,0.107368685,25.0,0.0,vgg_large
0.1078877,-1.19306,-1.3992933,-1.2098103,-0.8151972,42.6,0.105232894,26.0,0.0,vgg_large
0.10929858,-1.2174544,-1.3418771,-1.1973984,-0.8573762,50.0,0.09555501,27.0,0.0,vgg_large
0.10963578,-1.232857,-1.3673091,-1.2173774,-0.83568525,46.4,0.104439974,28.0,0.0,vgg_large
0.093430586,-1.193454,-1.3957431,-1.1713185,-0.8508802,50.0,0.09564941,29.0,0.0,vgg_large
0.097440556,-1.2082044,-1.4257786,-1.2394814,-0.8233587,48.0,0.099459104,30.0,0.0,vgg_large
0.09561293,-1.1875558,-1.3507938,-1.1529557,-0.7994242,45.0,0.10284066,31.0,0.0,vgg_large
0.093319036,-1.1828701,-1.354709,-1.1279502,-0.81530774,45.4,0.10256144,32.0,0.0,vgg_large
0.08565146,-1.1584617,-1.3789004,-1.1937448,-0.78584456,48.2,0.099086866,33.0,0.0,vgg_large
0.08398778,-1.1884807,-1.3122721,-1.1852508,-0.7643068,48.2,0.09943651,34.0,0.0,vgg_large
0.079135224,-1.2148813,-1.3479085,-1.2229102,-0.7991253,47.2,0.10269336,35.0,0.0,vgg_large
0.076895006,-1.2041875,-1.3212255,-1.1445726,-0.73214716,47.6,0.10251416,36.0,0.0,vgg_large
0.073077366,-1.1558669,-1.3298222,-1.227575,-0.80287564,49.8,0.09535922,37.0,0.0,vgg_large
0.176856,0.18176283,0.21583164,0.23289792,-0.016946657,4.6,0.2083493,0.0,1.0,vgg_large
0.15549535,-0.34620586,-0.2552528,-0.021511434,-0.11991634,10.0,0.19318646,1.0,1.0,vgg_large
0.15810278,-0.5471843,-0.5058929,-0.18456867,-0.2365452,15.2,0.17891699,2.0,1.0,vgg_large
0.16777533,-0.77447766,-0.6155437,-0.3411617,-0.30254954,21.4,0.15385382,3.0,1.0,vgg_large
0.17474814,-0.89531493,-0.7549467,-0.5118497,-0.38777062,24.6,0.150758,4.0,1.0,vgg_large
0.16689579,-0.9294602,-0.8801601,-0.6295671,-0.44869545,28.6,0.14295542,5.0,1.0,vgg_large
0.16174875,-0.9448597,-0.99138683,-0.7887685,-0.4972444,32.2,0.131262,6.0,1.0,vgg_large
0.16806799,-1.0129243,-1.1613525,-0.8736305,-0.5470352,35.0,0.12822005,7.0,1.0,vgg_large
0.17005293,-1.057846,-1.1949072,-0.9354871,-0.61354864,32.8,0.1314268,8.0,1.0,vgg_large
0.16401456,-1.1330373,-1.2811007,-0.98201036,-0.5890308,36.2,0.1236727,9.0,1.0,vgg_large
0.16333188,-1.1753165,-1.3231313,-1.0390995,-0.5834803,37.2,0.12258097,10.0,1.0,vgg_large
0.16430537,-1.2041397,-1.2944118,-1.0082523,-0.62055,39.4,0.117107674,11.0,1.0,vgg_large
0.15508264,-1.2931885,-1.4501917,-1.093343,-0.6265244,38.2,0.1160022,12.0,1.0,vgg_large
0.16144645,-1.3146352,-1.4942714,-1.1823303,-0.7146292,36.6,0.12625524,13.0,1.0,vgg_large
0.15942389,-1.3495241,-1.5038028,-1.2003696,-0.66905284,40.6,0.11532762,14.0,1.0,vgg_large
0.14881511,-1.3554404,-1.5089904,-1.3775349,-0.67588043,43.8,0.10588844,15.0,1.0,vgg_large
0.15031469,-1.3882593,-1.5994128,-1.3388987,-0.7272669,41.4,0.11288694,16.0,1.0,vgg_large
0.15368386,-1.41427,-1.6566342,-1.3054025,-0.6926492,41.0,0.107889794,17.0,1.0,vgg_large
0.14264768,-1.4239839,-1.7045603,-1.2979767,-0.6854065,41.6,0.111998335,18.0,1.0,vgg_large
0.14470118,-1.423821,-1.6272063,-1.3064417,-0.6489839,47.0,0.10357623,19.0,1.0,vgg_large
0.1319884,-1.4536502,-1.7318789,-1.3195786,-0.6711325,45.0,0.10420348,20.0,1.0,vgg_large
0.13050683,-1.4317017,-1.7861961,-1.2828757,-0.69186056,42.6,0.11280723,21.0,1.0,vgg_large
0.12577261,-1.4465771,-1.7448337,-1.410053,-0.62847006,44.8,0.10680606,22.0,1.0,vgg_large
0.12359577,-1.4892384,-1.6507486,-1.455218,-0.67418814,48.2,0.1021198,23.0,1.0,vgg_large
0.13146289,-1.4912874,-1.678679,-1.399413,-0.6354865,46.4,0.10594356,24.0,1.0,vgg_large
0.11498529,-1.4918469,-1.6321634,-1.5333935,-0.6972559,48.6,0.09754364,25.0,1.0,vgg_large
0.110613205,-1.4680552,-1.6647221,-1.4137651,-0.67441034,43.8,0.10708241,26.0,1.0,vgg_large
0.1036179,-1.4584924,-1.6011808,-1.424614,-0.66740084,47.4,0.10253708,27.0,1.0,vgg_large
0.10659184,-1.4827641,-1.7623578,-1.403955,-0.6853225,47.8,0.09828292,28.0,1.0,vgg_large
0.10751977,-1.466158,-1.704638,-1.3311086,-0.65726274,46.2,0.099066265,29.0,1.0,vgg_large
0.09800598,-1.378254,-1.6710262,-1.3219287,-0.6744517,45.8,0.1015258,30.0,1.0,vgg_large
0.10219483,-1.4340879,-1.7090605,-1.4503666,-0.63031745,42.6,0.10806648,31.0,1.0,vgg_large
0.08922978,-1.4188503,-1.6208174,-1.3089037,-0.64306587,43.6,0.1084736,32.0,1.0,vgg_large
0.09425476,-1.4495254,-1.6744465,-1.4022222,-0.6659548,50.0,0.09972702,33.0,1.0,vgg_large
0.08491425,-1.4489584,-1.6690785,-1.3640661,-0.6784068,48.8,0.100181535,34.0,1.0,vgg_large
0.07519102,-1.4290506,-1.6013007,-1.2893654,-0.6600229,50.8,0.093426034,35.0,1.0,vgg_large
0.074799836,-1.4359856,-1.5662067,-1.2996348,-0.65303445,48.6,0.09764208,36.0,1.0,vgg_large
0.0802187,-1.4200995,-1.5379729,-1.3603728,-0.63120186,51.4,0.09460436,37.0,1.0,vgg_large
0.075382955,-1.4285517,-1.521648,-1.3137364,-0.6234885,50.2,0.09812376,38.0,1.0,vgg_large
0.06650858,-1.3368516,-1.5539737,-1.2647847,-0.5893664,48.4,0.108243205,39.0,1.0,vgg_large
0.068505876,-1.3653631,-1.4174922,-1.3586283,-0.6452601,46.0,0.10563824,40.0,1.0,vgg_large
0.062997386,-1.3383183,-1.4304583,-1.3077071,-0.6102741,51.4,0.08893638,41.0,1.0,vgg_large
0.06421782,-1.3569874,-1.4511033,-1.3006712,-0.58470666,49.2,0.10015162,42.0,1.0,vgg_large
0.07364706,-1.3899194,-1.4169055,-1.2840885,-0.59886575,50.2,0.094853595,43.0,1.0,vgg_large
0.06790933,-1.3947988,-1.4055693,-1.2646831,-0.6354625,49.2,0.09794965,44.0,1.0,vgg_large
0.054795835,-1.3143065,-1.442245,-1.2214234,-0.5835501,48.2,0.09506083,45.0,1.0,vgg_large
0.053220946,-1.3050781,-1.3991141,-1.274297,-0.56338614,50.2,0.10077649,46.0,1.0,vgg_large
0.052711457,-1.3347079,-1.4471316,-1.2020824,-0.5566414,53.0,0.09910524,47.0,1.0,vgg_large
0.047334824,-1.255788,-1.3149709,-1.1974261,-0.5530458,49.4,0.09227933,48.0,1.0,vgg_large
0.044545427,-1.2840116,-1.4502041,-1.1260101,-0.583335,49.4,0.09642228,49.0,1.0,vgg_large
0.044274993,-1.2650117,-1.3999705,-1.1310837,-0.5456617,51.0,0.09962601,50.0,1.0,vgg_large
0.043627884,-1.2460765,-1.3526021,-1.1841444,-0.52343065,48.2,0.099688396,51.0,1.0,vgg_large
0.18407173,0.19599292,0.14852001,0.13883696,0.10235881,5.0,0.2138541,0.0,2.0,vgg_large
0.17100985,-0.35744685,-0.20007178,-0.006632723,-0.22980611,6.6,0.1983035,1.0,2.0,vgg_large
0.17537437,-0.5552503,-0.43958905,-0.1819845,-0.43358624,13.2,0.18052703,2.0,2.0,vgg_large
0.17605074,-0.74338394,-0.5954602,-0.42063034,-0.45519686,18.0,0.16941682,3.0,2.0,vgg_large
0.17313974,-0.8860569,-0.61341375,-0.59239244,-0.5588396,20.2,0.1568854,4.0,2.0,vgg_large
0.17551538,-0.95727295,-0.7512494,-0.8482726,-0.55290645,23.4,0.15705085,5.0,2.0,vgg_large
0.18077765,-1.0132514,-0.9032162,-0.88338935,-0.6588429,26.8,0.14237262,6.0,2.0,vgg_large
0.18501937,-1.0412359,-0.85938275,-0.9797131,-0.76377034,31.4,0.13449444,7.0,2.0,vgg_large
0.1698553,-1.0560025,-1.0238987,-1.0615542,-0.702394,28.0,0.13687518,8.0,2.0,vgg_large
0.16092546,-1.0714723,-1.141576,-1.1720988,-0.7391048,34.6,0.13038485,9.0,2.0,vgg_large
0.16398945,-1.1178316,-1.1801372,-1.2226193,-0.8511695,32.6,0.12702969,10.0,2.0,vgg_large
0.1504348,-1.1257083,-1.2976849,-1.3087261,-0.78160554,33.0,0.13238452,11.0,2.0,vgg_large
0.1562799,-1.1987972,-1.1791496,-1.372857,-0.82315016,39.8,0.120174505,12.0,2.0,vgg_large
0.14886445,-1.1719675,-1.300092,-1.3749402,-0.88124424,40.2,0.119789444,13.0,2.0,vgg_large
0.15123223,-1.1932721,-1.3613218,-1.3944079,-0.8734112,37.6,0.11857562,14.0,2.0,vgg_large
0.1380594,-1.1858902,-1.3851444,-1.415556,-0.8487296,39.8,0.11473453,15.0,2.0,vgg_large
0.1458517,-1.3011603,-1.3988336,-1.5020499,-0.8498387,39.8,0.11475275,16.0,2.0,vgg_large
0.1307694,-1.2299613,-1.4341686,-1.5647739,-0.8810552,40.2,0.112186655,17.0,2.0,vgg_large
0.12604058,-1.264025,-1.4824654,-1.5182774,-0.82702816,43.8,0.10999491,18.0,2.0,vgg_large
