Layer1,Layer2,acc,avg_loss,epoch,run,model_name
0.112833336,-1.3568293,-2.097941,-2.8010523,-1.7222539,-1.1479384,-0.4617291,50.6,0.096418515,27.0,1.0,vgg_xlarge
0.11075521,-1.4033749,-2.0616562,-2.6377823,-1.6835753,-1.2602826,-0.50096923,46.8,0.10277228,28.0,1.0,vgg_xlarge
0.103606716,-1.3472774,-2.1627674,-2.78115,-1.7090199,-1.2117023,-0.45106745,50.2,0.093855664,29.0,1.0,vgg_xlarge
0.10627638,-1.3663718,-1.9223672,-2.9601755,-1.6399392,-1.4103113,-0.493204,49.0,0.10117873,30.0,1.0,vgg_xlarge
0.100867756,-1.3119031,-2.0458608,-2.7211251,-1.8834106,-1.3644534,-0.48295838,50.8,0.09750732,31.0,1.0,vgg_xlarge
0.09525998,-1.338688,-1.9617825,-2.7810826,-1.8531406,-1.3074439,-0.50320274,50.2,0.09949644,32.0,1.0,vgg_xlarge
0.096242025,-1.344775,-2.1207252,-2.6026545,-1.8038468,-1.3104455,-0.4756782,53.4,0.086559124,33.0,1.0,vgg_xlarge
0.096839465,-1.3641953,-2.0335052,-2.766134,-1.7986503,-1.3413528,-0.49841172,49.8,0.0958334,34.0,1.0,vgg_xlarge
0.092254356,-1.341714,-1.9348959,-2.8195765,-1.7163924,-1.4060068,-0.506287,52.4,0.09209562,35.0,1.0,vgg_xlarge
0.08355387,-1.3354025,-2.0786037,-2.6223335,-1.9205621,-1.4220022,-0.52480805,48.2,0.09795845,36.0,1.0,vgg_xlarge
0.08357675,-1.3561574,-1.9700545,-2.659542,-1.8379842,-1.324978,-0.51514804,48.8,0.097507015,37.0,1.0,vgg_xlarge
0.0863932,-1.3780208,-1.98717,-2.7339573,-1.8116367,-1.3759707,-0.51921266,47.4,0.10591699,38.0,1.0,vgg_xlarge
0.07433138,-1.321131,-1.9401205,-2.747289,-1.7441511,-1.385846,-0.50329924,51.8,0.09054121,39.0,1.0,vgg_xlarge
0.073318444,-1.3106753,-2.0096056,-2.7127488,-1.8241554,-1.3937154,-0.508863,53.8,0.09271383,40.0,1.0,vgg_xlarge
0.07608583,-1.343494,-1.9188269,-2.7133126,-1.8510789,-1.4212906,-0.5099469,49.8,0.09969799,41.0,1.0,vgg_xlarge
0.068888545,-1.2795815,-1.892078,-2.6074755,-1.8638496,-1.3783848,-0.5019918,51.8,0.095976725,42.0,1.0,vgg_xlarge
0.07610457,-1.3466067,-1.9167625,-2.7660525,-1.9007735,-1.4408852,-0.500085,52.4,0.09892286,43.0,1.0,vgg_xlarge
0.19882405,0.18705054,0.22463754,0.2199343,0.18694341,0.20842215,-0.036743443,2.6,0.22119305,0.0,2.0,vgg_xlarge
0.15992256,-0.24928719,-0.33371344,-0.103522964,-0.063738,0.20512971,-0.45460662,4.6,0.21744421,1.0,2.0,vgg_xlarge
0.15336367,-0.50510985,-0.7052124,-0.30613023,-0.41387212,-0.15472102,-0.24157147,7.6,0.197306,2.0,2.0,vgg_xlarge
0.14633526,-0.67506117,-0.8202888,-0.6630993,-0.5068379,-0.2306234,-0.2665409,13.2,0.18466614,3.0,2.0,vgg_xlarge
0.16081694,-0.85297024,-1.0379279,-0.8000793,-0.5791227,-0.28588632,-0.24211808,14.2,0.18205914,4.0,2.0,vgg_xlarge
0.15090704,-0.89639544,-1.2069887,-0.96864533,-0.63765895,-0.33249512,-0.2815609,18.8,0.16394436,5.0,2.0,vgg_xlarge
0.1499471,-1.0162444,-1.3646932,-1.1265233,-0.80525315,-0.41526747,-0.41555798,24.8,0.15355892,6.0,2.0,vgg_xlarge
0.1362553,-0.96440876,-1.5039738,-1.3175337,-0.9125144,-0.50771195,-0.36879906,26.0,0.1446946,7.0,2.0,vgg_xlarge
0.14123143,-1.0219139,-1.6963089,-1.525584,-1.0206732,-0.559263,-0.43463907,27.6,0.14132738,8.0,2.0,vgg_xlarge
0.12400771,-1.0023717,-1.7276032,-1.5302976,-1.0537367,-0.6192288,-0.39571542,33.4,0.13094088,9.0,2.0,vgg_xlarge
0.1244688,-1.0127534,-1.7294803,-1.7025617,-1.1839749,-0.7096447,-0.3752438,37.8,0.123866595,10.0,2.0,vgg_xlarge
0.13273133,-1.1050911,-1.7908806,-1.8485073,-1.2163056,-0.7394447,-0.4268282,39.8,0.11832224,11.0,2.0,vgg_xlarge
0.1345968,-1.0853922,-1.979694,-1.8800634,-1.4093314,-0.7683152,-0.433853,38.6,0.118005775,12.0,2.0,vgg_xlarge
0.13236736,-1.1317527,-2.0308206,-1.974566,-1.4114168,-0.85429573,-0.44485614,38.4,0.11771543,13.0,2.0,vgg_xlarge
0.124284856,-1.1417807,-2.0495605,-2.006975,-1.4568901,-0.9304481,-0.45977968,36.2,0.119147696,14.0,2.0,vgg_xlarge
0.13406315,-1.1806,-2.0550277,-2.2955484,-1.693101,-1.0228158,-0.49645245,41.8,0.112939194,15.0,2.0,vgg_xlarge
0.12479385,-1.1753939,-2.162916,-2.3001263,-1.6884891,-1.0641944,-0.50553197,39.8,0.113763,16.0,2.0,vgg_xlarge
0.12625663,-1.1916759,-2.2218208,-2.3032978,-1.8339175,-1.062566,-0.51690185,43.8,0.112016454,17.0,2.0,vgg_xlarge
0.1199437,-1.2262055,-2.1586747,-2.4934113,-1.8256382,-1.1715481,-0.49787885,43.0,0.108088456,18.0,2.0,vgg_xlarge
0.11912048,-1.1824175,-2.2046156,-2.5089881,-1.8800424,-1.2521371,-0.54970694,44.4,0.10631923,19.0,2.0,vgg_xlarge
0.12042349,-1.237526,-2.183683,-2.625339,-1.8550007,-1.2433925,-0.52095884,46.4,0.10651126,20.0,2.0,vgg_xlarge
0.11586808,-1.2385902,-2.1918232,-2.5210855,-1.9708836,-1.2537215,-0.51879627,47.0,0.09828601,21.0,2.0,vgg_xlarge
0.11016414,-1.2136103,-2.2769268,-2.7184892,-2.0774112,-1.3658842,-0.5626261,48.0,0.098744266,22.0,2.0,vgg_xlarge
0.10256965,-1.2207319,-2.3355737,-2.7560942,-2.1664338,-1.3035626,-0.62116337,45.4,0.10265869,23.0,2.0,vgg_xlarge
0.103406765,-1.27521,-2.3284202,-2.7265728,-2.2271101,-1.3605126,-0.51879674,45.8,0.102968134,24.0,2.0,vgg_xlarge
0.107212946,-1.3343035,-2.3060596,-2.809124,-2.1623461,-1.3907166,-0.55911386,46.4,0.10605381,25.0,2.0,vgg_xlarge
0.1042814,-1.289463,-2.2950635,-2.7634494,-2.1024292,-1.4377064,-0.5413145,51.6,0.09152799,26.0,2.0,vgg_xlarge
0.092515625,-1.2516831,-2.3414655,-2.657203,-2.3801565,-1.5633852,-0.6176879,50.6,0.09495108,27.0,2.0,vgg_xlarge
0.09148309,-1.2541382,-2.2524247,-2.8362777,-2.2373376,-1.4734195,-0.5851935,48.6,0.098699614,28.0,2.0,vgg_xlarge
0.0821821,-1.242987,-2.1938086,-2.8508117,-2.2478533,-1.4729502,-0.58694965,50.4,0.095002994,29.0,2.0,vgg_xlarge
0.08177628,-1.2896066,-2.1672134,-2.843267,-2.2140858,-1.5313481,-0.60283977,51.4,0.09807776,30.0,2.0,vgg_xlarge
0.0866656,-1.3567109,-2.2531674,-2.8340504,-2.3382921,-1.5708717,-0.6042678,48.0,0.092843965,31.0,2.0,vgg_xlarge
0.07130163,-1.2368356,-2.0594318,-2.9054732,-2.196277,-1.6058031,-0.58937275,44.0,0.1059257,32.0,2.0,vgg_xlarge
0.087788306,-1.3273433,-2.0995347,-3.0704863,-2.1459305,-1.5222331,-0.5338981,42.8,0.104047775,33.0,2.0,vgg_xlarge
0.07539913,-1.2509408,-2.2910504,-2.8968847,-2.4108264,-1.6144986,-0.64388263,51.2,0.095392115,34.0,2.0,vgg_xlarge
0.062070884,-1.2377925,-2.2118635,-2.779588,-2.2527847,-1.6303198,-0.5800006,48.8,0.09791004,35.0,2.0,vgg_xlarge
0.06415494,-1.1933903,-2.2469356,-2.6486325,-2.3076284,-1.5345196,-0.56036204,50.0,0.09672954,36.0,2.0,vgg_xlarge
0.18496084,0.17628856,0.21968748,0.16766562,0.23032148,0.2324147,-0.054597124,2.4,0.21842313,0.0,3.0,vgg_xlarge
0.13660292,-0.21793933,-0.29445925,-0.14229994,-0.088976406,0.046280585,-0.29375708,5.8,0.2073865,1.0,3.0,vgg_xlarge
0.15250349,-0.5789676,-0.5561736,-0.3157327,-0.27896908,-0.10473806,-0.38895985,8.2,0.19724683,2.0,3.0,vgg_xlarge
0.14169401,-0.7178991,-0.6092608,-0.428041,-0.46754754,-0.16549927,-0.4706587,11.4,0.18580733,3.0,3.0,vgg_xlarge
0.13952534,-0.84085935,-0.8244385,-0.5372944,-0.4126314,-0.25729832,-0.487024,14.2,0.1776719,4.0,3.0,vgg_xlarge
0.12276439,-0.9154067,-1.0008675,-0.6486285,-0.4990443,-0.34924465,-0.38751653,19.4,0.16571,5.0,3.0,vgg_xlarge
0.12272925,-0.9613036,-1.2326747,-0.62801147,-0.58335465,-0.3880572,-0.43336642,23.2,0.1583544,6.0,3.0,vgg_xlarge
0.13490322,-1.1046642,-1.3789456,-0.88707644,-0.66581273,-0.43366325,-0.4408708,26.2,0.15272725,7.0,3.0,vgg_xlarge
0.113703854,-1.0451624,-1.4242089,-0.98065674,-0.6586896,-0.5099382,-0.48333645,29.2,0.14249504,8.0,3.0,vgg_xlarge
0.12114965,-1.1360711,-1.4133912,-1.0669004,-0.7861492,-0.5986285,-0.4893691,29.8,0.13724002,9.0,3.0,vgg_xlarge
0.11724485,-1.1319057,-1.3896428,-1.1827036,-0.86130834,-0.65881515,-0.47270963,31.2,0.1312264,10.0,3.0,vgg_xlarge
0.11596777,-1.1822528,-1.6521676,-1.2114359,-0.95884687,-0.6861459,-0.53720945,33.6,0.124426186,11.0,3.0,vgg_xlarge
0.11668072,-1.2072053,-1.583759,-1.311187,-1.0165635,-0.76508176,-0.5506665,37.8,0.12211557,12.0,3.0,vgg_xlarge
0.11593873,-1.1604254,-1.6195602,-1.3501134,-1.0470439,-0.76979905,-0.5240551,38.0,0.11858095,13.0,3.0,vgg_xlarge
0.11857603,-1.2422742,-1.6090746,-1.4624604,-1.1195545,-0.87717396,-0.5657774,38.6,0.121682025,14.0,3.0,vgg_xlarge
0.1114297,-1.1889278,-1.6852713,-1.5951548,-1.2047939,-0.9339466,-0.6213667,42.6,0.110949494,15.0,3.0,vgg_xlarge
0.10499821,-1.1708746,-1.8420858,-1.5217023,-1.2384369,-0.89474756,-0.5183128,41.6,0.112604305,16.0,3.0,vgg_xlarge
0.10018403,-1.1847034,-1.956876,-1.4601299,-1.2177466,-0.8883954,-0.49609268,39.6,0.11682538,17.0,3.0,vgg_xlarge
0.09948641,-1.2234843,-1.7706245,-1.7588084,-1.3520434,-1.0769407,-0.54176146,38.2,0.121891186,18.0,3.0,vgg_xlarge
0.09969618,-1.2524807,-1.8687941,-1.7227529,-1.4806306,-1.059932,-0.59967166,42.4,0.10978403,19.0,3.0,vgg_xlarge
0.09393673,-1.2310355,-1.9749992,-1.7138088,-1.5471975,-1.1356294,-0.5520843,46.6,0.10326771,20.0,3.0,vgg_xlarge
0.08894356,-1.2435988,-1.9578338,-1.7575918,-1.470266,-1.1403261,-0.574081,44.4,0.10817753,21.0,3.0,vgg_xlarge
0.085982904,-1.2341031,-2.009779,-1.8735062,-1.5042293,-1.1238343,-0.5714611,42.2,0.11314076,22.0,3.0,vgg_xlarge
0.086394444,-1.2808299,-1.9483709,-1.8058282,-1.4734597,-1.1269411,-0.53893214,45.6,0.10083791,23.0,3.0,vgg_xlarge
0.07668754,-1.2365267,-1.9538249,-1.7607028,-1.6128112,-1.215338,-0.5924748,43.0,0.10703508,24.0,3.0,vgg_xlarge
0.07190558,-1.2152544,-2.0566843,-1.8606017,-1.5890579,-1.3074118,-0.63721335,47.8,0.10325028,25.0,3.0,vgg_xlarge
0.07091512,-1.238887,-1.8819667,-1.8432832,-1.5841193,-1.2765287,-0.58546424,46.2,0.106736206,26.0,3.0,vgg_xlarge
0.073876694,-1.3104231,-1.8597975,-1.8400341,-1.5993865,-1.2983326,-0.59621274,47.2,0.098856024,27.0,3.0,vgg_xlarge
0.060911406,-1.2361628,-1.8390896,-2.0295548,-1.6341896,-1.3432302,-0.5624966,45.0,0.09897219,28.0,3.0,vgg_xlarge
0.055516645,-1.1779236,-1.9579831,-1.8819828,-1.690929,-1.2214988,-0.62164074,46.8,0.098006085,29.0,3.0,vgg_xlarge
0.052414745,-1.1967387,-1.9161309,-1.9852589,-1.7541814,-1.3682176,-0.6075891,44.8,0.09821435,30.0,3.0,vgg_xlarge
0.041096058,-1.1880987,-1.804148,-1.8335924,-1.7145344,-1.3699709,-0.62304425,50.2,0.09171474,31.0,3.0,vgg_xlarge
0.053641804,-1.2567823,-1.7588935,-1.9342201,-1.7990555,-1.4509432,-0.61207217,49.8,0.0976467,32.0,3.0,vgg_xlarge
0.041760676,-1.1972396,-1.9212482,-1.9614587,-1.7828107,-1.3988682,-0.6466009,49.4,0.09770867,33.0,3.0,vgg_xlarge
0.044156585,-1.2340169,-1.877267,-1.9654465,-1.7927877,-1.3392303,-0.6293887,49.2,0.09376131,34.0,3.0,vgg_xlarge
0.029903691,-1.2055203,-1.768011,-1.9306326,-1.78321,-1.3005309,-0.5609213,49.8,0.09192919,35.0,3.0,vgg_xlarge
0.032954007,-1.2638628,-1.77884,-2.0090683,-1.8196967,-1.4484122,-0.65219957,50.8,0.095062256,36.0,3.0,vgg_xlarge
0.029656881,-1.1905991,-1.7177297,-1.9172974,-1.7756838,-1.3970045,-0.6139225,48.4,0.10022501,37.0,3.0,vgg_xlarge
0.031089216,-1.1957849,-1.8118844,-1.9314703,-1.8001889,-1.4188094,-0.6076184,53.2,0.09027013,38.0,3.0,vgg_xlarge
0.03478828,-1.201685,-1.8614668,-1.8792636,-1.8276416,-1.4230729,-0.653257,55.0,0.087151036,39.0,3.0,vgg_xlarge
0.020324152,-1.1538002,-1.8101562,-2.0198927,-1.7715871,-1.4144465,-0.62874436,52.6,0.092476845,40.0,3.0,vgg_xlarge
0.013900394,-1.1197584,-1.8397557,-1.8643261,-1.7660052,-1.3727908,-0.6059174,51.8,0.09458876,41.0,3.0,vgg_xlarge
0.0291276,-1.2113756,-1.7428845,-1.8783928,-1.7165378,-1.4347593,-0.5998298,48.4,0.10157249,42.0,3.0,vgg_xlarge
0.0133850025,-1.1311748,-1.8220176,-2.0025182,-1.9371397,-1.4658028,-0.6545399,52.0,0.09463373,43.0,3.0,vgg_xlarge
0.012636112,-1.1300914,-1.6968584,-1.8607872,-1.7265465,-1.4204551,-0.6066374,49.8,0.09623919,44.0,3.0,vgg_xlarge
0.0046975836,-1.0757056,-1.8372962,-1.8264797,-1.8039042,-1.4398855,-0.58584523,53.0,0.09352637,45.0,3.0,vgg_xlarge
0.011016297,-1.0853707,-1.7369024,-1.9313567,-1.7963147,-1.4755372,-0.64558893,54.0,0.08807058,46.0,3.0,vgg_xlarge
0.011431459,-1.1494936,-1.7121532,-1.8415067,-1.8012081,-1.384309,-0.63610685,50.4,0.097211465,47.0,3.0,vgg_xlarge
-0.0007909026,-1.0824113,-1.6743133,-1.9371588,-1.6535343,-1.4203221,-0.57929313,52.8,0.08794639,48.0,3.0,vgg_xlarge
0.0015303629,-1.0749958,-1.729017,-1.7014196,-1.7137678,-1.318623,-0.56835055,51.8,0.090544,49.0,3.0,vgg_xlarge
0.19605273,0.16845259,0.19069733,0.15861875,0.15904398,0.140734,-0.0125940945,4.4,0.21684024,0.0,4.0,vgg_xlarge
0.18471338,-0.39296,-0.28488722,-0.15522651,-0.19597647,-0.054822017,-0.06111049,6.2,0.20839377,1.0,4.0,vgg_xlarge
0.18706334,-0.65910894,-0.5125028,-0.32934204,-0.362615,-0.12009553,-0.054723766,8.6,0.18395586,2.0,4.0,vgg_xlarge
0.18480794,-0.7940761,-0.6089735,-0.612726,-0.40307888,-0.20434558,-0.09558365,14.8,0.17892922,3.0,4.0,vgg_xlarge
0.18523632,-0.95706445,-0.8004918,-0.6947694,-0.45810536,-0.23291102,-0.19748151,20.4,0.16595581,4.0,4.0,vgg_xlarge
0.19740275,-1.0554353,-0.9325274,-0.7530495,-0.6271993,-0.28629676,-0.19193684,21.2,0.15647501,5.0,4.0,vgg_xlarge
0.18060488,-1.0687729,-1.0305442,-1.0102803,-0.6239985,-0.36583075,-0.23279043,29.4,0.14097637,6.0,4.0,vgg_xlarge
0.18071613,-1.0865561,-1.2023388,-1.0984175,-0.7074506,-0.39624432,-0.21083724,28.8,0.13767888,7.0,4.0,vgg_xlarge
0.19293267,-1.2280253,-1.3258604,-1.2200464,-0.79108816,-0.41392827,-0.22646023,34.6,0.12722862,8.0,4.0,vgg_xlarge
0.18902142,-1.2415843,-1.3793304,-1.3609924,-0.8912153,-0.46853572,-0.25889185,39.2,0.12443145,9.0,4.0,vgg_xlarge
0.18145561,-1.3036094,-1.2975711,-1.5013205,-0.9727317,-0.51285475,-0.30660325,39.6,0.12519315,10.0,4.0,vgg_xlarge
0.17975442,-1.2607064,-1.4254032,-1.5692396,-0.99358284,-0.5431194,-0.30344838,36.6,0.12402836,11.0,4.0,vgg_xlarge
0.1842947,-1.3519827,-1.5042892,-1.7724133,-1.1103866,-0.5780318,-0.3158074,43.0,0.11143221,12.0,4.0,vgg_xlarge
0.17022304,-1.3280907,-1.5290658,-1.8227851,-1.2240399,-0.6832759,-0.3503334,38.4,0.11598562,13.0,4.0,vgg_xlarge
0.1705388,-1.3701409,-1.529532,-1.8811977,-1.2135128,-0.7225749,-0.38188878,41.0,0.111752376,14.0,4.0,vgg_xlarge
0.16588219,-1.3610831,-1.6874005,-1.7550584,-1.2809075,-0.7965529,-0.36967224,45.8,0.106715,15.0,4.0,vgg_xlarge
0.16830917,-1.4789405,-1.6623904,-1.8110288,-1.3453165,-0.79654604,-0.36402857,40.4,0.11872598,16.0,4.0,vgg_xlarge
0.16873588,-1.4509994,-1.6348286,-2.0744433,-1.3514365,-0.85721934,-0.38589102,44.0,0.10239828,17.0,4.0,vgg_xlarge
0.15902735,-1.4933261,-1.5760268,-1.9907116,-1.4251001,-0.8693253,-0.3912133,40.4,0.11204507,18.0,4.0,vgg_xlarge
0.15950842,-1.520822,-1.5382178,-2.2337918,-1.4141155,-0.87346286,-0.37984726,42.4,0.115557626,19.0,4.0,vgg_xlarge
0.1461779,-1.4555191,-1.7109715,-2.1563783,-1.5892805,-0.95959055,-0.41306087,48.0,0.100550726,20.0,4.0,vgg_xlarge
0.14383422,-1.476793,-1.799222,-2.2256212,-1.6483479,-0.9837823,-0.43104878,46.4,0.10248089,21.0,4.0,vgg_xlarge
0.14596532,-1.4972088,-1.8585275,-2.2511306,-1.613396,-1.0111538,-0.41242296,47.2,0.0995045,22.0,4.0,vgg_xlarge
0.13733923,-1.476149,-1.7785455,-2.2674093,-1.6081994,-1.044501,-0.4372519,45.4,0.10064648,23.0,4.0,vgg_xlarge
0.14075054,-1.5001404,-1.850079,-2.2904792,-1.7457978,-1.0487249,-0.4410491,50.2,0.091207035,24.0,4.0,vgg_xlarge
0.12699415,-1.475474,-1.9026107,-2.2027216,-1.731623,-1.0810175,-0.43847367,47.0,0.104545034,25.0,4.0,vgg_xlarge
0.1215051,-1.4749825,-1.7435797,-2.272422,-1.7553402,-1.1179267,-0.4442178,46.4,0.100703835,26.0,4.0,vgg_xlarge
0.11993484,-1.4733856,-1.8217777,-2.3384926,-1.792856,-1.1536623,-0.45708254,48.6,0.0940615,27.0,4.0,vgg_xlarge
0.13193572,-1.5762589,-1.8436847,-2.3735535,-1.9222122,-1.1904075,-0.4808763,46.6,0.096252635,28.0,4.0,vgg_xlarge
0.107472986,-1.4807984,-1.821488,-2.28688,-1.7660592,-1.2128963,-0.4817604,49.8,0.09609274,29.0,4.0,vgg_xlarge
0.11467592,-1.5275098,-1.8594874,-2.3077896,-1.7997295,-1.213821,-0.49146283,48.4,0.09355574,30.0,4.0,vgg_xlarge
0.10264954,-1.4580392,-1.7879897,-2.3451004,-1.9445834,-1.2041653,-0.4950246,49.4,0.09371358,31.0,4.0,vgg_xlarge
0.10412413,-1.4691702,-1.9330399,-2.5755877,-1.8247141,-1.2223687,-0.4881153,50.6,0.091973245,32.0,4.0,vgg_xlarge
0.10077362,-1.5054331,-1.8167396,-2.4114008,-1.8740904,-1.2139403,-0.48614794,50.0,0.099717155,33.0,4.0,vgg_xlarge
0.09177025,-1.5139177,-1.886299,-2.2337792,-1.9219736,-1.2585391,-0.4737313,50.2,0.09920424,34.0,4.0,vgg_xlarge
0.18680914,0.17970935,0.19174327,0.11124888,0.12553108,0.11870997,0.083605856,0.076820664,2.2,0.21890974,0.0,0.0,vgg_xlarge+
0.16753656,-0.38766506,-0.16849604,-0.40688333,-0.20191225,-0.093592875,-0.011572801,-0.20648901,5.0,0.20961852,1.0,0.0,vgg_xlarge+
0.14355083,-0.59115165,-0.6648751,-0.5845035,-0.52695423,-0.21149842,-0.17658283,-0.16773975,10.0,0.1957866,2.0,0.0,vgg_xlarge+
0.15419856,-0.8119667,-0.84827256,-0.902817,-0.6468344,-0.30896348,-0.20373896,-0.27998918,11.6,0.19028129,3.0,0.0,vgg_xlarge+
0.136085,-0.98814166,-0.95256823,-1.0290998,-0.7096718,-0.32323053,-0.270168,-0.23477072,12.4,0.18244581,4.0,0.0,vgg_xlarge+
0.13320631,-1.1188499,-1.1634489,-1.275432,-0.8321274,-0.44304395,-0.34897304,-0.2759926,21.2,0.16245773,5.0,0.0,vgg_xlarge+
0.13641873,-1.2099129,-1.3231463,-1.4348773,-1.1231378,-0.47102618,-0.42534778,-0.24481685,21.6,0.15725233,6.0,0.0,vgg_xlarge+
0.13547066,-1.2397925,-1.3820974,-1.6208702,-1.2021158,-0.57491815,-0.4387611,-0.27644998,26.4,0.14890787,7.0,0.0,vgg_xlarge+
0.13460723,-1.2954302,-1.5300881,-1.7246555,-1.3821728,-0.67330956,-0.464889,-0.29734212,29.2,0.14388978,8.0,0.0,vgg_xlarge+
0.14814086,-1.4440429,-1.6815829,-2.0835845,-1.445727,-0.751842,-0.50430727,-0.2688742,33.2,0.13103029,9.0,0.0,vgg_xlarge+
0.12521374,-1.3692122,-1.61625,-2.1186342,-1.4088266,-0.90809315,-0.5115566,-0.32165065,30.6,0.12867855,10.0,0.0,vgg_xlarge+
0.13324873,-1.4810352,-1.7766579,-2.231439,-1.7093946,-0.89304924,-0.55167276,-0.30326736,35.8,0.12382503,11.0,0.0,vgg_xlarge+
0.124230735,-1.4480153,-1.7554082,-2.117822,-1.9320464,-1.0687702,-0.6596441,-0.34988132,36.0,0.11840089,12.0,0.0,vgg_xlarge+
0.12011048,-1.4421664,-1.8169309,-2.384547,-1.9378723,-1.1300734,-0.70028156,-0.2885303,39.8,0.112795815,13.0,0.0,vgg_xlarge+
0.1371736,-1.6198858,-1.8314228,-2.6743288,-1.9274254,-1.1715522,-0.65554166,-0.29721707,39.8,0.11611675,14.0,0.0,vgg_xlarge+
0.11703021,-1.5111994,-1.989985,-2.7524781,-2.1225197,-1.2865331,-0.6893752,-0.32987502,35.6,0.12834333,15.0,0.0,vgg_xlarge+
0.10634263,-1.4697486,-1.8858702,-2.8559391,-2.3633184,-1.5062276,-0.7417711,-0.36358052,42.2,0.10594604,16.0,0.0,vgg_xlarge+
0.121011615,-1.5761704,-2.0293934,-2.6449525,-2.3555007,-1.5039978,-0.8020242,-0.34945607,43.4,0.10722121,17.0,0.0,vgg_xlarge+
0.1188055,-1.5647795,-1.9652315,-2.9309595,-2.3258631,-1.6453719,-0.77985746,-0.33506042,41.4,0.106516615,18.0,0.0,vgg_xlarge+
0.113247074,-1.6606207,-2.0827289,-3.0780327,-2.4638026,-1.7391438,-0.8349434,-0.37639195,42.4,0.112123154,19.0,0.0,vgg_xlarge+
0.11198516,-1.5941697,-2.2622597,-2.7354846,-2.636333,-1.684577,-0.8500436,-0.336915,42.8,0.11006091,20.0,0.0,vgg_xlarge+
0.11153114,-1.6274517,-2.1189122,-2.9020882,-2.625445,-1.8399858,-0.84016496,-0.3903357,44.4,0.10505561,21.0,0.0,vgg_xlarge+
0.11101896,-1.6568782,-2.0841236,-3.1047487,-2.8747556,-1.8516859,-0.8782484,-0.36625254,48.4,0.09747835,22.0,0.0,vgg_xlarge+
0.10793088,-1.6516322,-2.0012555,-3.4113872,-2.8548956,-1.9532863,-0.90687263,-0.389089,46.0,0.10297368,23.0,0.0,vgg_xlarge+
0.11673396,-1.7454553,-2.0503645,-3.4150574,-2.8385787,-2.0117588,-0.9317734,-0.37410262,44.4,0.10300473,24.0,0.0,vgg_xlarge+
0.09893123,-1.6467836,-2.0754907,-3.2634783,-2.7535434,-2.1373494,-0.900511,-0.37933427,47.6,0.10085714,25.0,0.0,vgg_xlarge+
0.08331759,-1.5882028,-2.3276145,-3.26333,-3.1463451,-2.2104118,-0.94635373,-0.38785496,46.4,0.10227833,26.0,0.0,vgg_xlarge+
0.092847355,-1.6070831,-2.255782,-3.156301,-3.2890763,-2.3486884,-1.0533308,-0.41686162,45.8,0.1015533,27.0,0.0,vgg_xlarge+
0.080033176,-1.6669568,-1.9943938,-3.3619306,-3.184599,-2.2972684,-1.0863061,-0.40268594,50.6,0.09664099,28.0,0.0,vgg_xlarge+
0.08066735,-1.6046859,-2.2178109,-3.3279185,-3.1929393,-2.2153919,-1.0556011,-0.40065348,50.4,0.09426621,29.0,0.0,vgg_xlarge+
0.07940478,-1.6563774,-2.1108265,-3.399232,-3.3386889,-2.4175224,-1.1514062,-0.4189575,43.0,0.10638412,30.0,0.0,vgg_xlarge+
0.08244131,-1.6791764,-2.1303232,-3.3666854,-3.2971761,-2.4908788,-1.1220776,-0.41409278,45.4,0.10077719,31.0,0.0,vgg_xlarge+
0.08742753,-1.6850187,-2.2407951,-3.4967363,-3.3760402,-2.4350932,-1.1880846,-0.4136102,49.8,0.10385599,32.0,0.0,vgg_xlarge+
0.081753395,-1.6531527,-2.1638243,-3.6557422,-3.4090364,-2.5509415,-1.1880015,-0.41651502,51.8,0.09446479,33.0,0.0,vgg_xlarge+
0.07200996,-1.6941992,-2.1105666,-3.4312575,-3.5991962,-2.58016,-1.2467253,-0.41915178,48.2,0.1005016,34.0,0.0,vgg_xlarge+
0.06602066,-1.6529855,-2.0991817,-3.42417,-3.437195,-2.5477297,-1.1998316,-0.39312193,50.8,0.09849909,35.0,0.0,vgg_xlarge+
0.05942682,-1.6254922,-2.16451,-3.389727,-3.3647454,-2.8156116,-1.1619909,-0.42634347,52.6,0.09301194,36.0,0.0,vgg_xlarge+
0.062241126,-1.6058354,-2.2674289,-3.500781,-3.5325325,-2.7030954,-1.2063358,-0.4151413,50.0,0.09741461,37.0,0.0,vgg_xlarge+
0.056242384,-1.6041338,-2.2776353,-3.319539,-3.4128885,-2.631698,-1.1695135,-0.41640222,51.8,0.09677622,38.0,0.0,vgg_xlarge+
0.058392417,-1.6384592,-2.079168,-3.5059814,-3.4836261,-2.740569,-1.2765031,-0.41654655,49.8,0.09468546,39.0,0.0,vgg_xlarge+
0.05322844,-1.5668527,-2.187255,-3.4120896,-3.6598759,-2.704885,-1.2436078,-0.4463381,50.0,0.099933095,40.0,0.0,vgg_xlarge+
0.04828747,-1.5564523,-2.126638,-3.432106,-3.2181172,-2.7507749,-1.2015585,-0.44518772,48.6,0.099623844,41.0,0.0,vgg_xlarge+
0.045513805,-1.5507249,-2.0181787,-3.5276592,-3.639799,-2.8266108,-1.3215501,-0.44560128,48.2,0.09971037,42.0,0.0,vgg_xlarge+
0.048221905,-1.5545969,-2.1086,-3.503681,-3.474685,-2.8444936,-1.293853,-0.42844424,49.6,0.100317515,43.0,0.0,vgg_xlarge+
