index,checkpoint,threshold,num_linear_layers,test_loss,test_acc
9000,step_009000.pt,0.01,5,5.990884007263183,0.2023
9000,step_009000.pt,0.0125,5,5.990884007263183,0.2023
9000,step_009000.pt,0.015,3,2.950815717315674,0.3609
9000,step_009000.pt,0.025,1,0.8130216593742371,0.7575
10000,step_010000.pt,0.01,5,5.452138438415528,0.3295
10000,step_010000.pt,0.0125,4,4.382927157211304,0.3559
10000,step_010000.pt,0.015,3,2.2219339780807497,0.5804
10000,step_010000.pt,0.025,1,0.7314174897193909,0.7868
11000,step_011000.pt,0.01,4,3.4815528881073,0.4194
11000,step_011000.pt,0.0125,4,3.4815528881073,0.4194
11000,step_011000.pt,0.015,3,1.848998076248169,0.6345
12000,step_012000.pt,0.01,3,3.009367022705078,0.5456
12000,step_012000.pt,0.0125,3,3.009367022705078,0.5456
12000,step_012000.pt,0.015,3,3.009367022705078,0.5456
12000,step_012000.pt,0.025,1,0.8027038193702698,0.7761
13000,step_013000.pt,0.01,5,11.592081101989747,0.2199
13000,step_013000.pt,0.0125,4,6.050782773590088,0.2816
13000,step_013000.pt,0.015,4,6.050782773590088,0.2816
13000,step_013000.pt,0.025,2,1.1055052796363831,0.7764
13000,step_013000.pt,0.03,1,0.8125451529026031,0.775
14000,step_014000.pt,0.01,4,6.968150040435791,0.2346
14000,step_014000.pt,0.0125,4,6.968150040435791,0.2346
14000,step_014000.pt,0.015,3,1.9918137602806092,0.6459
14000,step_014000.pt,0.025,1,0.5124757966041565,0.886
15000,step_015000.pt,0.01,3,2.2929718654632567,0.6257
15000,step_015000.pt,0.0125,3,2.2929718654632567,0.6257
15000,step_015000.pt,0.015,3,2.2929718654632567,0.6257
15000,step_015000.pt,0.025,1,0.7500063714027405,0.8033
15000,step_015000.pt,0.03,1,0.7500063714027405,0.8033
16000,step_016000.pt,0.01,3,2.315340217971802,0.6107
16000,step_016000.pt,0.0125,3,2.315340217971802,0.6107
16000,step_016000.pt,0.015,3,2.315340217971802,0.6107
16000,step_016000.pt,0.025,1,0.4824460076332092,0.8995
17000,step_017000.pt,0.01,3,2.43360495300293,0.6133
17000,step_017000.pt,0.0125,3,2.43360495300293,0.6133
17000,step_017000.pt,0.015,3,2.43360495300293,0.6133
17000,step_017000.pt,0.025,2,0.9683310373306274,0.8129
17000,step_017000.pt,0.03,1,0.7186621076583862,0.8145
18000,step_018000.pt,0.01,3,1.7714695417404174,0.6759
18000,step_018000.pt,0.0125,2,0.7733476288795471,0.8384
18000,step_018000.pt,0.015,2,0.7733476288795471,0.8384
18000,step_018000.pt,0.025,2,0.7733476288795471,0.8384
18000,step_018000.pt,0.03,2,0.7733476288795471,0.8384
18000,step_018000.pt,0.035,2,0.7733476288795471,0.8384
19000,step_019000.pt,0.01,2,0.838863405007124,0.8339
19000,step_019000.pt,0.0125,2,0.838863405007124,0.8339
19000,step_019000.pt,0.015,2,0.838863405007124,0.8339
19000,step_019000.pt,0.025,2,0.838863405007124,0.8339
19000,step_019000.pt,0.03,2,0.838863405007124,0.8339
20000,step_020000.pt,0.01,3,1.7554163593292236,0.6939
20000,step_020000.pt,0.0125,3,1.7554163593292236,0.6939
20000,step_020000.pt,0.015,3,1.7554163593292236,0.6939
20000,step_020000.pt,0.025,1,0.6971993812561035,0.8242
20000,step_020000.pt,0.03,1,0.6971993812561035,0.8242
20000,step_020000.pt,0.035,1,0.6971993812561035,0.8242
21000,step_021000.pt,0.01,3,1.2639932350158691,0.7623
21000,step_021000.pt,0.0125,3,1.2639932350158691,0.7623
21000,step_021000.pt,0.015,3,1.2639932350158691,0.7623
21000,step_021000.pt,0.025,1,0.5267292846679688,0.8975
22000,step_022000.pt,0.01,3,1.4513736820220948,0.7403
22000,step_022000.pt,0.0125,2,0.8783086651802063,0.8367
22000,step_022000.pt,0.015,2,0.8783086651802063,0.8367
22000,step_022000.pt,0.025,2,0.8783086651802063,0.8367
22000,step_022000.pt,0.03,1,0.6736225911140442,0.8364
22000,step_022000.pt,0.035,1,0.6736225911140442,0.8364
23000,step_023000.pt,0.01,3,1.4471530040740967,0.7447
23000,step_023000.pt,0.0125,2,0.744325077342987,0.8566
23000,step_023000.pt,0.015,2,0.744325077342987,0.8566
23000,step_023000.pt,0.025,2,0.744325077342987,0.8566
23000,step_023000.pt,0.03,2,0.744325077342987,0.8566
23000,step_023000.pt,0.035,1,0.5753679969310761,0.8583
24000,step_024000.pt,0.01,3,1.5899378032684326,0.7164
24000,step_024000.pt,0.0125,3,1.5899378032684326,0.7164
24000,step_024000.pt,0.015,2,0.8458186357975006,0.8419
24000,step_024000.pt,0.025,2,0.8458186357975006,0.8419
24000,step_024000.pt,0.03,2,0.8458186357975006,0.8419
25000,step_025000.pt,0.01,3,1.1613287379980086,0.7789
25000,step_025000.pt,0.0125,3,1.1613287379980086,0.7789
25000,step_025000.pt,0.015,2,0.8750975608110428,0.8335
25000,step_025000.pt,0.025,1,0.6825101312160492,0.8324
25000,step_025000.pt,0.03,1,0.6825101312160492,0.8324
25000,step_025000.pt,0.035,1,0.6825101312160492,0.8324
26000,step_026000.pt,0.01,3,1.7398529918670653,0.7068
26000,step_026000.pt,0.0125,3,1.7398529918670653,0.7068
26000,step_026000.pt,0.015,2,0.9232504595756531,0.8345
26000,step_026000.pt,0.025,2,0.9232504595756531,0.8345
26000,step_026000.pt,0.03,1,0.7067501711845398,0.834
26000,step_026000.pt,0.035,1,0.7067501711845398,0.834
27000,step_027000.pt,0.01,2,0.8101783485412598,0.8469
27000,step_027000.pt,0.0125,2,0.8101783485412598,0.8469
27000,step_027000.pt,0.015,2,0.8101783485412598,0.8469
27000,step_027000.pt,0.025,2,0.8101783485412598,0.8469
27000,step_027000.pt,0.03,2,0.8101783485412598,0.8469
27000,step_027000.pt,0.035,1,0.6258421456336976,0.8455
28000,step_028000.pt,0.01,3,1.225850262069702,0.7688
28000,step_028000.pt,0.0125,2,0.7691177866302431,0.8498
28000,step_028000.pt,0.015,2,0.7691177866302431,0.8498
28000,step_028000.pt,0.025,2,0.7691177866302431,0.8498
28000,step_028000.pt,0.03,1,0.6020467670127749,0.8502
28000,step_028000.pt,0.035,1,0.6020467670127749,0.8502
29000,step_029000.pt,0.01,3,1.1534227861404418,0.7807
29000,step_029000.pt,0.0125,3,1.1534227861404418,0.7807
29000,step_029000.pt,0.015,3,1.1534227861404418,0.7807
29000,step_029000.pt,0.025,1,0.585124987912178,0.8557
29000,step_029000.pt,0.03,1,0.585124987912178,0.8557
29000,step_029000.pt,0.035,1,0.585124987912178,0.8557
30000,step_030000.pt,0.01,3,1.091537732410431,0.7899
30000,step_030000.pt,0.0125,3,1.091537732410431,0.7899
30000,step_030000.pt,0.015,3,1.091537732410431,0.7899
30000,step_030000.pt,0.025,1,0.6478973857402801,0.8424
30000,step_030000.pt,0.03,1,0.6478973857402801,0.8424
30000,step_030000.pt,0.035,1,0.6478973857402801,0.8424
30000,step_030000.pt,0.055,1,0.6478973857402801,0.8424
31000,step_031000.pt,0.01,3,1.0806950948238372,0.7972
31000,step_031000.pt,0.0125,3,1.0806950948238372,0.7972
31000,step_031000.pt,0.015,3,1.0806950948238372,0.7972
31000,step_031000.pt,0.025,1,0.5825953182220459,0.858
31000,step_031000.pt,0.03,1,0.5825953182220459,0.858
31000,step_031000.pt,0.035,1,0.5825953182220459,0.858
32000,step_032000.pt,0.01,3,0.9518444109916687,0.8156
32000,step_032000.pt,0.0125,3,0.9518444109916687,0.8156
32000,step_032000.pt,0.015,3,0.9518444109916687,0.8156
32000,step_032000.pt,0.025,2,0.7411588158607483,0.8583
32000,step_032000.pt,0.03,1,0.5890578132629395,0.857
32000,step_032000.pt,0.035,1,0.5890578132629395,0.857
33000,step_033000.pt,0.01,3,1.178375214767456,0.7867
33000,step_033000.pt,0.0125,3,1.178375214767456,0.7867
33000,step_033000.pt,0.015,3,1.178375214767456,0.7867
33000,step_033000.pt,0.025,1,0.5897704290390015,0.8567
33000,step_033000.pt,0.03,1,0.5897704290390015,0.8567
33000,step_033000.pt,0.035,1,0.5897704290390015,0.8567
34000,step_034000.pt,0.01,3,1.0783450764656066,0.7892
34000,step_034000.pt,0.0125,3,1.0783450764656066,0.7892
34000,step_034000.pt,0.015,3,1.0783450764656066,0.7892
34000,step_034000.pt,0.025,2,0.7560343492031097,0.8556
34000,step_034000.pt,0.03,1,0.610566810798645,0.8539
34000,step_034000.pt,0.035,1,0.610566810798645,0.8539
35000,step_035000.pt,0.01,3,1.135504330253601,0.7896
35000,step_035000.pt,0.0125,3,1.135504330253601,0.7896
35000,step_035000.pt,0.015,2,0.7839222217440606,0.8474
35000,step_035000.pt,0.025,1,0.6247165557086468,0.8476
35000,step_035000.pt,0.03,1,0.6247165557086468,0.8476
35000,step_035000.pt,0.035,1,0.6247165557086468,0.8476
36000,step_036000.pt,0.01,3,0.9447849072933197,0.8132
36000,step_036000.pt,0.0125,3,0.9447849072933197,0.8132
36000,step_036000.pt,0.015,3,0.9447849072933197,0.8132
36000,step_036000.pt,0.025,1,0.5412524391174316,0.8638
36000,step_036000.pt,0.03,1,0.5412524391174316,0.8638
36000,step_036000.pt,0.035,1,0.5412524391174316,0.8638
37000,step_037000.pt,0.01,3,0.9408945847988128,0.8116
37000,step_037000.pt,0.0125,3,0.9408945847988128,0.8116
37000,step_037000.pt,0.015,3,0.9408945847988128,0.8116
37000,step_037000.pt,0.025,2,0.6856307566046714,0.8585
37000,step_037000.pt,0.03,2,0.6856307566046714,0.8585
37000,step_037000.pt,0.035,1,0.5601849271774292,0.8577
38000,step_038000.pt,0.01,3,0.8676385182380676,0.8267
38000,step_038000.pt,0.0125,3,0.8676385182380676,0.8267
38000,step_038000.pt,0.015,3,0.8676385182380676,0.8267
38000,step_038000.pt,0.025,2,0.630503607082367,0.8713
38000,step_038000.pt,0.03,1,0.5156507898330689,0.87
38000,step_038000.pt,0.035,1,0.5156507898330689,0.87
39000,step_039000.pt,0.01,3,0.872074445438385,0.829
39000,step_039000.pt,0.0125,3,0.872074445438385,0.829
39000,step_039000.pt,0.015,3,0.872074445438385,0.829
39000,step_039000.pt,0.025,2,0.6521711918354034,0.8669
39000,step_039000.pt,0.03,1,0.5328595605850219,0.8665
39000,step_039000.pt,0.035,1,0.5328595605850219,0.8665
40000,step_040000.pt,0.01,3,0.9151042107582092,0.8173
40000,step_040000.pt,0.0125,3,0.9151042107582092,0.8173
40000,step_040000.pt,0.015,3,0.9151042107582092,0.8173
40000,step_040000.pt,0.025,2,0.628888323879242,0.8719
40000,step_040000.pt,0.03,1,0.5152489067792893,0.8729
40000,step_040000.pt,0.035,1,0.5152489067792893,0.8729
