arch,width,seed,noise,params
basenet18,64,2,0.25,11000138
step,train_loss,train_acc,test_loss,test_acc,p_layer0,p_layer1,p_layer2,p_layer3,p_layer4,p_layer5,p_layer6,p_layer7,p_layer8,p_layer9,p_layer10,p_layer11,p_layer12,p_layer13,p_layer14,p_layer15,p_layer16
1,2.4117591381073,0.0625,2.315925937271118,0.1266,0.04481618478894234,-0.11888688802719116,0.027157185599207878,0.0554230622947216,0.050681162625551224,-0.05651940405368805,-0.006927406415343285,-0.02062717266380787,-0.068169504404068,-0.041632603853940964,0.018808990716934204,-0.01007662434130907,-0.024669570848345757,-0.00954221747815609,-0.00914961937814951,0.005053564440459013,0.0011976116802543402
1000,1.7917814254760742,0.3828125,1.4507741487503052,0.5017,0.007106800563633442,-0.00853724218904972,-0.023411734029650688,0.033688515424728394,0.004020730499178171,-0.003717559389770031,-0.006823403295129538,0.0020282401237636805,0.00529841473326087,0.003217785619199276,0.002425720216706395,-0.0018005784368142486,-0.003016137285158038,-0.005076002329587936,-0.008842986077070236,-0.004689287859946489,-0.008111882954835892
2000,1.557993769645691,0.546875,1.2679414924621581,0.5896,0.019808387383818626,-0.007582193240523338,-0.026068778708577156,0.041689351201057434,0.0023987635504454374,0.0049730706959962845,0.009799376130104065,0.01909331977367401,0.02545071393251419,-0.0034363730810582638,0.008409501053392887,-0.0052293031476438046,-0.022367842495441437,-0.010192753747105598,-0.048925161361694336,-0.053374744951725006,-0.0758807361125946
3000,1.457081913948059,0.53125,1.142699829864502,0.6499,0.00992281548678875,-0.015407990664243698,-0.019688313826918602,0.05545327812433243,-0.00034407549537718296,0.023313384503126144,0.02163039520382881,0.027024799957871437,0.036685436964035034,0.00916170421987772,0.012510629370808601,-0.0073450785130262375,-0.015285131521522999,-0.0005467809387482703,-0.04366026818752289,-0.04924260452389717,-0.07133949548006058
4000,1.8170733451843262,0.4609375,0.9884315479278565,0.7092,-0.016547488048672676,0.03239048644900322,-0.012438652105629444,0.06599549949169159,-0.0025360463187098503,0.01114293746650219,-0.002661413513123989,0.017066234722733498,0.023995932191610336,0.010128054767847061,0.011880861595273018,-0.0012862891890108585,-0.0007470714626833797,9.007437620311975e-05,-0.027023956179618835,-0.030486490577459335,-0.058666959404945374
5000,1.6086112260818481,0.4765625,0.9184631403923035,0.735,-0.029106326401233673,0.009114636108279228,-0.0016847428632900119,0.06556235998868942,0.009081314317882061,0.01316794939339161,0.011500363238155842,0.017291681841015816,0.024782691150903702,0.014615156687796116,0.008075574412941933,-0.007227236405014992,-0.0023205834440886974,0.001005317084491253,-0.027833838015794754,-0.028967075049877167,-0.06466256082057953
6000,1.3647823333740234,0.6171875,0.8765623069763183,0.7558,-0.014777405187487602,0.02170172706246376,-6.863829912617803e-05,0.07127933204174042,-0.012524972669780254,0.010717339813709259,0.005614244844764471,0.012863622978329659,0.032309796661138535,0.007687543518841267,0.007953286170959473,-0.00669071264564991,-0.002749271225184202,0.002763057127594948,-0.037721917033195496,-0.04261652007699013,-0.070513516664505
7000,1.3422778844833374,0.65625,0.8694213321685791,0.7686,-0.007969125173985958,0.0006000762805342674,-0.01633799448609352,0.07900252938270569,-0.0006193909794092178,0.02499529905617237,0.0190493892878294,0.01898101344704628,0.030596626922488213,0.007614998612552881,0.0026930971071124077,-0.01641160249710083,-0.0005983079317957163,0.005642355885356665,-0.043695248663425446,-0.04073633626103401,-0.0928393006324768
8000,1.4255090951919556,0.6015625,0.8610655950546264,0.7782,-0.006025461480021477,-0.02047913894057274,-0.016213543713092804,0.08969776332378387,-0.00021319056395441294,0.02391180954873562,0.019666554406285286,0.01647176966071129,0.028554370626807213,-3.4083903301507235e-05,-0.005813296884298325,-0.020800329744815826,-0.006292555946856737,-0.004993080161511898,-0.04995027557015419,-0.041036803275346756,-0.10198573023080826
9000,1.0388456583023071,0.7421875,0.7861819467544555,0.7885,-0.01984095200896263,0.01645001582801342,-0.00259706424549222,0.069446861743927,-0.006771517917513847,0.007639546878635883,-0.010293001309037209,0.003038831055164337,0.015287038870155811,-0.002607150934636593,-0.004398969933390617,-0.022241313010454178,-0.005707797594368458,-0.0014168003108352423,-0.04255694895982742,-0.04214898869395256,-0.06890209019184113
