arch,width,seed,noise,params
transformer,400,1,0.0,52588800
epoch,train_loss,train_acc,test_loss,test_acc,p_enc_layer0,p_dec_layer0,p_enc_layer1,p_dec_layer1,p_enc_layer2,p_dec_layer2,p_enc_layer3,p_dec_layer3,p_enc_layer4,p_dec_layer4,p_enc_layer5,p_dec_layer5
30,1.8215343602552558,0.911919295652569,3.9126319032048067,0.5844502371789134,-8.11207389831543,-4.269440174102783,-6.7089948654174805,-3.5199294090270996,-5.389272212982178,-5.372447967529297,-4.917341709136963,-4.529746055603027,-4.39882755279541,-3.933732509613037,-3.6956918239593506,-3.6485021114349365
31,1.8069811671582718,0.9164074310555432,3.9365237647560667,0.5826154569050389,-8.12702751159668,-4.2535481452941895,-6.7170634269714355,-3.662386894226074,-5.400349140167236,-5.297269344329834,-4.953909873962402,-4.635688304901123,-4.401776313781738,-3.969219207763672,-3.6964292526245117,-3.6884043216705322
32,1.7933178657562203,0.9204735996408151,3.9549280592092604,0.581955383513828,-8.180614471435547,-4.237142086029053,-6.739137172698975,-3.523763418197632,-5.414546966552734,-5.408679962158203,-4.946322917938232,-4.608817100524902,-4.432377338409424,-4.025995254516602,-3.7160329818725586,-3.6488826274871826
33,1.780671431746489,0.9243915039546563,3.991470465848517,0.5818938512485456,-8.183623313903809,-4.202714443206787,-6.765535831451416,-3.57319712638855,-5.445828437805176,-5.3245391845703125,-4.937655925750732,-4.633574485778809,-4.414525032043457,-3.944493293762207,-3.718526840209961,-3.6729536056518555
34,1.7697307169501004,0.9276916404708689,3.9919973940102658,0.581759599033384,-8.243866920471191,-4.144984245300293,-6.802271842956543,-3.5787994861602783,-5.436726093292236,-5.403036117553711,-4.9610443115234375,-4.65140962600708,-4.434927463531494,-3.9788479804992676,-3.729915142059326,-3.684887409210205
35,1.7584563900928152,0.9311741755469916,4.014019910467191,0.5823972970554014,-8.271451950073242,-4.1526665687561035,-6.765355110168457,-3.543764352798462,-5.4492902755737305,-5.392574310302734,-4.957791805267334,-4.639694690704346,-4.439277648925781,-3.9697492122650146,-3.737199544906616,-3.668229818344116
36,1.7482845228735824,0.9339331893550441,4.036131444053802,0.5800702586592679,-8.275017738342285,-4.035262584686279,-6.795133113861084,-3.5328967571258545,-5.439146995544434,-5.459877967834473,-4.970736503601074,-4.617880344390869,-4.435371398925781,-3.9326956272125244,-3.7486233711242676,-3.679950714111328
37,1.7395787216007017,0.9366289604936446,4.048360334093629,0.5798129419135416,-8.280020713806152,-4.092916488647461,-6.798593521118164,-3.4975674152374268,-5.443148612976074,-5.4498796463012695,-4.982367515563965,-4.659853935241699,-4.464261054992676,-3.9160451889038086,-3.7813308238983154,-3.6440508365631104
38,1.730254684890528,0.939192173321771,4.0530220910601376,0.5800646648169695,-8.310017585754395,-4.06252384185791,-6.7729878425598145,-3.562016248703003,-5.473346710205078,-5.495979309082031,-4.988058567047119,-4.639473915100098,-4.501681804656982,-3.992100954055786,-3.766106605529785,-3.6982412338256836
39,1.7223536467972065,0.941600630081271,4.057573773693048,0.5819218204600376,-8.359212875366211,-4.07766580581665,-6.839498996734619,-3.504741668701172,-5.478400230407715,-5.454428672790527,-4.9980878829956055,-4.641987323760986,-4.464628219604492,-3.934781312942505,-3.7775039672851562,-3.6505000591278076
40,1.7144234090588697,0.9437569538142135,4.074598726889744,0.5816980667681017,-8.37773323059082,-4.031770706176758,-6.804866313934326,-3.612684726715088,-5.44968843460083,-5.523602485656738,-4.982741355895996,-4.666220664978027,-4.481377124786377,-4.016711711883545,-3.799408197402954,-3.699352741241455
41,1.707782699875933,0.9456341302677531,4.093428857834585,0.5790913362570482,-8.400935173034668,-3.970452070236206,-6.829151153564453,-3.5021653175354004,-5.494941234588623,-5.511914253234863,-5.010592460632324,-4.656844139099121,-4.526806354522705,-3.981560230255127,-3.804741859436035,-3.6728432178497314
42,1.7014916421211936,0.9475586340169754,4.099891721890221,0.5798856618634207,-8.426952362060547,-3.90954327583313,-6.8877410888671875,-3.5703415870666504,-5.508579254150391,-5.5610551834106445,-5.009079933166504,-4.670363426208496,-4.533815383911133,-3.986971139907837,-3.802732229232788,-3.694439172744751
43,1.6953115537422991,0.9490268272472037,4.102591100781102,0.5802436677705182,-8.443513870239258,-3.9386603832244873,-6.916135787963867,-3.576392889022827,-5.542903900146484,-5.529858112335205,-5.0111236572265625,-4.663914203643799,-4.547121524810791,-3.9596426486968994,-3.8433785438537598,-3.72255802154541
44,1.6893244146115656,0.9508145844296967,4.130224764360413,0.5799639756555983,-8.452430725097656,-3.8920748233795166,-6.910848140716553,-3.5298678874969482,-5.510297775268555,-5.589467525482178,-5.001458644866943,-4.687849998474121,-4.5355730056762695,-3.959089756011963,-3.8351314067840576,-3.6838219165802
45,1.683591256854045,0.9523131425177744,4.131569994947781,0.5796898773829768,-8.460339546203613,-3.8998236656188965,-6.910566806793213,-3.5647358894348145,-5.5623321533203125,-5.54504919052124,-5.029417037963867,-4.695048809051514,-4.580348968505859,-4.018860816955566,-3.846435070037842,-3.8178391456604004
46,1.6777099235054411,0.9539804873329331,4.1397119782652325,0.5796395328022912,-8.497734069824219,-3.8395302295684814,-6.908929347991943,-3.612722873687744,-5.587820053100586,-5.553925037384033,-5.027812957763672,-4.685369491577148,-4.5567522048950195,-4.0392279624938965,-3.8457982540130615,-3.7761924266815186
47,1.673010078066898,0.955185239244715,4.146928779888226,0.5780452877472478,-8.50866413116455,-3.8112189769744873,-6.90722131729126,-3.6357429027557373,-5.574570655822754,-5.561351776123047,-5.013416290283203,-4.678548812866211,-4.56650447845459,-4.035309314727783,-3.866429567337036,-3.8285086154937744
48,1.6689227983228745,0.9562660187713458,4.154798079411078,0.5790857424147499,-8.542847633361816,-3.8397939205169678,-6.9087066650390625,-3.5775868892669678,-5.56110954284668,-5.638251781463623,-4.999233722686768,-4.685266017913818,-4.5340776443481445,-3.987391471862793,-3.8852531909942627,-3.836594820022583
49,1.6640210249635408,0.9574452223199714,4.16754889849513,0.5785822966078941,-8.539703369140625,-3.77353835105896,-6.936638355255127,-3.57133150100708,-5.61217737197876,-5.593563079833984,-5.030564785003662,-4.6757001876831055,-4.584471702575684,-4.000283718109131,-3.8863697052001953,-3.831583023071289
50,1.6601569335747588,0.9585324936437976,4.170918952235228,0.5775082788866016,-8.563584327697754,-3.720414876937866,-6.951898574829102,-3.68525767326355,-5.604991912841797,-5.568404197692871,-5.0323357582092285,-4.6702117919921875,-4.609005928039551,-4.055703163146973,-3.9018940925598145,-3.8459129333496094
51,1.6557150513562093,0.959582698899766,4.172868972881771,0.5785934842924908,-8.61115837097168,-3.7206811904907227,-6.948594093322754,-3.6115517616271973,-5.600000381469727,-5.554554462432861,-5.029456615447998,-4.6590471267700195,-4.602992057800293,-4.070850849151611,-3.9139320850372314,-3.9095635414123535
52,1.6522237133120683,0.9604865245996184,4.177048360805028,0.579158462364629,-8.585278511047363,-3.697972536087036,-6.9685750007629395,-3.5955774784088135,-5.621541976928711,-5.611924171447754,-5.032281875610352,-4.673642635345459,-4.629549026489258,-4.046069622039795,-3.909597873687744,-3.889676809310913
53,1.6477272537967942,0.9616202855678763,4.196545880048157,0.5781851338047078,-8.616262435913086,-3.688037872314453,-6.956565856933594,-3.5956196784973145,-5.624438285827637,-5.660245895385742,-5.018129348754883,-4.696959972381592,-4.608809947967529,-4.065324306488037,-3.9006972312927246,-3.8443872928619385
54,1.6440553529412152,0.9624635909648424,4.196003660743702,0.5767475163340195,-8.636940002441406,-3.6648192405700684,-6.981464385986328,-3.6409671306610107,-5.635200500488281,-5.629796028137207,-5.043995380401611,-4.707028388977051,-4.626469135284424,-4.060869216918945,-3.914038896560669,-3.87957763671875
55,1.6419913046314267,0.963107744776878,4.2003425899291225,0.5788731764074108,-8.65616512298584,-3.6012701988220215,-7.010221481323242,-3.6387741565704346,-5.661276340484619,-5.6436028480529785,-5.051990985870361,-4.702269554138184,-4.6412458419799805,-4.052133560180664,-3.923142910003662,-3.8683626651763916
