arch,width,seed,noise,params
simplecnn,,0,0.1,19491
epoch,train_loss,train_acc,test_loss,test_acc,p_layer0,p_layer1,p_layer2,p_layer3
1,1.8910368299102782,0.3284,1.6320225238800048,0.3728,0.0018067164346575737,0.011303937062621117,-0.025308281183242798,0.009635944850742817
2,1.5883884468460083,0.46708,1.6431810974121093,0.4137,-0.02864202857017517,0.028645114973187447,0.0666278824210167,0.10358121991157532
3,1.467672518157959,0.52618,1.4100210115432739,0.4914,0.09179488569498062,0.04329916834831238,0.07895947992801666,-0.06382019072771072
4,1.413107596321106,0.55118,1.1391399448394774,0.6036,0.03890116512775421,0.04313351586461067,0.10987532138824463,0.005713445134460926
5,1.365889856071472,0.57494,1.2806168085098266,0.5391,0.16541557013988495,-0.018826428800821304,0.012984129600226879,-0.08046549558639526
6,1.339906510810852,0.58746,1.1356467892646789,0.6074,0.0825231596827507,-0.015903359279036522,0.04827352613210678,-0.048552095890045166
7,1.3206097286224365,0.59536,1.0899605710983276,0.6293,0.1818474531173706,-0.02106309123337269,0.013982832431793213,-0.02187628298997879
8,1.2975798263931275,0.60752,1.0601676028251648,0.6426,0.21574005484580994,-0.04754236340522766,-0.0011914405040442944,-0.04285744950175285
9,1.280563731842041,0.61276,1.0400244438171387,0.6497,0.16688412427902222,-0.03026372194290161,-0.011243992485105991,-0.02437984198331833
10,1.2672097449111939,0.62324,0.97701013174057,0.6756,0.1368473321199417,0.0010234685614705086,0.0531657449901104,-0.0034822754096239805
11,1.2567008945083618,0.62698,1.0102128985404968,0.6637,0.2345300167798996,-0.03194715082645416,-0.04266898334026337,-0.05993976444005966
12,1.245251706161499,0.63206,0.9646986614227295,0.6842,0.143572136759758,0.020208554342389107,0.0778595507144928,-0.01484465878456831
13,1.2355180449676513,0.6351,0.9998697334289551,0.6631,0.0720747783780098,0.044773899018764496,0.06912344694137573,-0.015205838717520237
14,1.2255175159835816,0.6416,1.0002238030433654,0.6596,0.1386675089597702,-0.0051786527037620544,0.00392688624560833,-0.043959081172943115
15,1.215055401535034,0.64492,0.9351357739448547,0.6991,0.1970979869365692,-0.02477594092488289,0.03593231365084648,-0.0557977631688118
16,1.2100503681182861,0.64668,0.9432940836906433,0.6904,0.21218954026699066,-0.03100530244410038,-0.03527805209159851,-0.06425273418426514
17,1.209305591697693,0.64884,0.9437152956962586,0.6919,0.1727275848388672,-0.027207259088754654,0.014766626991331577,-0.01416538655757904
18,1.199347031021118,0.65186,0.9046868378639221,0.71,0.17227931320667267,-0.0020595528185367584,0.008539481088519096,-0.05622219666838646
19,1.1904842917633056,0.6567,0.9103479890823364,0.7037,0.14692603051662445,-0.005942035000771284,0.03628085181117058,-0.01572178490459919
20,1.1909750663757324,0.65798,0.8847209862709046,0.7196,0.1832280308008194,-0.007927490398287773,-0.006833953317254782,-0.0648079365491867
21,1.182413213157654,0.66086,0.8909834400177002,0.7154,0.17685814201831818,0.004550344310700893,0.0024125142954289913,-0.0842304602265358
22,1.180877566795349,0.66084,0.9498232674598693,0.6832,0.11290945112705231,0.05089551955461502,0.02970428392291069,0.03303096815943718
23,1.1737841371536255,0.6636,0.9231026992797852,0.7025,0.1251516491174698,0.013879947364330292,-0.012198636308312416,-0.06370169669389725
24,1.1712249752044677,0.66792,0.908290857887268,0.7051,0.17320133745670319,0.016675032675266266,-0.0455736368894577,-0.11403492093086243
25,1.1694349780273436,0.66518,0.8659615392684936,0.7258,0.16521570086479187,-0.007020355202257633,-0.02932589128613472,-0.05057445541024208
26,1.16221414894104,0.66914,0.9060566072463989,0.7079,0.0779445469379425,0.04169882833957672,0.03648780286312103,-0.015145596116781235
27,1.1607513524627686,0.66796,0.913594452381134,0.7084,0.10189039260149002,0.05628431215882301,0.015493454411625862,-0.017030103132128716
28,1.159175256576538,0.67192,0.8584079152107239,0.7278,0.17142672836780548,0.0078072696924209595,-0.038058534264564514,-0.020969782024621964
29,1.1573191939544678,0.67202,0.8654316858291626,0.7285,0.1556597352027893,-0.0010554743930697441,-0.026136577129364014,-0.08251874148845673
30,1.1518451860427856,0.67224,0.8451860342025757,0.732,0.15481320023536682,0.025419794023036957,-0.01885748840868473,-0.061784811317920685
31,1.1503586211013794,0.6745,0.8492273596763611,0.7333,0.16542181372642517,0.00263307080604136,-0.06271982938051224,-0.039553891867399216
32,1.1456077851867676,0.67366,0.8470748853683472,0.7332,0.14799514412879944,0.005004567094147205,-0.02414615824818611,-0.043645747005939484
33,1.145108822593689,0.67728,0.852210372543335,0.7318,0.19398264586925507,-0.0076668038964271545,-0.014710046350955963,-0.036213912069797516
34,1.143145969581604,0.67598,0.8636510448455811,0.7218,0.09486325085163116,0.03705687075853348,0.010140777565538883,-0.007530372589826584
35,1.1404619617462157,0.67984,0.8865606342315674,0.7182,0.17092399299144745,-0.008197000250220299,-0.009023662656545639,-0.09264985471963882
36,1.1336367860794068,0.68034,0.8448674842834473,0.7303,0.1107514351606369,0.019744135439395905,-0.034823816269636154,-0.037383515387773514
37,1.1365189333343506,0.68134,0.8620040435791015,0.7237,0.18062400817871094,-0.008034547790884972,-0.024719199165701866,-0.08519159257411957
38,1.1333610990524292,0.68074,0.8382142332077026,0.7378,0.12014176696538925,0.022231336683034897,-0.017169425264000893,-0.039566054940223694
39,1.129041262550354,0.68272,0.8266527710914612,0.7394,0.1352170705795288,0.01808382384479046,-0.030550304800271988,-0.05235421285033226
40,1.1271823596572876,0.68378,0.8727559728622436,0.7201,0.12697561085224152,0.02911776676774025,-0.01757056638598442,-0.05149305984377861
41,1.1255506770706176,0.68226,0.8358835501670837,0.7403,0.1808418184518814,-0.007227923255413771,-0.05278322473168373,-0.09364058077335358
42,1.1276004727172853,0.68252,0.8283326874732971,0.7378,0.1394447237253189,0.005016145762056112,-0.007736917585134506,-0.05487440526485443
43,1.124334944896698,0.68732,0.8367712524414063,0.7364,0.1568431556224823,0.013557331636548042,-0.039778657257556915,-0.05848848819732666
44,1.1197524255561828,0.68668,0.8460267467498779,0.723,0.11974415928125381,0.015817435458302498,-0.021570608019828796,-0.03395986557006836
45,1.117272710494995,0.68848,0.8239157783508301,0.7426,0.18160653114318848,-0.014255983754992485,-0.04916180670261383,-0.04304448887705803
46,1.1186202038383484,0.68648,0.8200443869590759,0.7436,0.1533432900905609,0.010442784056067467,-0.056774165481328964,-0.024707701057195663
47,1.1153841111755372,0.68838,0.8289841964721679,0.7369,0.10902076959609985,0.03193897008895874,-0.019353175535798073,-0.04961457476019859
48,1.1153985336685182,0.68852,0.8325960929870605,0.7321,0.11886093020439148,0.02179550938308239,-0.011817531660199165,-0.06471607089042664
49,1.112983763885498,0.68888,0.833810871219635,0.7364,0.17836400866508484,-0.0075792064890265465,-0.03203475475311279,-0.07530619204044342
50,1.1086121638298034,0.68898,0.8198655313491822,0.7351,0.18434512615203857,-2.35019251704216e-05,-0.07812251895666122,-0.04059865325689316
51,1.1085800790023803,0.6903,0.8362962567329407,0.7343,0.13325904309749603,0.018568512052297592,-0.003134057391434908,-0.05191783607006073
52,1.107815539932251,0.69298,0.8113045202255249,0.7449,0.14287559688091278,0.00657669547945261,-0.03698516637086868,-0.05612203851342201
53,1.1057451048278808,0.69204,0.8482005493164062,0.7328,0.1479194313287735,0.02619839459657669,-0.03726029396057129,-0.04876546189188957
54,1.104101273460388,0.69348,0.818647107887268,0.7445,0.12740035355091095,0.021476464346051216,-0.06451528519392014,-0.03446070849895477
55,1.1017775315666198,0.69448,0.8357213730812073,0.7424,0.19777590036392212,-0.005275142844766378,-0.10988130420446396,-0.061509303748607635
56,1.105621413459778,0.69218,0.7980011813163758,0.7486,0.15150803327560425,0.009976241737604141,-0.05938750132918358,-0.0537211075425148
57,1.1030097358894349,0.69456,0.7880261805534363,0.752,0.13749994337558746,0.004404991399496794,-0.03591054677963257,-0.07968554645776749
