arch,width,seed,noise,params
simplecnn,75,1,0.1,2136535
epoch,train_loss,train_acc,test_loss,test_acc,p_layer0,p_layer1,p_layer2,p_layer3
1,3.254727817001343,0.23116,1.941912688446045,0.3016,-0.056056998670101166,-0.030916905030608177,-0.018470434471964836,-0.04785843938589096
2,1.722677272720337,0.4037,1.5471079982757567,0.4431,-0.03488748520612717,-0.1069144606590271,-0.09005911648273468,0.011307335458695889
3,1.5240746523666382,0.4977,1.2446157173156738,0.5629,-0.0935141071677208,-0.06904882937669754,0.061980120837688446,-0.03809156268835068
4,1.3960885853576661,0.55848,1.3206728733062745,0.5259,-0.024836532771587372,-0.10317860543727875,-0.01241269800812006,-0.02638629451394081
5,1.2933454979324341,0.60374,1.197512371635437,0.5896,-0.10747607052326202,-0.02864541858434677,0.1250179558992386,-0.1874755322933197
6,1.2266618055725098,0.63768,1.0744443112373352,0.6448,-0.0003784375439863652,-0.12702813744544983,-0.12459396570920944,-0.004434769973158836
7,1.1728391346359253,0.6597,1.169142057800293,0.5817,-0.01887691393494606,-0.08196204900741577,-0.07058709114789963,-0.06271107494831085
8,1.1285283785247802,0.67828,0.8044104829788208,0.7566,-0.11297569423913956,-0.006860305555164814,0.00226817955262959,-0.062997005879879
9,1.0940700755310058,0.69386,0.7988061518669128,0.7401,-0.079653300344944,-0.05943869799375534,0.08510083705186844,-0.12305295467376709
10,1.0592523658370971,0.70806,0.7856306269645691,0.747,-0.0469529926776886,-0.05705707520246506,0.007332460954785347,-0.03644083812832832
11,1.035461064605713,0.71818,0.8046463050842285,0.7362,-0.056091394275426865,-0.04138767719268799,-0.010603843256831169,-0.10079335421323776
12,1.0130948188781739,0.72594,0.835622926902771,0.7201,-0.07709427177906036,-0.019679639488458633,0.011419723741710186,-0.04772074520587921
13,0.9889281490707398,0.73504,0.8191271492004395,0.7354,-0.07980075478553772,0.005499217193573713,0.01930130086839199,-0.11788849532604218
14,0.9721686989021301,0.74132,0.783050270652771,0.7459,-0.03371001407504082,-0.07586388289928436,-0.030082080513238907,-0.058726463466882706
15,0.9516323211288452,0.74874,0.6594938896179199,0.7987,-0.037787288427352905,-0.06174967437982559,0.022340742871165276,-0.14067336916923523
16,0.9410143896102905,0.75134,0.6762908694267273,0.7772,-0.03140222281217575,-0.07404587417840958,0.0021389424800872803,-0.07424148917198181
17,0.9234443118286133,0.75752,0.6970857258796692,0.7801,-0.043185412883758545,-0.06912285834550858,-0.021333321928977966,-0.10194035619497299
18,0.9059161037826539,0.7636,0.7027861157417298,0.771,-0.06537680327892303,-0.04874676465988159,-0.033704373985528946,-0.01858540251851082
19,0.8887097054672242,0.76988,0.7172627003669739,0.7707,-0.024788303300738335,-0.0789068415760994,-0.03590894863009453,-0.1225217953324318
20,0.8752819155693055,0.7736,0.6428085558891297,0.8106,-0.054048627614974976,-0.05790359526872635,-0.007342043332755566,-0.09980525076389313
21,0.8617215802001953,0.77758,0.7874524621963501,0.7511,-0.008976804092526436,-0.10218227654695511,-0.07159844040870667,-0.11912509053945541
22,0.8459032107543946,0.78164,0.6890835403442382,0.7837,-0.06604582071304321,-0.034800637513399124,-0.04386167228221893,-0.05376175791025162
23,0.8349451623344422,0.78582,0.6072102433204651,0.8207,-0.02591858059167862,-0.09840136766433716,-0.0365963950753212,-0.03659221529960632
24,0.8233862412071228,0.78798,0.6712206152915955,0.7755,-0.04182354733347893,-0.08510467410087585,-0.008104187436401844,0.0019797454588115215
25,0.8040005940246582,0.79416,0.7112143078804016,0.7839,-0.038397736847400665,-0.0990312248468399,-0.026249056681990623,-0.08534792065620422
26,0.7926785161781311,0.7955,0.6239663643836975,0.8044,-0.06524831056594849,-0.04615675285458565,-0.020622622221708298,-0.05932685732841492
